delta_counts,elapsed_s,note,payload_hex,raw_position,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,,,9664,-14713,valid-start,0025C0,START,-5049,1790025216.6332557,9664
-130,0.15058350001345389,,00E5E3,9534,-14583,valid,00253E,FAST,-5049,1790025216.8091614,9534
-387,0.3263192999875173,,00E5E3,9147,-14196,valid,0023BB,FAST,-5049,1790025216.985109,9147
-426,0.5019336999976076,,00E5E3,8721,-13770,valid,002211,FAST,-5049,1790025217.1610143,8721
-403,0.6782745000091381,,00E5E3,8318,-13367,valid,00207E,FAST,-5049,1790025217.336914,8318
-410,0.8541329000145197,,00E5E3,7908,-12957,valid,001EE4,FAST,-5049,1790025217.5127926,7908
-398,1.029683600005228,,00E5E3,7510,-12559,valid,001D56,FAST,-5049,1790025217.688739,7510
-407,1.205947600014042,,00E5E3,7103,-12152,valid,001BBF,FAST,-5049,1790025217.8646512,7103
-399,1.38145370001439,,00E5E3,6704,-11753,valid,001A30,FAST,-5049,1790025218.040556,6704
-375,1.5573728999879677,,00E5E3,6329,-11378,valid,0018B9,FAST,-5049,1790025218.2164402,6329
-370,1.7338103000074625,,00E5E3,5959,-11008,valid,001747,FAST,-5049,1790025218.3923512,5959
-412,1.9095547999895643,,00E5E3,5547,-10596,valid,0015AB,FAST,-5049,1790025218.5682757,5547
-420,2.085259200015571,,00E5E3,5127,-10176,valid,001407,FAST,-5049,1790025218.74417,5127
-453,2.261036600015359,,00E5E3,4674,-9723,valid,001242,FAST,-5049,1790025218.9200857,4674
-406,2.4372875000117347,,00E5E3,4268,-9317,valid,0010AC,FAST,-5049,1790025219.0959995,4268
-458,2.612924999993993,,00E5E3,3810,-8859,valid,000EE2,FAST,-5049,1790025219.271882,3810
-502,2.788715900009265,,00E5E3,3308,-8357,valid,000CEC,FAST,-5049,1790025219.4478014,3308
-473,2.9646480999945197,,00E5E3,2835,-7884,valid,000B13,FAST,-5049,1790025219.6237178,2835
-493,3.1405605000036303,,00E5E3,2342,-7391,valid,000926,FAST,-5049,1790025219.7996063,2342
-479,3.316634399991017,,00E5E3,1863,-6912,valid,000747,FAST,-5049,1790025219.9755242,1863
-507,3.492350999993505,,00E5E3,1356,-6405,valid,00054C,FAST,-5049,1790025220.1514046,1356
-513,3.6685539000027347,,00E5E3,843,-5892,valid,00034B,FAST,-5049,1790025220.3273134,843
-475,3.8442110999894794,,00E5E3,368,-5417,valid,000170,FAST,-5049,1790025220.503214,368
-480,4.020344899996417,,00E5E3,1059216,-4937,valid,102990,FAST,-5049,1790025220.679134,-112
-258,4.196278699993854,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025220.8550506,-370
0,4.3718526999873575,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025221.030946,-370
0,4.548130300012417,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025221.2068863,-370
0,4.724121700011892,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025221.382763,-370
0,4.8995991999981925,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025221.5586555,-370
0,5.075590699998429,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025221.7345705,-370
0,5.251362000009976,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025221.9104679,-370
0,5.427321800001664,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025222.0863738,-370
0,5.603540600015549,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025222.2622774,-370
0,5.779189499997301,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025222.438169,-370
0,5.954955199995311,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025222.6140788,-370
0,6.1308610000123736,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025222.7899826,-370
0,6.306981400004588,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025222.965942,-370
0,6.482739200000651,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025223.141825,-370
0,6.658613500010688,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025223.3177402,-370
0,6.834547100006603,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025223.4936407,-370
0,7.010906500014244,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025223.6695828,-370
0,7.1864074000041,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025223.8454604,-370
0,7.362285700015491,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025224.0213385,-370
0,7.538513600011356,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025224.1972458,-370
0,7.714472699997714,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025224.3731935,-370
0,7.890029800008051,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025224.5490532,-370
0,8.065855900000315,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025224.7249765,-370
0,8.242233099997975,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025224.900897,-370
0,8.417698300007032,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025225.0767598,-370
0,8.593572200014023,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025225.2527573,-370
0,8.769552599987946,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025225.428657,-370
0,8.945776900014607,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025225.6045208,-370
0,9.121680300013395,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025225.7804177,-370
0,9.297558999998728,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025225.9563694,-370
0,9.473170699988259,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025226.132252,-370
0,9.649429300014162,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025226.3081813,-370
0,9.824983300000895,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025226.4840786,-370
0,10.000878899998497,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025226.659992,-370
0,10.176931699999841,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025226.835891,-370
0,10.352687000005972,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025227.011809,-370
0,10.528617900010431,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025227.1876938,-370
0,10.704901999997674,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025227.3636498,-370
0,10.880687500000931,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025227.539577,-370
0,11.056883699988248,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025227.7154524,-370
0,11.232278100011172,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025227.891355,-370
0,11.408483000006527,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025228.0672662,-370
0,11.58406580000883,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025228.2431424,-370
0,11.760018100001616,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025228.4190843,-370
0,11.935934300010558,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025228.5949814,-370
0,12.111774499993771,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025228.7708788,-370
0,12.287682800000766,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025228.946789,-370
0,12.463618700014194,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025229.1227105,-370
0,12.639624700008426,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025229.2986267,-370
0,12.81542410000111,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025229.4745815,-370
0,12.991390300012426,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025229.650449,-370
0,13.1674914000032,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025229.8263142,-370
0,13.343194499990204,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025230.0022078,-370
0,13.519450699997833,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025230.1781626,-370
0,13.695283700013533,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025230.3540149,-370
0,13.870810299995355,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025230.5299468,-370
0,14.047086100006709,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025230.70585,-370
0,14.222656400001142,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025230.8817613,-370
0,14.399058700015303,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025231.0576837,-370
0,14.57448629999999,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025231.233563,-370
0,14.750464300013846,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025231.409493,-370
0,14.92630160000408,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025231.585413,-370
0,15.102654099988285,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025231.7613266,-370
0,15.278420599992387,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025231.937213,-370
0,15.45399529999122,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025232.1131203,-370
0,15.629997699987143,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025232.289024,-370
0,15.805816900014179,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025232.46495,-370
0,15.981755399989197,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025232.6408482,-370
0,16.157651999994414,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025232.816768,-370
0,16.33355219999794,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025232.9926655,-370
0,16.50944840000011,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025233.16858,-370
0,16.685394400003133,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025233.3445046,-370
0,16.861308999999892,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025233.5203931,-370
0,17.03736009998829,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025233.696317,-370
0,17.21310560000711,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025233.8722181,-370
0,17.389240099990275,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025234.0481248,-370
0,17.564972599997418,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025234.2240236,-370
0,17.740859799989266,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025234.3999612,-370
0,17.916761400003452,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025234.5758603,-370
0,18.093110199988587,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025234.7517624,-370
0,18.268623400013894,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025234.927681,-370
0,18.444481100013945,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025235.1035743,-370
0,18.620379600004526,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025235.2794926,-370
0,18.796306700009154,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025235.4554348,-370
0,18.972226400015643,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025235.6312754,-370
0,19.148062699998263,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025235.8071923,-370
0,19.323999599990202,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025235.983101,-370
0,19.499907099991105,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025236.1590087,-370
0,19.676292899996042,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025236.334937,-370
0,19.851724400010426,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025236.5108218,-370
0,20.027940800006036,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025236.6867259,-370
0,20.203908099996625,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025236.8626294,-370
0,20.379741300013848,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025237.0385578,-370
0,20.555818099994212,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025237.2144809,-370
0,20.731617300014477,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025237.3903756,-370
0,20.907174699997995,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025237.5662894,-370
0,21.083173199993325,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025237.7421908,-370
0,21.258978300000308,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025237.918095,-370
0,21.43490940000629,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025238.0939724,-370
0,21.611095900007058,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025238.2698684,-370
0,21.78692250000313,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025238.445766,-370
0,21.962854599987622,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025238.6217,-370
0,22.138497300009476,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025238.7975738,-370
0,22.314813600009074,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025238.973508,-370
0,22.490328799991403,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025239.149457,-370
0,22.66625199999544,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025239.3253126,-370
0,22.842348700010916,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025239.5011864,-370
0,23.018367100012256,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025239.6771026,-370
0,23.19390439998824,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025239.852992,-370
0,23.369804699992528,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025240.0289438,-370
0,23.546092000004137,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025240.204833,-370
0,23.721709300007205,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025240.3807316,-370
0,23.897528500005137,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025240.5566447,-370
0,24.073869599989848,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025240.73254,-370
0,24.249695800011978,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025240.9084394,-370
0,24.425477899989346,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025241.084371,-370
0,24.601675499987323,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025241.2602408,-370
0,24.777050700009568,,0072F1,1058958,-4679,valid,10288E,MEDIUM,-5049,1790025241.436174,-370
