after_stop_raw,after_stop_rx_bytes_hex,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
209908,0333F4,1,0.17615639997529797,+,15.0,209515,unspecified,003978,393,0.13355636781053648,188741,02E145,89,000059,2056.679087501536,tail/prior slope agreement and local-slope variation,alt-gen2-003978-long-15s-r3,completed,188741,02E145,yes,reached,0.019616009220849665,2307.683206838382,0.1087688806648343
