axis,plus_minus_mean_signed_error_difference_counts,plus_minus_mean_absolute_error_difference_counts,plus_minus_mean_coast_difference_counts,plus_minus_mean_motion_time_difference_s
az,437.4,-17.0,63.8,-0.21118983998312402
