commanded_progress_counts,counts_per_s,degrees_per_s,direction,end_raw,first_half_cps,half_rate_ratio,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_progress_counts,reliability_reason,run_label,run_status,sample_seconds,second_half_cps,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,tracking_1m_error_counts,tracking_1m_error_degrees,tracking_1m_sample_s,tracking_3m_error_counts,tracking_3m_error_degrees,tracking_3m_sample_s,tracking_5m_error_counts,tracking_5m_error_degrees,tracking_5m_sample_s,trial_index,trial_reliable,trials_requested,warmup_seconds,window_analysis_whole_cps,window_count,window_cps_max,window_cps_min,window_cps_stddev,window_first_cps,window_last_cps,window_seconds,window_speed_slope_cps_per_min
601,11.909129063315527,0.004047175627184017,+,1047433,12.0992419976183,0.9942160523321453,0,0072F1,0.5,0,1047255,178,14.946516999996675,20,sustain,35.0,00001E,1,1,1046473,178,reliable,az-postrebuild-sustain-plus-1e-screen-r1,completed,0.18,12.029260615083366,1.0,commanded-progress-with-comparable-half-rates,True,1046832,0FF930,12.3,-0.3908709366844736,-5.842159099959105,-0.0019853881668239464,14.946516999996675,-5.842159099959105,-0.0019853881668239464,14.946516999996675,-5.842159099959105,-0.0019853881668239464,14.946516999996675,1,True,1,20.0,11.909129063315527,1,11.909129063315527,11.909129063315527,0.0,11.909129063315527,11.909129063315527,30.0,
