time_s,raw_position,raw_hex,delta_counts,travel_delta,speed_counts_s,position_deg,cumulative_counts,cumulative_revs,cumulative_deg
0.018101000008755364,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.050040500005707145,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.0820118999981787,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.11403920000884682,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.14602720001130365,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.1779930000047898,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.20996700000250712,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.24197750000166707,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.27394250000361353,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.3059609000047203,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.3379467000049772,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.3698951000114903,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.40192340000066906,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.4338629999983823,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.4658510000008391,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.49783120000211056,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.5298037000029581,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.5618010000034701,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.609823700011475,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.641758600002504,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.6737608999974327,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.7057264000031864,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.7376942999981111,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.7696938000008231,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.801668600004632,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.8336431000061566,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.8656409000104759,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.8976223000063328,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.9296113000018522,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.9616186000057496,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
0.9936083000065992,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.025613700010581,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.0575392000027932,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.0895117000036407,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.121484800009057,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.1534765000105835,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.1854528000112623,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.2174605000036536,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.2494292000046698,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.2814019000070402,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.3134032000089064,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.3453750000044238,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.3773747000086587,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.409373400005279,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.4413368000095943,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.4733337000070605,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.5052968000090914,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.537293800007319,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.5692688999988604,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.6012623999995412,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.6332425000000512,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.6652415999997174,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.6972134000097867,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.7292121000064071,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.7611921000061557,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.7931555000104709,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.8251384000031976,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.8571355000021867,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.889112999997451,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.9211020000075223,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.9531053000100655,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
1.9850587000109954,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.0170615000097314,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.0490284000115935,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.081002899998566,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.1129987000022084,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.1449773000058485,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.17695090000052,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.208929700005683,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.2409286000038264,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.272899100003997,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.304863400000613,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.3368736999982502,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.368834200009587,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.400814300010097,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.432816800006549,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.46480149999843,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.4967972000013106,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.5287660000030883,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.56074250000529,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.5927405999973416,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.624712900011218,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.65667910000775,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.68869110000378,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.720670100010466,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.7526532000047155,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.7846343999990495,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.816633599999477,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.8486036000103923,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.8806073000014294,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.9125731000094675,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.944549600011669,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
2.97654020000482,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.008548800004064,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.0405444000061834,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.072548600001028,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.1044758000061847,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.1364420000027167,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.168416000000434,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.2004134000017075,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.2323962000082247,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.2643915000080597,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.2963777000113623,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.3283704000059515,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.360343100008322,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.392340799997328,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.4243077999999514,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.456310300010955,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.488262200000463,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.520268300009775,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.5522342000040226,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.584233100002166,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.616204200006905,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.6482021999981953,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.680177800008096,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.7121464000083506,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.744152400002349,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.776133100007428,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.8081196999992244,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.8401011000096332,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.8720726000028662,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.9040710999979638,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.93603979999898,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
3.9680387000116752,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.00004140000965,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.032040000005509,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.0640002000000095,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.095970499998657,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.127965100007714,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.159945999999763,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.191934900009073,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.223916400005692,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.25590970000485,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.287878300005104,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.3198582000040915,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.351857000001473,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.3838336000044364,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.415838000000804,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.447804800001904,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.4798063000052935,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.511775200007833,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.543748399999458,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.575742900007754,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.607722900007502,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.639693999997689,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.671698999998625,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.703669900001842,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.735641699997359,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.767642799997702,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.799612100003287,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.83159390000219,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.863597300005495,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.895567700004904,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.927542400007951,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.959540100011509,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
4.991530300001614,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.023510700004408,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.055481000003056,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.087477900000522,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.119478699998581,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.151482500004931,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.183478000006289,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.215406400006032,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.247400699998252,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.279378600011114,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.311352800010354,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.34334680000029,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.3753269000008,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.407302100007655,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.4392998999974225,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.471271100002923,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.503277000010712,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.535243700011051,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.56724380000378,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.5992445000010775,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.631204900011653,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.6632263000064995,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.695158700007596,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.727160200010985,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.759141600006842,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.791111400001682,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.8230858000024455,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.855083200003719,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.88706639999873,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.919062000000849,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.951033400007873,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
5.98300890000246,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.015003100008471,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.046976099998574,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.078974700008985,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.110972100010258,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.142933399998583,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.17489980001119,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.20690000000468,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.238898199997493,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.270861400000285,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.3028432999999495,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.334818800009089,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.366812599997502,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.398796300010872,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.430794700005208,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.46276900000521,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.494767000011052,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
6.526737400010461,1,000001,0,0,0.0,0.00033983808603189945,0,0.0,0.0
