commanded_progress_counts,counts_per_s,degrees_per_s,direction,end_raw,first_half_cps,half_rate_ratio,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_progress_counts,reliability_reason,run_label,run_status,sample_seconds,second_half_cps,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,trial_index,trial_reliable,trials_requested,warmup_seconds
205,-14.469598131158572,-0.004917320534543678,-,5981,18.73201540264142,0.5415328742270475,0,0072F1,0.5,0,6052,-71,4.906839800001762,20,sustain,15.0,000024,1,3,6186,71,reliable,az-postswap-reliable-sustain-minus-24-screen-r15,completed,0.18,10.144002141057733,1.0,commanded-progress-with-comparable-half-rates,True,6186,00182A,12.3,2.169598131158571,1,True,1,10.0
