after_stop_raw,after_stop_rx_bytes_hex,axis,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
34614,008736,alt,0,0.703625699999975,+,15.0,34459,gearbox-swap-gen1-horizontal-start-gravity-opposed,002000,155,0.052674903334944415,17105,0042D1,1,000001,1559.4555820658932,tail/prior slope agreement and local-slope variation,gearbox-swap-gen1-alt-plus-002000-long-15s,completed,17105,0042D1,yes,reached,0.08605581640054644,1387.8599470790525,0.11003560278358096
