after_stop_raw,after_stop_rx_bytes_hex,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
188741,02E145,0,0.351873199979309,+,15.0,188600,unspecified,002000,141,0.04791717013049782,175986,02AF72,89,000059,1307.8094091871963,tail/prior slope agreement and local-slope variation,alt-gen2-002000-long-15s,completed,175986,02AF72,yes,reached,0.08232020793419914,1422.6721921050128,0.08073735014660219
