axis,direction,error_at_stop_counts,error_at_stop_degrees,final_error_counts,final_error_degrees,final_raw,invalid_replies_total,motion_time_to_stop_s,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,requested_degrees,run_status,settled_outcome,start_raw,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
az,+,241,0.08190097873368778,207,0.07034648380860319,14507,0,18.972211000014795,14473,1,000001,1,000001,5,completed,undershoot,1,14473,target-or-stop-margin,14713,14714,20.049086400016677
