after_stop_raw,after_stop_rx_bytes_hex,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
137039,02174F,4,0.1759013999835588,+,15.0,136377,0072F1,662,0.22497281295311744,102527,01907F,89,000059,2968.52533838844,tail/prior slope agreement and local-slope variation,alt-gen2-0072f1-long-15s,completed,102527,01907F,yes,reached,0.03070957124733965,3365.162246613484,0.11786561216303841
