delta_counts,elapsed_s,note,payload_hex,raw_position,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,,,454,14713,valid-start,0001C6,START,15167,1790025317.0727808,454
518,0.15065140000660904,,00E5E3,972,14195,valid,0003CC,FAST,15167,1790025317.248693,972
754,0.3260591000143904,,00E5E3,1726,13441,valid,0006BE,FAST,15167,1790025317.4246109,1726
810,0.5020166000176687,,00E5E3,2536,12631,valid,0009E8,FAST,15167,1790025317.600554,2536
866,0.6782793000165839,,00E5E3,3402,11765,valid,000D4A,FAST,15167,1790025317.7778027,3402
772,0.8555066000262741,,00E5E3,4174,10993,valid,00104E,FAST,15167,1790025317.952324,4174
833,1.0300648999982513,,00E5E3,5007,10160,valid,00138F,FAST,15167,1790025318.1282084,5007
862,1.2056762000138406,,00E5E3,5869,9298,valid,0016ED,FAST,15167,1790025318.3041494,5869
871,1.3818384000041988,,00E5E3,6740,8427,valid,001A54,FAST,15167,1790025318.4800231,6740
838,1.5573173000011593,,00E5E3,7578,7589,valid,001D9A,FAST,15167,1790025318.6559608,7578
890,1.733709500025725,,00E5E3,8468,6699,valid,002114,FAST,15167,1790025318.8318853,8468
596,1.9093442000157665,,0072F1,9064,6103,valid,002368,MEDIUM,15167,1790025319.0077984,9064
142,2.085513099998934,,0072F1,9206,5961,valid,0023F6,MEDIUM,15167,1790025319.1836438,9206
-3,2.2611909999977797,,0072F1,9203,5964,valid-opposite-direction,0023F3,ABORT,15167,1790025319.3595784,9203
