after_stop_raw,after_stop_rx_bytes_hex,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
116489,01C709,1,0.17596369999228045,-,10.0,118118,horizontal-start-gravity-assisted-downward,00E5E3,-1629,-0.5535962421459643,162147,027963,89,000059,-4648.566759550196,tail/prior slope agreement and local-slope variation,alt-gen2-00e5e3-horizontal-minus-long-10s,completed,162147,027963,yes,reached,0.028388021252809863,-5441.941307577814,0.14578888363291542
