axis,changed_bit_positions_lsb0,elapsed_ms,hamming_distance,monotonic_s,raw_position,reply_kind,rx_bytes_hex,sample_index,timestamp,tx_bytes_hex,valid_position,xor_to_modal_hex
az,,19.895499979611486,0,283574.3194174,1056753,valid,101FF1,1,1790097557.3362103,01,True,000000
az,,11.742500006221235,0,283574.3514132,1056753,valid,101FF1,2,1790097557.3682048,01,True,000000
az,,11.951800028327852,0,283574.3834108,1056753,valid,101FF1,3,1790097557.400202,01,True,000000
az,,11.949399951845407,0,283574.4154049,1056753,valid,101FF1,4,1790097557.4321961,01,True,000000
az,,11.963299999479204,0,283574.4474041,1056753,valid,101FF1,5,1790097557.4641953,01,True,000000
az,,11.968799983151257,0,283574.4794037,1056753,valid,101FF1,6,1790097557.4961948,01,True,000000
az,,11.97010005125776,0,283574.5114008,1056753,valid,101FF1,7,1790097557.5281923,01,True,000000
az,,11.92839996656403,0,283574.5434014,1056753,valid,101FF1,8,1790097557.5601928,01,True,000000
az,,11.921900033485144,0,283574.5754044,1056753,valid,101FF1,9,1790097557.5921965,01,True,000000
az,,11.924999998882413,0,283574.6074369,1056753,valid,101FF1,10,1790097557.6242292,01,True,000000
az,,11.677699978463352,0,283574.6394521,1056753,valid,101FF1,11,1790097557.6562455,01,True,000000
az,,11.666200007312,0,283574.6714422,1056753,valid,101FF1,12,1790097557.6882348,01,True,000000
az,,11.66309998370707,0,283574.7034514,1056753,valid,101FF1,13,1790097557.7202442,01,True,000000
az,,11.63059996906668,0,283574.735437,1056753,valid,101FF1,14,1790097557.7522297,01,True,000000
az,,11.614600021857768,0,283574.7674325,1056753,valid,101FF1,15,1790097557.7842245,01,True,000000
az,,11.507399962283671,0,283574.7994027,1056753,valid,101FF1,16,1790097557.8161943,01,True,000000
az,,11.941300006583333,0,283574.8314094,1056753,valid,101FF1,17,1790097557.8482018,01,True,000000
az,,11.931699991691858,0,283574.8634109,1056753,valid,101FF1,18,1790097557.880203,01,True,000000
az,,11.655399983283132,0,283574.8954002,1056753,valid,101FF1,19,1790097557.912192,01,True,000000
az,,11.540899984538555,0,283574.9274219,1056753,valid,101FF1,20,1790097557.9442132,01,True,000000
az,,11.914600036107004,0,283574.9593883,1056753,valid,101FF1,21,1790097557.9761796,01,True,000000
az,,11.950900021474808,0,283574.9913845,1056753,valid,101FF1,22,1790097558.0081756,01,True,000000
az,,11.553300020750612,0,283575.0233857,1056753,valid,101FF1,23,1790097558.0401769,01,True,000000
az,,11.967600032221526,0,283575.0553837,1056753,valid,101FF1,24,1790097558.0721748,01,True,000000
az,,11.95960002951324,0,283575.0873859,1056753,valid,101FF1,25,1790097558.1041775,01,True,000000
az,,11.963299999479204,0,283575.1193827,1056753,valid,101FF1,26,1790097558.1361737,01,True,000000
az,,11.721800023224205,0,283575.151388,1056753,valid,101FF1,27,1790097558.1681793,01,True,000000
az,,11.510199983604252,0,283575.1833839,1056753,valid,101FF1,28,1790097558.200175,01,True,000000
az,,11.52100000763312,0,283575.2153826,1056753,valid,101FF1,29,1790097558.232174,01,True,000000
az,,11.756799998693168,0,283575.2473851,1056753,valid,101FF1,30,1790097558.2641764,01,True,000000
az,,11.95820001885295,0,283575.2793767,1056753,valid,101FF1,31,1790097558.296168,01,True,000000
az,,11.965699959546328,0,283575.3113739,1056753,valid,101FF1,32,1790097558.328165,01,True,000000
az,,11.52390002971515,0,283575.3433777,1056753,valid,101FF1,33,1790097558.3601692,01,True,000000
az,,11.359800002537668,0,283575.3747959,1056753,valid,101FF1,34,1790097558.391587,01,True,000000
az,,12.548900034744292,0,283575.4073841,1056753,valid,101FF1,35,1790097558.4241753,01,True,000000
az,,11.378399969544262,0,283575.4387968,1056753,valid,101FF1,36,1790097558.4555883,01,True,000000
az,,11.946899991016835,0,283575.4707875,1056753,valid,101FF1,37,1790097558.4875786,01,True,000000
az,,11.895600007846951,0,283575.5027911,1056753,valid,101FF1,38,1790097558.519583,01,True,000000
az,,11.470299970824271,0,283575.5347943,1056753,valid,101FF1,39,1790097558.5515854,01,True,000000
az,,11.961899988818914,0,283575.566789,1056753,valid,101FF1,40,1790097558.5835803,01,True,000000
az,,11.874500021804124,0,283575.5987894,1056753,valid,101FF1,41,1790097558.6155813,01,True,000000
az,,11.878599994815886,0,283575.6307928,1056753,valid,101FF1,42,1790097558.6475844,01,True,000000
az,,11.362700024619699,0,283575.6628033,1056753,valid,101FF1,43,1790097558.6795955,01,True,000000
az,,11.712700012139976,0,283575.6948147,1056753,valid,101FF1,44,1790097558.7116072,01,True,000000
az,,11.67800003895536,0,283575.7267943,1056753,valid,101FF1,45,1790097558.7435863,01,True,000000
az,,11.912400019355118,0,283575.7587826,1056753,valid,101FF1,46,1790097558.7755744,01,True,000000
az,,11.65259996196255,0,283575.7907789,1056753,valid,101FF1,47,1790097558.8075707,01,True,000000
az,,11.515300022438169,0,283575.8227905,1056753,valid,101FF1,48,1790097558.8395822,01,True,000000
az,,11.788300005719066,0,283575.8547821,1056753,valid,101FF1,49,1790097558.8715734,01,True,000000
az,,11.915800045244396,0,283575.8867975,1056753,valid,101FF1,50,1790097558.90359,01,True,000000
az,,11.494499980472028,0,283575.9187952,1056753,valid,101FF1,51,1790097558.9355876,01,True,000000
az,,11.437200009822845,0,283575.9508095,1056753,valid,101FF1,52,1790097558.9676023,01,True,000000
az,,11.465599993243814,0,283575.982818,1056753,valid,101FF1,53,1790097558.9996114,01,True,000000
az,,11.731499980669469,0,283576.0147835,1056753,valid,101FF1,54,1790097559.0315754,01,True,000000
az,,11.53150002937764,0,283576.0467915,1056753,valid,101FF1,55,1790097559.0635834,01,True,000000
az,,11.53119996888563,0,283576.078797,1056753,valid,101FF1,56,1790097559.0955892,01,True,000000
az,,11.924699996598065,0,283576.1107957,1056753,valid,101FF1,57,1790097559.127588,01,True,000000
az,,11.893099988810718,0,283576.1427853,1056753,valid,101FF1,58,1790097559.1595778,01,True,000000
az,,11.87650003703311,0,283576.1747824,1056753,valid,101FF1,59,1790097559.1915746,01,True,000000
az,,11.718199995812029,0,283576.2067841,1056753,valid,101FF1,60,1790097559.2235763,01,True,000000
az,,11.574899952393025,0,283576.2388061,1056753,valid,101FF1,61,1790097559.2555985,01,True,000000
az,,11.557000048924237,0,283576.2707956,1056753,valid,101FF1,62,1790097559.2875881,01,True,000000
az,,11.924799997359514,0,283576.3027657,1056753,valid,101FF1,63,1790097559.3195574,01,True,000000
