axis,direction,error_at_stop_counts,error_at_stop_degrees,final_abs_error_counts,final_abs_error_degrees,final_error_counts,final_error_degrees,final_raw,first_post_stop_coast_counts,first_post_stop_coast_degrees,first_post_stop_raw,first_post_stop_unwrapped,invalid_replies_total,motion_time_to_stop_s,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,requested_degrees,run_status,settled_coast_counts,settled_coast_degrees,settled_outcome,start_raw,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
alt,+,232,0.07884243595940067,154,0.052335065248912516,154,0.052335065248912516,14723,78,0.02650737071048816,14723,14723,0,8.066130799998064,14645,1058540,1026EC,1058958,10288E,5,completed,78,0.02650737071048816,undershoot,164,14645,target-or-stop-margin,14713,14877,9.142534599988721
