delta_counts,elapsed_s,monotonic_s,no_progress_detected,note,payload_hex,raw_position,recovery_attempted,recovery_count,recovery_failure_reason,recovery_payload,recovery_progress_counts,recovery_start_position,recovery_start_unwrapped,recovery_success,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,261851.6515796,False,,,232475,False,0,,,,,,,14713,valid-start,038C1B,START,247188,1790075834.6683693,232475
122,0.15043100001639687,261851.8274604,False,,00E5E3,232597,False,0,,,,,,,14591,valid,038C95,FAST,247188,1790075834.8442502,232597
316,0.3260955000005197,261852.0033759,False,,00E5E3,232913,False,0,,,,,,,14275,valid,038DD1,FAST,247188,1790075835.020165,232913
437,0.5019203000119887,261852.1793035,False,,00E5E3,233350,False,0,,,,,,,13838,valid,038F86,FAST,247188,1790075835.196092,233350
438,0.6781307000201195,261852.3552269,False,,00E5E3,233788,False,0,,,,,,,13400,valid,03913C,FAST,247188,1790075835.3720148,233788
386,0.8539126999967266,261852.5310957,False,,00E5E3,234174,False,0,,,,,,,13014,valid,0392BE,FAST,247188,1790075835.547885,234174
449,1.0299059000099078,261852.7070511,False,,00E5E3,234623,False,0,,,,,,,12565,valid,03947F,FAST,247188,1790075835.7238395,234623
510,1.2058163000037894,261852.8829187,False,,00E5E3,235133,False,0,,,,,,,12055,valid,03967D,FAST,247188,1790075835.8997083,235133
499,1.3816764000221156,261853.0588233,False,,00E5E3,235632,False,0,,,,,,,11556,valid,039870,FAST,247188,1790075836.0756128,235632
460,1.5576823000155855,261853.2348002,False,,00E5E3,236092,False,0,,,,,,,11096,valid,039A3C,FAST,247188,1790075836.2515893,236092
480,1.7335848000075202,261853.4106879,False,,00E5E3,236572,False,0,,,,,,,10616,valid,039C1C,FAST,247188,1790075836.4274762,236572
509,1.909594199998537,261853.5865541,False,,00E5E3,237081,False,0,,,,,,,10107,valid,039E19,FAST,247188,1790075836.6033432,237081
518,2.0851163000043016,261853.762478,False,,00E5E3,237599,False,0,,,,,,,9589,valid,03A01F,FAST,247188,1790075836.779267,237599
519,2.260976899997331,261853.9383789,False,,00E5E3,238118,False,0,,,,,,,9070,valid,03A226,FAST,247188,1790075836.955168,238118
514,2.4372390000207815,261854.1142735,False,,00E5E3,238632,False,0,,,,,,,8556,valid,03A428,FAST,247188,1790075837.1310627,238632
552,2.612760200019693,261854.2901885,False,,00E5E3,239184,False,0,,,,,,,8004,valid,03A650,FAST,247188,1790075837.306978,239184
553,2.788669400004437,261854.4660838,False,,00E5E3,239737,False,0,,,,,,,7451,valid,03A879,FAST,247188,1790075837.4828732,239737
515,2.9649176000093576,261854.6420004,False,,00E5E3,240252,False,0,,,,,,,6936,valid,03AA7C,FAST,247188,1790075837.6587899,240252
558,3.140856000012718,261854.8179456,False,,00E5E3,240810,False,0,,,,,,,6378,valid,03ACAA,FAST,247188,1790075837.8347352,240810
587,3.316827700007707,261854.9938075,False,,00E5E3,241397,False,0,,,,,,,5791,valid,03AEF5,FAST,247188,1790075838.0105968,241397
598,3.4927353000093717,261855.1697611,False,,00E5E3,241995,False,0,,,,,,,5193,valid,03B14B,FAST,247188,1790075838.1865494,241995
