after_stop_raw,after_stop_rx_bytes_hex,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
229384,038008,0,0.1758599999884609,-,15.0,229565,horizontal-start-gravity-assisted-downward,002000,-181,-0.06151069357177381,243635,03B7B3,89,000059,-1396.4577044441219,tail/prior slope agreement and local-slope variation,alt-gen2-002000-horizontal-minus-long-15s,completed,243184,03B5F0,yes,reached,0.02476442794706076,-1392.5327382716632,0.002810658826234223
