axis,direction,error_at_stop_counts,error_at_stop_degrees,final_abs_error_counts,final_abs_error_degrees,final_error_counts,final_error_degrees,final_raw,first_post_stop_coast_counts,first_post_stop_coast_degrees,first_post_stop_raw,first_post_stop_unwrapped,invalid_replies_total,motion_time_to_stop_s,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,requested_degrees,run_status,settled_coast_counts,settled_coast_degrees,settled_outcome,start_raw,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
az,+,230,0.07816275978733687,202,0.06864729337844369,202,0.06864729337844369,10125,28,0.009515466408893185,10125,1069453,0,18.444288400001824,1069425,1058540,1026EC,1054684,1017DC,5,completed,28,0.009515466408893185,undershoot,1054942,10097,target-or-stop-margin,14713,10327,19.520418600004632
