commanded_progress_counts,counts_per_s,degrees_per_s,direction,end_raw,first_half_cps,half_rate_ratio,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_progress_counts,reliability_reason,run_label,run_status,sample_seconds,second_half_cps,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,tracking_1m_error_counts,tracking_1m_error_degrees,tracking_1m_sample_s,tracking_3m_error_counts,tracking_3m_error_degrees,tracking_3m_sample_s,tracking_5m_error_counts,tracking_5m_error_degrees,tracking_5m_sample_s,trial_index,trial_reliable,trials_requested,warmup_seconds,window_analysis_whole_cps,window_count,window_cps_max,window_cps_min,window_cps_stddev,window_first_cps,window_last_cps,window_seconds,window_speed_slope_cps_per_min
3689,12.190873623467898,0.004142923159256098,+,1051124,12.32562603138701,0.978343033887057,0,0072F1,0.5,0,1047711,3413,279.9635288999998,20,sustain,300.0,00001E,1,1,1047435,3413,reliable,az-postrebuild-sidereal-plus-1e-5min-r1,completed,0.18,12.058690366104454,1.0,commanded-progress-with-comparable-half-rates,True,1047435,0FFB8B,12.3,-0.10912637653210311,23.282007020014817,0.007912112704663082,59.97707259999879,-1.7230275299657478,-0.000585550377963831,179.8961810999972,-30.551405469997917,-0.010382531160508596,279.9635288999998,1,True,1,20.0,12.190873623467898,10,13.414936200671999,11.520562572111949,0.5894718900960567,12.049390693440742,13.020471874306539,30.0,-0.05068178179911749
