after_stop_raw,after_stop_rx_bytes_hex,axis,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
111504,01B390,az,1,0.17591520000132732,+,15.0,110550,free-az-no-tripod-no-cable-wrap,0072F1,954,0.3242055340744321,1,000001,53853,00D25D,4069.8581901408133,tail/prior slope agreement and local-slope variation,az-gen1-0072f1-plus-long-15s,completed,53853,00D25D,yes,reached,0.016824003571043224,4281.494901055577,0.049430564745642065
