after_stop_raw,after_stop_rx_bytes_hex,axis,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
58160,00E330,az,0,0.1759019999881275,+,15.0,57690,gearbox-swap-gen1-free-az-no-tripod-no-cable-wrap,0072F1,470,0.15972390043499274,121133,01D92D,27908,006D04,2800.76344342311,tail/prior slope agreement and local-slope variation,gearbox-swap-gen1-az-plus-0072f1-long-15s,completed,27908,006D04,yes,reached,0.047073873857600576,3123.650018343669,0.1033683584986808
