delta_counts,elapsed_s,note,payload_hex,raw_position,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,,,297,14713,valid-start,000129,START,15010,1790025295.388221,297
479,0.15029520000098273,,00E5E3,776,14234,valid,000308,FAST,15010,1790025295.5641131,776
737,0.3262438000238035,,00E5E3,1513,13497,valid,0005E9,FAST,15010,1790025295.7400155,1513
764,0.5019238000095356,,00E5E3,2277,12733,valid,0008E5,FAST,15010,1790025295.9159489,2277
836,0.6779490000044461,,00E5E3,3113,11897,valid,000C29,FAST,15010,1790025296.091848,3113
849,0.8538771000166889,,00E5E3,3962,11048,valid,000F7A,FAST,15010,1790025296.2677326,3962
852,1.0297864000021946,,00E5E3,4814,10196,valid,0012CE,FAST,15010,1790025296.443648,4814
817,1.2055906000023242,,00E5E3,5631,9379,valid,0015FF,FAST,15010,1790025296.6195753,5631
870,1.3814296000055037,,00E5E3,6501,8509,valid,001965,FAST,15010,1790025296.795489,6501
834,1.557728700019652,,00E5E3,7335,7675,valid,001CA7,FAST,15010,1790025296.9713547,7335
865,1.7332310000201687,,00E5E3,8200,6810,valid,002008,FAST,15010,1790025297.1472995,8200
754,1.9094919000053778,,0072F1,8954,6056,valid,0022FA,MEDIUM,15010,1790025297.323204,8954
555,2.0854382000106853,,0072F1,9509,5501,valid,002525,MEDIUM,15010,1790025297.4991045,9509
514,2.2612738000170793,,0072F1,10023,4987,valid,002727,MEDIUM,15010,1790025297.6750073,10023
450,2.4369835999968927,,0072F1,10473,4537,valid,0028E9,MEDIUM,15010,1790025297.8509078,10473
484,2.6127561000175774,,0072F1,10957,4053,valid,002ACD,MEDIUM,15010,1790025298.0267997,10957
492,2.788935600023251,,0072F1,11449,3561,valid,002CB9,MEDIUM,15010,1790025298.2026882,11449
502,2.964904899999965,,0072F1,11951,3059,valid,002EAF,MEDIUM,15010,1790025298.3786619,11951
508,3.140800599998329,,0072F1,12459,2551,valid,0030AB,MEDIUM,15010,1790025298.5545433,12459
450,3.316688200022327,,003978,12909,2101,valid,00326D,FINE,15010,1790025298.7304442,12909
306,3.492613300011726,,003978,13215,1795,valid,00339F,FINE,15010,1790025298.9063206,13215
205,3.6682138000032865,,003978,13420,1590,valid,00346C,FINE,15010,1790025299.0822382,13420
112,3.844502400024794,,003978,13532,1478,valid,0034DC,FINE,15010,1790025299.258145,13532
74,4.020477400015807,,003978,13606,1404,valid,003526,FINE,15010,1790025299.4340885,13606
57,4.196399800013751,,003978,13663,1347,valid,00355F,FINE,15010,1790025299.6099687,13663
62,4.371861899999203,,003978,13725,1285,valid,00359D,FINE,15010,1790025299.7858837,13725
54,4.547837400023127,,003978,13779,1231,valid,0035D3,FINE,15010,1790025299.9617946,13779
93,4.723687600024277,,003978,13872,1138,valid,003630,FINE,15010,1790025300.1377723,13872
100,4.899695900006918,,003978,13972,1038,valid,003694,FINE,15010,1790025300.3136117,13972
152,5.075456600025063,,003978,14124,886,valid,00372C,FINE,15010,1790025300.489525,14124
114,5.251484700012952,,002000,14238,772,valid,00379E,SLOW,15010,1790025300.6654387,14238
4,5.427278200018918,,002000,14242,768,valid,0037A2,SLOW,15010,1790025300.8413734,14242
1,5.603205899999011,,002000,14243,767,valid,0037A3,SLOW,15010,1790025301.0172505,14243
0,5.779307000018889,,002000,14243,767,valid,0037A3,SLOW,15010,1790025301.1931798,14243
2,5.955043599999044,,002000,14245,765,valid,0037A5,SLOW,15010,1790025301.369081,14245
2,6.131378600024618,,002000,14247,763,valid,0037A7,SLOW,15010,1790025301.544985,14247
6,6.306834900024114,,002000,14253,757,valid,0037AD,SLOW,15010,1790025301.7209022,14253
7,6.482903600001009,,002000,14260,750,valid,0037B4,SLOW,15010,1790025301.896815,14260
11,6.658672700024908,,002000,14271,739,valid,0037BF,SLOW,15010,1790025302.0727234,14271
11,6.834555300010834,,002000,14282,728,valid,0037CA,SLOW,15010,1790025302.248636,14282
20,7.0109425999980886,,002000,14302,708,valid,0037DE,SLOW,15010,1790025302.424545,14302
25,7.186745600018185,,002000,14327,683,valid,0037F7,SLOW,15010,1790025302.6004262,14327
51,7.362253400002373,,002000,14378,632,valid,00382A,SLOW,15010,1790025302.7763484,14378
91,7.538195500004804,,002000,14469,541,valid,003885,SLOW,15010,1790025302.952284,14469
141,7.71455460001016,,002000,14610,400,valid,003912,SLOW,15010,1790025303.128178,14610
157,7.890286000008928,,002000,14767,243,valid,0039AF,SLOW,15010,1790025303.3040512,14767
84,8.116785999998683,,002000,14851,159,valid,003A03,SLOW,15010,1790025303.5279436,14851
-1,8.289789800008293,,002000,14850,160,valid,003A02,SLOW,15010,1790025303.703883,14850
0,8.466080900019733,,002000,14850,160,valid,003A02,SLOW,15010,1790025303.8798187,14850
0,8.642006600013701,,002000,14850,160,valid,003A02,SLOW,15010,1790025304.0556922,14850
0,8.81752760001109,,002000,14850,160,valid,003A02,SLOW,15010,1790025304.2315843,14850
