axis,direction,error_at_stop_counts,error_at_stop_degrees,final_abs_error_counts,final_abs_error_degrees,final_error_counts,final_error_degrees,final_raw,first_post_stop_coast_counts,first_post_stop_coast_degrees,first_post_stop_raw,first_post_stop_unwrapped,invalid_replies_total,motion_time_to_stop_s,no_progress_detected,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,recovery_attempted,recovery_count,recovery_failure_reason,recovery_payload,recovery_progress_counts,recovery_start_position,recovery_start_unwrapped,recovery_success,requested_degrees,run_status,settled_coast_counts,settled_coast_degrees,settled_outcome,start_raw,stop_margin_counts,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
az,-,-173,-0.05879198888351861,151,0.05131555099081682,-151,-0.05131555099081682,1056429,-22,-0.007476437892701788,1056429,-2899,0,17.742463400005363,False,-2877,1059285,1029D5,12088,002F38,False,0,,,,,,,-5,completed,-22,-0.007476437892701788,undershoot,11663,200,1056451,target-or-stop-margin,-14713,1056278,18.818752099992707
