commanded_progress_counts,counts_per_s,degrees_per_s,direction,end_raw,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_reason,run_label,run_status,sample_seconds,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,trial_index,trial_reliable,trials_requested,warmup_seconds
95,12.277757407003788,0.004172449577960144,+,3893,0,,,0,3799,94,7.65612130000045,20,start,8.0,00001E,1,3,3798,reliable,az-postswap-reliable-start-plus-min-confirm-r5,completed,0.18,1.0,commanded-progress-in-both-halves,True,3798,000ED6,,,1,True,2,
129,16.28135619338464,0.005533024926763448,+,4024,0,,,0,3897,127,7.8003329999992275,20,start,8.0,00001E,1,3,3798,reliable,az-postswap-reliable-start-plus-min-confirm-r5,completed,0.18,1.0,commanded-progress-in-both-halves,True,3895,000F37,,,2,True,2,
105,13.583532422423179,0.004616201659988544,+,4131,0,,,0,4027,104,7.656329499999629,20,start,8.0,00001F,2,3,3798,reliable,az-postswap-reliable-start-plus-min-confirm-r5,completed,0.18,1.0,commanded-progress-in-both-halves,True,4026,000FBA,,,1,True,2,
92,11.779750240238002,0.00400320777557629,+,4223,0,,,0,4133,90,7.640229900000122,20,start,8.0,00001F,2,3,3798,reliable,az-postswap-reliable-start-plus-min-confirm-r5,completed,0.18,1.0,commanded-progress-in-both-halves,True,4131,001023,,,2,True,2,
