cumulative_progress,cycle_elapsed_s,cycle_index,delta_counts,direction,elapsed_s,instant_cps,invalid_reason,monotonic_s,payload_hex,phase,raw_position,rx_bytes_hex,unwrapped_position,valid
5730,2.788802700000815,1,49,+,4.094129000004614,279.0186515596179,,259800.5224707,0072F1,MEDIUM,5731,001663,5731,True
5773,2.9645425000053365,1,43,+,4.269868800009135,244.67991882825467,,259800.6982105,0072F1,MEDIUM,5774,00168E,5774,True
5821,3.1404904999944847,1,48,+,4.445816799998283,272.8078750708189,,259800.8741585,0072F1,MEDIUM,5822,0016BE,5822,True
5873,3.3164403999981005,1,52,+,4.621766700001899,295.5386732185207,,259801.0501084,0072F1,MEDIUM,5874,0016F2,5874,True
5910,3.4923211999994237,1,37,+,4.797647500003222,210.36975042029394,,259801.2259892,0072F1,MEDIUM,5911,001717,5911,True
5961,3.66858629998751,1,51,+,4.9739125999913085,289.336913566254,,259801.4022543,0072F1,MEDIUM,5962,00174A,5962,True
6032,3.8441282999992836,1,71,+,5.149454600003082,404.4616102997457,,259801.5777963,0072F1,MEDIUM,6033,001791,6033,True
6125,4.020033100008732,1,93,+,5.32535940001253,528.6950668486866,,259801.7537011,0072F1,MEDIUM,6126,0017EE,6126,True
6197,4.196336399996653,1,72,+,5.501662700000452,408.38713742132285,,259801.9300044,0072F1,MEDIUM,6198,001836,6198,True
6264,4.371862500003772,1,67,+,5.6771888000075705,381.7096146799977,,259802.1055305,0072F1,MEDIUM,6265,001879,6265,True
6367,4.547806699993089,1,103,+,5.8531329999968875,585.4128752539383,,259802.2814747,0072F1,MEDIUM,6368,0018E0,6368,True
6503,4.723684399999911,1,136,+,6.02901070000371,773.2646037259112,,259802.4573524,0072F1,MEDIUM,6504,001968,6504,True
6696,4.899626900005387,1,193,+,6.204953200009186,1096.9492873750964,,259802.6332949,0072F1,MEDIUM,6697,001A29,6697,True
6851,5.0758763999911025,1,155,+,6.381202699994901,879.4351190361527,,259802.8095444,0072F1,MEDIUM,6852,001AC4,6852,True
7054,5.251840499986429,1,203,+,6.5571667999902274,1153.644408179804,,259802.9855085,0072F1,MEDIUM,7055,001B8F,7055,True
7259,5.427691499993671,1,205,+,6.733017799997469,1165.7596487455721,,259803.1613595,0072F1,MEDIUM,7260,001C5C,7260,True
7455,5.603282700001728,1,196,+,6.9086090000055265,1116.229059263827,,259803.3369507,0072F1,MEDIUM,7456,001D20,7456,True
7676,5.77926069998648,1,221,+,7.084586999990279,1255.8387981403844,,259803.5129287,0072F1,MEDIUM,7677,001DFD,7677,True
7924,5.955518100003246,1,248,+,7.260844400007045,1407.0331230144643,,259803.6891861,0072F1,MEDIUM,7925,001EF5,7925,True
8205,6.131017500010785,1,281,+,7.436343800014583,1601.1450750710815,,259803.8646855,0072F1,MEDIUM,8206,00200E,8206,True
8469,6.306915900000604,1,264,+,7.6122422000044025,1500.8664093322059,,259804.0405839,0072F1,MEDIUM,8470,002116,8470,True
8754,6.483190200000536,1,285,+,7.788516500004334,1616.798364821816,,259804.2168582,0072F1,MEDIUM,8755,002233,8755,True
9044,6.65870279999217,1,290,+,7.964029099995969,1652.3030256165218,,259804.3923708,0072F1,MEDIUM,9045,002355,9045,True
9337,6.834887400007574,1,293,+,8.140213700011373,1663.0284370732925,,259804.5685554,0072F1,MEDIUM,9338,00247A,9338,True
9628,7.010538600006839,1,291,+,8.315864900010638,1656.6923539447328,,259804.7442066,0072F1,MEDIUM,9629,00259D,9629,True
9962,7.186838499997975,1,334,+,8.492164800001774,1894.4990894310931,,259804.9205065,0072F1,MEDIUM,9963,0026EB,9963,True
10281,7.362398500001291,1,319,+,8.66772480000509,1817.0426064819753,,259805.0960665,0072F1,MEDIUM,10282,00282A,10282,True
10576,7.538301399996271,1,295,+,8.84362770000007,1677.061606195338,,259805.2719694,0072F1,MEDIUM,10577,002951,10577,True
10872,7.714188899990404,1,296,+,9.019515199994203,1682.893895301679,,259805.4478569,0072F1,MEDIUM,10873,002A79,10873,True
11221,7.8900809999904595,1,349,+,9.195407299994258,1984.1709775475413,,259805.623749,0072F1,MEDIUM,11222,002BD6,11222,True
11596,8.066039199999068,1,375,+,9.371365500002867,2131.187975221694,,259805.7997072,0072F1,MEDIUM,11597,002D4D,11597,True
11983,8.241930999996839,1,387,+,9.547257300000638,2200.2162693479963,,259805.975599,0072F1,MEDIUM,11984,002ED0,11984,True
12317,8.418368799990276,1,334,+,9.723695099994075,1893.01838955385,,259806.1520368,0072F1,MEDIUM,12318,00301E,12318,True
12683,8.593747500010068,1,366,+,9.899073800013866,2086.912492558654,,259806.3274155,0072F1,MEDIUM,12684,00318C,12684,True
13042,8.769871900003636,1,359,+,10.075198200007435,2038.3319972309869,,259806.5035399,0072F1,MEDIUM,13043,0032F3,13043,True
13409,8.94603520000237,1,367,+,10.251361500006169,2083.2943070584915,,259806.6797032,0072F1,MEDIUM,13410,003462,13410,True
13729,9.121493199985707,1,320,+,10.426819499989506,1823.7982880825632,,259806.8551612,0072F1,MEDIUM,13730,0035A2,13730,True
14062,9.297385999991093,1,333,+,10.602712299994892,1893.198584534466,,259807.031054,0072F1,MEDIUM,14063,0036EF,14063,True
14428,9.473664599994663,1,366,+,10.778990899998462,2076.258831149028,,259807.2073326,0072F1,MEDIUM,14429,00385D,14429,True
14797,9.649299599986989,1,369,+,10.954625899990788,2100.9479888184183,,259807.3829676,0072F1,MEDIUM,14798,0039CE,14798,True
15202,9.826388599991333,1,405,+,11.131714899995131,2286.9856399328364,,259807.5600566,0072F1,MEDIUM,15203,003B63,15203,True
15620,10.001654299994698,1,418,+,11.306980599998496,2384.950392415484,,259807.7353223,0072F1,MEDIUM,15621,003D05,15621,True
16051,10.177012600004673,1,431,+,11.482338900008472,2457.8249217486864,,259807.9106806,0072F1,MEDIUM,16052,003EB4,16052,True
92,0.15016879999893717,2,92,+,12.026136500004213,612.6414569003549,,259808.4544782,00E5E3,FAST,16364,003FEC,16364,True
342,0.3259542000014335,2,250,+,12.20192190000671,1422.188645908305,,259808.6302636,00E5E3,FAST,16614,0040E6,16614,True
657,0.5018553999834694,2,315,+,12.377823099988746,1790.7780051083773,,259808.8061648,00E5E3,FAST,16929,004221,16929,True
1014,0.6777779000112787,2,357,+,12.553745600016555,2029.3026755734288,,259808.9820873,00E5E3,FAST,17286,004386,17286,True
1400,0.8540291000099387,2,386,+,12.729996800015215,2190.056010982817,,259809.1583385,00E5E3,FAST,17672,004508,17672,True
1827,1.0300256999908015,2,427,+,12.905993399996078,2426.1832333489983,,259809.3343351,00E5E3,FAST,18099,0046B3,18099,True
2208,1.2056136000028346,2,381,+,13.08158130000811,2169.853389521089,,259809.509923,00E5E3,FAST,18480,004830,18480,True
2626,1.3814543999906164,2,418,+,13.257422099995892,2377.150240609941,,259809.6857638,00E5E3,FAST,18898,0049D2,18898,True
3058,1.5574295000114944,2,432,+,13.43339720001677,2454.8927657875843,,259809.8617389,00E5E3,FAST,19330,004B82,19330,True
3496,1.7336175999953412,2,438,+,13.609585300000617,2485.979473302434,,259810.037927,00E5E3,FAST,19768,004D38,19768,True
3984,1.9091866000089794,2,488,+,13.785154300014256,2779.5339721824007,,259810.213496,00E5E3,FAST,20256,004F20,20256,True
4496,2.0850815000012517,2,512,+,13.961049200006528,2910.8291373001384,,259810.3893909,00E5E3,FAST,20768,005120,20768,True
4804,2.261153400002513,2,308,+,14.13712110000779,1749.2853771544096,,259810.5654628,0072F1,MEDIUM,21076,005254,21076,True
4932,2.43694489999325,2,128,+,14.312912599998526,728.1353194366319,,259810.7412543,0072F1,MEDIUM,21204,0052D4,21204,True
4976,2.6132744000060484,2,44,+,14.489242100011325,249.5328348166723,,259810.9175838,0072F1,MEDIUM,21248,005300,21248,True
5004,2.788736299989978,2,28,+,14.664703999995254,159.5788031621937,,259811.0930457,0072F1,MEDIUM,21276,00531C,21276,True
5024,2.9646761000039987,2,20,+,14.840643800009275,113.67524572840354,,259811.2689855,0072F1,MEDIUM,21296,005330,21296,True
5056,3.1405486000003293,2,32,+,15.016516300005605,181.94999218563248,,259811.444858,0072F1,MEDIUM,21328,005350,21328,True
5108,3.316478399996413,2,52,+,15.192446100001689,295.57243855877505,,259811.6207878,0072F1,MEDIUM,21380,005384,21380,True
5152,3.4927992000011727,2,44,+,15.368766900006449,249.5451472475863,,259811.7971086,0072F1,MEDIUM,21424,0053B0,21424,True
5201,3.6683347999933176,2,49,+,15.544302499998594,279.14565479704817,,259811.9726442,0072F1,MEDIUM,21473,0053E1,21473,True
5241,3.8444979999912903,2,40,+,15.720465699996566,227.0621787096302,,259812.1488074,0072F1,MEDIUM,21513,005409,21513,True
5293,4.020236799988197,2,52,+,15.896204499993473,295.893678578181,,259812.3245462,0072F1,MEDIUM,21565,00543D,21565,True
5360,4.196332599996822,2,67,+,16.072300300002098,380.47471885597776,,259812.500642,0072F1,MEDIUM,21632,005480,21632,True
5445,4.371966700011399,2,85,+,16.247934400016675,483.96068868713684,,259812.6762761,0072F1,MEDIUM,21717,0054D5,21717,True
5515,4.548012799990829,2,70,+,16.423980499996105,397.6231226262833,,259812.8523222,0072F1,MEDIUM,21787,00551B,21787,True
5615,4.723883800004842,2,100,+,16.599851500010118,568.5985750466672,,259813.0281932,0072F1,MEDIUM,21887,00557F,21887,True
5738,4.899677200010046,2,123,+,16.775644900015322,699.6849710874152,,259813.2039866,0072F1,MEDIUM,22010,0055FA,22010,True
5879,5.075596300011966,2,141,+,16.951564000017243,801.5047825873432,,259813.3799057,0072F1,MEDIUM,22151,005687,22151,True
6041,5.251551699999254,2,162,+,17.12751940000453,920.6878561936943,,259813.5558611,0072F1,MEDIUM,22313,005729,22313,True
6217,5.427423399989493,2,176,+,17.30339109999477,1000.7295091237995,,259813.7317328,0072F1,MEDIUM,22489,0057D9,22489,True
6400,5.6037129999895114,2,183,+,17.479680699994788,1038.0646390937472,,259813.9080224,0072F1,MEDIUM,22672,005890,22672,True
6620,5.779279200010933,2,220,+,17.65524690001621,1253.0885784003806,,259814.0835886,0072F1,MEDIUM,22892,00596C,22892,True
6870,5.955165699997451,2,250,+,17.831133400002727,1421.371168447622,,259814.2594751,0072F1,MEDIUM,23142,005A66,23142,True
7110,6.131134099996416,2,240,+,18.007101800001692,1363.881242321985,,259814.4354435,0072F1,MEDIUM,23382,005B56,23382,True
7362,6.307339799997862,2,252,+,18.18330750000314,1430.1466978533115,,259814.6116492,0072F1,MEDIUM,23634,005C52,23634,True
7570,6.482920899987221,2,208,+,18.358888599992497,1184.6377543631206,,259814.7872303,0072F1,MEDIUM,23842,005D22,23842,True
7826,6.658822500001406,2,256,+,18.534790200006682,1455.35913248859,,259814.9631319,0072F1,MEDIUM,24098,005E22,24098,True
8090,6.8347835000022314,2,264,+,18.710751200007508,1500.3324600267217,,259815.1390929,0072F1,MEDIUM,24362,005F2A,24362,True
8359,7.01061060000211,2,269,+,18.886578300007386,1529.9120556511812,,259815.31492,0072F1,MEDIUM,24631,006037,24631,True
8578,7.186552900006063,2,219,+,19.06252060001134,1244.726253976896,,259815.4908623,0072F1,MEDIUM,24850,006112,24850,True
8859,7.362760099989828,2,281,+,19.238727799995104,1594.713496530738,,259815.6670695,0072F1,MEDIUM,25131,00622B,25131,True
9156,7.538412800000515,2,297,+,19.41438050000579,1690.8365199164593,,259815.8427222,0072F1,MEDIUM,25428,006354,25428,True
9480,7.714299199986272,2,324,+,19.590266899991548,1842.098081638134,,259816.0186086,0072F1,MEDIUM,25752,006498,25752,True
9778,7.890229599986924,2,298,+,19.7661972999922,1693.8516595136207,,259816.194539,0072F1,MEDIUM,26050,0065C2,26050,True
10087,8.066056899988325,2,309,+,19.9420245999936,1757.4062730732774,,259816.3703663,0072F1,MEDIUM,26359,0066F7,26359,True
10420,8.241985400003614,2,333,+,20.11795310000889,1892.8144102351896,,259816.5462948,0072F1,MEDIUM,26692,006844,26692,True
10741,8.418098900001496,2,321,+,20.294066600006772,1822.6882096140282,,259816.7224083,0072F1,MEDIUM,27013,006985,27013,True
11060,8.593867099989438,2,319,+,20.469834799994715,1814.8902931354096,,259816.8981765,0072F1,MEDIUM,27332,006AC4,27332,True
11429,8.769931199989514,2,369,+,20.64589889999479,2095.827599151904,,259817.0742406,0072F1,MEDIUM,27701,006C35,27701,True
11756,8.945901099999901,2,327,+,20.821868800005177,1858.2723521505616,,259817.2502105,0072F1,MEDIUM,28028,006D7C,28028,True
12075,9.12194549999549,2,319,+,20.997913200000767,1812.0428710483934,,259817.4262549,0072F1,MEDIUM,28347,006EBB,28347,True
12418,9.297713300009491,2,343,+,21.173681000014767,1951.4382041117833,,259817.6020227,0072F1,MEDIUM,28690,007012,28690,True
12796,9.473382800002582,2,378,+,21.34935050000786,2151.767950696425,,259817.7776922,0072F1,MEDIUM,29068,00718C,29068,True
13200,9.649305300001288,2,404,+,21.525273000006564,2296.4657732977466,,259817.9536147,0072F1,MEDIUM,29472,007320,29472,True
13562,9.825446700007888,2,362,+,21.701414400013164,2055.167041856352,,259818.1297561,0072F1,MEDIUM,29834,00748A,29834,True
13985,10.001474099990446,2,423,+,21.877441799995722,2403.0349822920316,,259818.3057835,0072F1,MEDIUM,30257,007631,30257,True
14397,10.1773644000059,2,412,+,22.053332100011175,2342.369078703048,,259818.4816738,0072F1,MEDIUM,30669,0077CD,30669,True
68,0.15053910002461635,3,68,+,22.597168900014367,451.70808763378244,,259819.0255106,00E5E3,FAST,30966,0078F6,30966,True
242,0.3260617000050843,3,174,+,22.772691499994835,991.325333714078,,259819.2010332,00E5E3,FAST,31140,0079A4,31140,True
514,0.5020035000052303,3,272,+,22.94863329999498,1545.965768224346,,259819.376975,00E5E3,FAST,31412,007AB4,31412,True
802,0.6778429000114556,3,288,+,23.124472700001206,1637.858181896684,,259819.5528144,00E5E3,FAST,31700,007BD4,31700,True
1144,0.853737600002205,3,342,+,23.300367399991956,1944.3451111260683,,259819.7287091,00E5E3,FAST,32042,007D2A,32042,True
1544,1.0296810000145342,3,400,+,23.476310800004285,2273.4583961204003,,259819.9046525,00E5E3,FAST,32442,007EBA,32442,True
1915,1.2056955000152811,3,371,+,23.65232530000503,2107.7808930424803,,259820.080667,00E5E3,FAST,32813,00802D,32813,True
2336,1.3814763000118546,3,421,+,23.828106100001605,2395.0283535414937,,259820.2564478,00E5E3,FAST,33234,0081D2,33234,True
2777,1.5574189000180922,3,441,+,24.004048700007843,2506.4992786531825,,259820.4323904,00E5E3,FAST,33675,00838B,33675,True
3231,1.7336327000230085,3,454,+,24.18026250001276,2576.4156949531402,,259820.6086042,00E5E3,FAST,34129,008551,34129,True
3726,1.9091690000204835,3,495,+,24.355798800010234,2819.929553073184,,259820.7841405,00E5E3,FAST,34624,008740,34624,True
4205,2.085462600021856,3,479,+,24.532092400011607,2717.058361711776,,259820.9604341,00E5E3,FAST,35103,00891F,35103,True
4598,2.261191300000064,3,393,+,24.707821099989815,2236.4019084460037,,259821.1361628,0072F1,MEDIUM,35496,008AA8,35496,True
4746,2.4372138000035193,3,148,+,24.88384359999327,840.801602051413,,259821.3121853,0072F1,MEDIUM,35644,008B3C,35644,True
4780,2.6132037000206765,3,34,+,25.059833500010427,193.19290480127185,,259821.4881752,0072F1,MEDIUM,35678,008B5E,35678,True
4794,2.788675300020259,3,14,+,25.23530510001001,79.78499084771164,,259821.6636468,0072F1,MEDIUM,35692,008B6C,35692,True
4811,2.964639800018631,3,17,+,25.41126960000838,96.61039584778337,,259821.8396113,0072F1,MEDIUM,35709,008B7D,35709,True
4836,3.1407093000016175,3,25,+,25.587339099991368,141.98938488730712,,259822.0156808,0072F1,MEDIUM,35734,008B96,35734,True
4849,3.316561300016474,3,13,+,25.763191100006225,73.92580123570801,,259822.1915328,0072F1,MEDIUM,35747,008BA3,35747,True
4882,3.492355900001712,3,33,+,25.938985699991463,187.71907671095175,,259822.3673274,0072F1,MEDIUM,35780,008BC4,35780,True
4904,3.668604700011201,3,22,+,26.115234500000952,124.82354489117397,,259822.5435762,0072F1,MEDIUM,35802,008BDA,35802,True
4944,3.844421300018439,3,40,+,26.29105110000819,227.50980281926346,,259822.7193928,0072F1,MEDIUM,35842,008C02,35842,True
4964,4.020086300006369,3,20,+,26.46671609999612,113.8530726176199,,259822.8950578,0072F1,MEDIUM,35862,008C16,35862,True
5008,4.1961000000010245,3,44,+,26.642729799990775,249.98054129500184,,259823.0710715,0072F1,MEDIUM,35906,008C42,35906,True
5062,4.372240100026829,3,54,+,26.81886990001658,306.5741417887746,,259823.2472116,0072F1,MEDIUM,35960,008C78,35960,True
5118,4.547799500025576,3,56,+,26.994429300015327,318.980356508394,,259823.422771,0072F1,MEDIUM,36016,008CB0,36016,True
5212,4.723710600024788,3,94,+,27.17034040001454,534.3608220312489,,259823.5986821,0072F1,MEDIUM,36110,008D0E,36110,True
5304,4.899742300010985,3,92,+,27.346372100000735,522.6331394130368,,259823.7747138,0072F1,MEDIUM,36202,008D6A,36202,True
5409,5.075831300026039,3,105,+,27.52246110001579,596.2893763439142,,259823.9508028,0072F1,MEDIUM,36307,008DD3,36307,True
5482,5.251720400003251,3,73,+,27.698350199993,415.0342460644678,,259824.1266919,0072F1,MEDIUM,36380,008E1C,36380,True
5569,5.427454500022577,3,87,+,27.874084300012328,495.0661254157966,,259824.302426,0072F1,MEDIUM,36467,008E73,36467,True
5681,5.603692600008799,3,112,+,28.05032239999855,635.5039007385815,,259824.4786641,0072F1,MEDIUM,36579,008EE3,36579,True
5814,5.77955330000259,3,133,+,28.22618309999234,756.280396954497,,259824.6545248,0072F1,MEDIUM,36712,008F68,36712,True
5968,5.955333700025221,3,154,+,28.401963500014972,876.0931251730722,,259824.8303052,0072F1,MEDIUM,36866,009002,36866,True
6169,6.131732700014254,3,201,+,28.578362500004005,1139.4622419202874,,259825.0067042,0072F1,MEDIUM,37067,0090CB,37067,True
6372,6.307136600022204,3,203,+,28.753766400011955,1157.3288848811176,,259825.1821081,0072F1,MEDIUM,37270,009196,37270,True
6578,6.483134500012966,3,206,+,28.929764300002716,1170.4685113334488,,259825.358106,0072F1,MEDIUM,37476,009264,37476,True
6783,6.658785000006901,3,205,+,29.10541479999665,1167.0903299852728,,259825.5337565,0072F1,MEDIUM,37681,009331,37681,True
7044,6.835066100000404,3,261,+,29.281695899990154,1480.5898080373893,,259825.7100376,0072F1,MEDIUM,37942,009436,37942,True
7314,7.010919500025921,3,270,+,29.45754930001567,1535.3698021239416,,259825.885891,0072F1,MEDIUM,38212,009544,38212,True
7618,7.186445600003935,3,304,+,29.633075399993686,1731.9361624173096,,259826.0614171,0072F1,MEDIUM,38516,009674,38516,True
7887,7.362396300013643,3,269,+,29.809026100003393,1528.837339011206,,259826.2373678,0072F1,MEDIUM,38785,009781,38785,True
8182,7.538755800022045,3,295,+,29.985385600011796,1672.7196436026704,,259826.4137273,0072F1,MEDIUM,39080,0098A8,39080,True
8478,7.714404500002274,3,296,+,30.161034299992025,1685.1818432662326,,259826.589376,0072F1,MEDIUM,39376,0099D0,39376,True
8789,7.890516100014793,3,311,+,30.337145900004543,1765.9256969892574,,259826.7654876,0072F1,MEDIUM,39687,009B07,39687,True
9087,8.06604380000499,3,298,+,30.51267359999474,1697.737736076079,,259826.9410153,0072F1,MEDIUM,39985,009C31,39985,True
9433,8.24194570002146,3,346,+,30.68857550001121,1967.0054727527313,,259827.1169172,0072F1,MEDIUM,40331,009D8B,40331,True
9811,8.417843100003665,3,378,+,30.864472899993416,2148.980030621498,,259827.2928146,0072F1,MEDIUM,40709,009F05,40709,True
10118,8.593775600020308,3,307,+,31.04040540001006,1744.987423989079,,259827.4687471,0072F1,MEDIUM,41016,00A038,41016,True
10448,8.769650800008094,3,330,+,31.216280599997845,1876.3304890224301,,259827.6446223,0072F1,MEDIUM,41346,00A182,41346,True
10763,8.945563100016443,3,315,+,31.392192900006194,1790.6650074215931,,259827.8205346,0072F1,MEDIUM,41661,00A2BD,41661,True
11087,9.12151170001016,3,324,+,31.56814149999991,1841.4468771650922,,259827.9964832,0072F1,MEDIUM,41985,00A401,41985,True
11418,9.29738480001106,3,331,+,31.74401460000081,1882.0388109284906,,259828.1723563,0072F1,MEDIUM,42316,00A54C,42316,True
11803,9.47332020002068,3,385,+,31.91995000001043,2188.303206625537,,259828.3482917,0072F1,MEDIUM,42701,00A6CD,42701,True
12217,9.649223800020991,3,414,+,32.09585360001074,2353.561837274898,,259828.5241953,0072F1,MEDIUM,43115,00A86B,43115,True
12615,9.825129400007427,3,398,+,32.27175919999718,2262.5772006729176,,259828.7001009,0072F1,MEDIUM,43513,00A9F9,43513,True
12971,10.00104200001806,3,356,+,32.44767180000781,2023.7322396376424,,259828.8760135,0072F1,MEDIUM,43869,00AB5D,43869,True
13367,10.177004800003488,3,396,+,32.62363459999324,2250.4756689072647,,259829.0519763,0072F1,MEDIUM,44265,00ACE9,44265,True
87,0.1505190999887418,4,87,+,33.1677997999941,577.997431591124,,259829.5961415,00E5E3,FAST,44589,00AE2D,44589,True
312,0.32638179999776185,4,225,+,33.34366250000312,1279.4071738262844,,259829.7720042,00E5E3,FAST,44814,00AF0E,44814,True
617,0.5018228999979328,4,305,+,33.51910360000329,1738.4751919573164,,259829.9474453,00E5E3,FAST,45119,00B03F,45119,True
947,0.6777582000067923,4,330,+,33.69503890001215,1875.6895289540096,,259830.1233806,00E5E3,FAST,45449,00B189,45449,True
1301,0.8537218999990728,4,354,+,33.87100260000443,2011.7785657810675,,259830.2993443,00E5E3,FAST,45803,00B2EB,45803,True
1702,1.0296424999833107,4,401,+,34.04692319998867,2279.437428225737,,259830.4752649,00E5E3,FAST,46204,00B47C,46204,True
2112,1.205529300001217,4,410,+,34.222810000006575,2331.044739902366,,259830.6511517,00E5E3,FAST,46614,00B616,46614,True
2509,1.3814307999855373,4,397,+,34.398711499990895,2256.944938135197,,259830.8270532,00E5E3,FAST,47011,00B7A3,47011,True
2934,1.5576277000072878,4,425,+,34.574908400012646,2412.0742189421962,,259831.0032501,00E5E3,FAST,47436,00B94C,47436,True
3366,1.7336229000065941,4,432,+,34.75090360001195,2454.612398529634,,259831.1792453,00E5E3,FAST,47868,00BAFC,47868,True
3825,1.909554299985757,4,459,+,34.926834999991115,2608.971451681526,,259831.3551767,00E5E3,FAST,48327,00BCC7,48327,True
4285,2.0850994999927934,4,460,+,35.10238019999815,2620.407735338602,,259831.5307219,00E5E3,FAST,48787,00BE93,48787,True
4700,2.2615035999915563,4,415,+,35.278784299996914,2352.553030246522,,259831.707126,0072F1,MEDIUM,49202,00C032,49202,True
4860,2.4369063999911305,4,160,+,35.45418709999649,912.1861224586404,,259831.8825288,0072F1,MEDIUM,49362,00C0D2,49362,True
4874,2.6128973999875598,4,14,+,35.63017809999292,79.54952242037403,,259832.0585198,0072F1,MEDIUM,49376,00C0E0,49376,True
4898,2.7890226999879815,4,24,+,35.80630339999334,136.26662381805758,,259832.2346451,0072F1,MEDIUM,49400,00C0F8,49400,True
4912,2.9647172999975737,4,14,+,35.98199800000293,79.6837239120363,,259832.4103397,0072F1,MEDIUM,49414,00C106,49414,True
4918,3.1405369999993127,4,6,+,36.15781770000467,34.12586871630799,,259832.5861594,0072F1,MEDIUM,49420,00C10C,49420,True
4955,3.31641739999759,4,37,+,36.33369810000295,210.37022886212665,,259832.7620398,0072F1,MEDIUM,49457,00C131,49457,True
4960,3.4923529000079725,4,5,+,36.50963360001333,28.41950601046939,,259832.9379753,0072F1,MEDIUM,49462,00C136,49462,True
4990,3.668249000009382,4,30,+,36.68552970001474,170.55523118340645,,259833.1138714,0072F1,MEDIUM,49492,00C154,49492,True
5034,3.8445563999994192,4,44,+,36.86183710000478,249.56411360207449,,259833.2901788,0072F1,MEDIUM,49536,00C180,49536,True
5064,4.020097200002056,4,30,+,37.037377900007414,170.90044023696737,,259833.4657196,0072F1,MEDIUM,49566,00C19E,49566,True
5138,4.196035600005416,4,74,+,37.213316300010774,420.6017560611358,,259833.641658,0072F1,MEDIUM,49640,00C1E8,49640,True
5224,4.371924600010971,4,86,+,37.38920530001633,488.94473217361065,,259833.817547,0072F1,MEDIUM,49726,00C23E,49726,True
5316,4.547863399988273,4,92,+,37.56514409999363,522.9091025508228,,259833.9934858,0072F1,MEDIUM,49818,00C29A,49818,True
5414,4.723738600005163,4,98,+,37.74101930001052,557.2132966477867,,259834.169361,0072F1,MEDIUM,49916,00C2FC,49916,True
5524,4.900008900003741,4,110,+,37.9172896000091,624.0415997526957,,259834.3456313,0072F1,MEDIUM,50026,00C36A,50026,True
5640,5.07558470001095,4,116,+,38.09286540001631,660.6833059865711,,259834.5212071,0072F1,MEDIUM,50142,00C3DE,50142,True
5774,5.2514752999995835,4,134,+,38.26875600000494,761.8371874827832,,259834.6970977,0072F1,MEDIUM,50276,00C464,50276,True
5914,5.427377599989995,4,140,+,38.44465829999535,795.8963584195952,,259834.873,0072F1,MEDIUM,50416,00C4F0,50416,True
6083,5.6036846000060905,4,169,+,38.62096530001145,958.555247293482,,259835.049307,0072F1,MEDIUM,50585,00C599,50585,True
6265,5.779149999987567,4,182,+,38.796430699992925,1037.2415303485102,,259835.2247724,0072F1,MEDIUM,50767,00C64F,50767,True
6424,5.9554169999901205,4,159,+,38.97269769999548,902.0406542217005,,259835.4010394,0072F1,MEDIUM,50926,00C6EE,50926,True
6580,6.131014199985657,4,156,+,39.148294899991015,888.3968537309563,,259835.5766366,0072F1,MEDIUM,51082,00C78A,51082,True
6798,6.306919299997389,4,218,+,39.32420000000275,1239.304602228474,,259835.7525417,0072F1,MEDIUM,51300,00C864,51300,True
7024,6.482847799983574,4,226,+,39.50012849998893,1284.6127831348942,,259835.9284702,0072F1,MEDIUM,51526,00C946,51526,True
