delta_counts,elapsed_s,monotonic_s,no_progress_detected,note,payload_hex,raw_position,recovery_attempted,recovery_count,recovery_failure_reason,recovery_payload,recovery_progress_counts,recovery_start_position,recovery_start_unwrapped,recovery_success,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,284226.9017599,False,,,1056704,False,0,,,,,,,14713,valid-start,101FC0,START,1071417,1790098209.918549,1056704
103,0.15144929999951273,284227.0777282,False,,00E5E3,1056807,False,0,,,,,,,14610,valid,102027,FAST,1071417,1790098210.0945172,1056807
322,0.32605770003283396,284227.2537017,False,,00E5E3,1057129,False,0,,,,,,,14288,valid,102169,FAST,1071417,1790098210.270491,1057129
481,0.5020218000281602,284227.4296956,False,,00E5E3,1057610,False,0,,,,,,,13807,valid,10234A,FAST,1071417,1790098210.446485,1057610
502,0.6780720000388101,284227.6056915,False,,00E5E3,1058112,False,0,,,,,,,13305,valid,102540,FAST,1071417,1790098210.6224804,1058112
464,0.854083200043533,284227.7816744,False,,00E5E3,1058576,False,0,,,,,,,12841,valid,102710,FAST,1071417,1790098210.7984636,1058576
481,1.030082500015851,284227.9576825,False,,00E5E3,1059057,False,0,,,,,,,12360,valid,1028F1,FAST,1071417,1790098210.9744716,1059057
476,1.2063105000415817,284228.1331226,False,,00E5E3,205,False,0,,,,,,,11884,valid,0000CD,FAST,1071417,1790098211.149911,1059533
485,1.381462300021667,284228.3091217,False,,00E5E3,690,False,0,,,,,,,11399,valid,0002B2,FAST,1071417,1790098211.3259106,1060018
482,1.557933200034313,284228.4850846,False,,00E5E3,1172,False,0,,,,,,,10917,valid,000494,FAST,1071417,1790098211.501874,1060500
484,1.7334235000307672,284228.6610792,False,,00E5E3,1656,False,0,,,,,,,10433,valid,000678,FAST,1071417,1790098211.6778684,1060984
484,1.9096100000315346,284228.8370632,False,,00E5E3,2140,False,0,,,,,,,9949,valid,00085C,FAST,1071417,1790098211.8538527,1061468
488,2.0857009000028484,284229.0126474,False,,00E5E3,2628,False,0,,,,,,,9461,valid,000A44,FAST,1071417,1790098212.0294366,1061956
