command_hex,elapsed_s,event,note
07000000,1.1800002539530396e-05,TX_STOP_1,
07000000,0.05022629999439232,TX_STOP_2,
0700E5E3,0.32497079999302514,TX_FAST,
070072F1,2.4359250999987125,TX_MEDIUM,
07000000,10.527656299993396,TX_STOP_1,
07000000,10.577779299987014,TX_STOP_2,
