delta_counts,elapsed_s,monotonic_s,no_progress_detected,note,payload_hex,raw_position,recovery_attempted,recovery_count,recovery_failure_reason,recovery_payload,recovery_progress_counts,recovery_start_position,recovery_start_unwrapped,recovery_success,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,283806.5155021,False,,,1057062,False,0,,,,,,,14713,valid-start,102126,START,1071775,1790097789.5322917,1057062
109,0.15043009998044,283806.6914785,False,,00E5E3,1057171,False,0,,,,,,,14604,valid,102193,FAST,1071775,1790097789.7082684,1057171
319,0.32605179998790845,283806.8670585,False,,00E5E3,1057490,False,0,,,,,,,14285,valid,1022D2,FAST,1071775,1790097789.883848,1057490
370,0.5017855999758467,283807.0430525,False,,00E5E3,1057860,False,0,,,,,,,13915,valid,102444,FAST,1071775,1790097790.0598416,1057860
390,0.6778002000064589,283807.2190624,False,,00E5E3,1058250,False,0,,,,,,,13525,valid,1025CA,FAST,1071775,1790097790.2358513,1058250
425,0.8539005999919027,283807.3950412,False,,00E5E3,1058675,False,0,,,,,,,13100,valid,102773,FAST,1071775,1790097790.4118304,1058675
440,1.0298200999968685,283807.57105,False,,00E5E3,1059115,False,0,,,,,,,12660,valid,10292B,FAST,1071775,1790097790.5878386,1059115
496,1.2060582999838516,283807.7470551,False,,00E5E3,283,False,0,,,,,,,12164,valid,00011B,FAST,1071775,1790097790.763844,1059611
508,1.3818473999854177,283807.9230256,False,,00E5E3,791,False,0,,,,,,,11656,valid,000317,FAST,1071775,1790097790.9398148,1060119
500,1.5575796999619342,283808.0990404,False,,00E5E3,1291,False,0,,,,,,,11156,valid,00050B,FAST,1071775,1790097791.1158302,1060619
473,1.733878300001379,283808.2750011,False,,00E5E3,1764,False,0,,,,,,,10683,valid,0006E4,FAST,1071775,1790097791.2917905,1061092
493,1.9095798999769613,283808.450416,False,,00E5E3,2257,False,0,,,,,,,10190,valid,0008D1,FAST,1071775,1790097791.4672055,1061585
481,2.085479300003499,283808.6264025,False,,00E5E3,2738,False,0,,,,,,,9709,valid,000AB2,FAST,1071775,1790097791.643192,1062066
500,2.2609460999956354,283808.8023975,False,,00E5E3,3238,False,0,,,,,,,9209,valid,000CA6,FAST,1071775,1790097791.8191874,1062566
469,2.4369695999776013,283808.9783875,False,,00E5E3,3707,False,0,,,,,,,8740,valid,000E7B,FAST,1071775,1790097791.995177,1063035
533,2.6129606000031345,283809.1543919,False,,00E5E3,4240,False,0,,,,,,,8207,valid,001090,FAST,1071775,1790097792.1711812,1063568
561,2.789043699973263,283809.3299752,False,,00E5E3,4801,False,0,,,,,,,7646,valid,0012C1,FAST,1071775,1790097792.3467648,1064129
561,2.9645310000050813,283809.5059781,False,,00E5E3,5362,False,0,,,,,,,7085,valid,0014F2,FAST,1071775,1790097792.5227675,1064690
554,3.1405461999820545,283809.6819479,False,,00E5E3,5916,False,0,,,,,,,6531,valid,00171C,FAST,1071775,1790097792.6987374,1065244
594,3.316929699969478,283809.8579452,False,,00E5E3,6510,False,0,,,,,,,5937,valid,00196E,FAST,1071775,1790097792.8747346,1065838
