after_stop_raw,after_stop_rx_bytes_hex,axis,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
157058,026582,az,1,0.17584879999049008,+,10.0,167190,free-az-no-tripod-no-cable-wrap,00E5E3,-10132,-3.4432394876752053,1,000001,111538,01B3B2,5793.73543557373,tail/prior slope agreement and local-slope variation,az-gen1-00e5e3-plus-long-10s,completed,111538,01B3B2,yes,reached,0.01919672861852811,6190.338073408748,0.06406800939332644
