commanded_progress_counts,counts_per_s,degrees_per_s,direction,end_raw,first_half_cps,half_rate_ratio,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_progress_counts,reliability_reason,run_label,run_status,sample_seconds,second_half_cps,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,trial_index,trial_reliable,trials_requested,warmup_seconds
232,-15.479817075223709,-0.005260631406967941,-,6360,8.341443456214183,0.3843488209778441,0,0072F1,0.5,0,6433,-73,4.715817999996943,20,sustain,15.0,000023,1,3,6592,73,motion-not-stable,az-postswap-reliable-sustain-minus-23-confirm-r14,completed,0.18,21.702794443319046,1.0,half-rate-ratio-below-0.5,False,6592,0019C0,12.3,3.179817075223708,1,False,2,10.0
168,-12.837674131333626,-0.004362730605893647,-,6188,8.512449819642152,0.4652019578676518,0,0072F1,0.5,0,6251,-63,4.907430999999633,20,sustain,15.0,000023,1,3,6592,63,motion-not-stable,az-postswap-reliable-sustain-minus-23-confirm-r14,completed,0.18,18.29839637533063,1.0,half-rate-ratio-below-0.5,False,6356,0018D4,12.3,0.5376741313336257,2,False,2,10.0
