delta_counts,elapsed_s,note,payload_hex,raw_position,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,,,13775,-14713,valid-start,0035CF,START,-938,1790025277.2681384,13775
-446,0.15019980000215583,,00E5E3,13329,-14267,valid,003411,FAST,-938,1790025277.4440398,13329
-746,0.32611629998427816,,00E5E3,12583,-13521,valid,003127,FAST,-938,1790025277.619929,12583
-764,0.501917699992191,,00E5E3,11819,-12757,valid,002E2B,FAST,-938,1790025277.7958906,11819
-821,0.6778073000023142,,00E5E3,10998,-11936,valid,002AF6,FAST,-938,1790025277.9717355,10998
-843,0.8539899999741465,,00E5E3,10155,-11093,valid,0027AB,FAST,-938,1790025278.1476538,10155
-838,1.0295599999953993,,00E5E3,9317,-10255,valid,002465,FAST,-938,1790025278.3235955,9317
-866,1.2058186999929603,,00E5E3,8451,-9389,valid,002103,FAST,-938,1790025278.49953,8451
-882,1.3817388999741524,,00E5E3,7569,-8507,valid,001D91,FAST,-938,1790025278.6753886,7569
-835,1.557517099980032,,00E5E3,6734,-7672,valid,001A4E,FAST,-938,1790025278.8512897,6734
-865,1.7332018000015523,,00E5E3,5869,-6807,valid,0016ED,FAST,-938,1790025279.027189,5869
-764,1.9091740000003483,,0072F1,5105,-6043,valid,0013F1,MEDIUM,-938,1790025279.2030964,5105
-573,2.085265100002289,,0072F1,4532,-5470,valid,0011B4,MEDIUM,-938,1790025279.379045,4532
-544,2.2612962999846786,,0072F1,3988,-4926,valid,000F94,MEDIUM,-938,1790025279.5548968,3988
-476,2.437154399987776,,0072F1,3512,-4450,valid,000DB8,MEDIUM,-938,1790025279.730803,3512
-514,2.612716699979501,,0072F1,2998,-3936,valid,000BB6,MEDIUM,-938,1790025279.906698,2998
-529,2.78875710000284,,0072F1,2469,-3407,valid,0009A5,MEDIUM,-938,1790025280.0826437,2469
-532,2.964558199979365,,0072F1,1937,-2875,valid,000791,MEDIUM,-938,1790025280.2585306,1937
-441,3.1408436999772675,,003978,1496,-2434,valid,0005D8,FINE,-938,1790025280.4344578,1496
-345,3.3163640999991912,,003978,1151,-2089,valid,00047F,FINE,-938,1790025280.610372,1151
-315,3.492277799989097,,003978,836,-1774,valid,000344,FINE,-938,1790025280.7862844,836
-307,3.6683192999917082,,003978,529,-1467,valid,000211,FINE,-938,1790025280.9622228,529
-284,3.844285500003025,,003978,245,-1183,valid,0000F5,FINE,-938,1790025281.138102,245
-284,4.020064299984369,,003978,1059289,-899,valid,1029D9,FINE,-938,1790025281.3140607,-39
-251,4.196518799988553,,002000,1059038,-648,valid,1028DE,SLOW,-938,1790025281.4899695,-290
-130,4.372218199976487,,002000,1058908,-518,valid,10285C,SLOW,-938,1790025281.6658685,-420
-31,4.5480584999895655,,002000,1058877,-487,valid,10283D,SLOW,-938,1790025281.8418229,-451
-4,4.723756399995182,,002000,1058873,-483,valid,102839,SLOW,-938,1790025282.0177014,-455
-7,4.899801599996863,,002000,1058866,-476,valid,102832,SLOW,-938,1790025282.193595,-462
-9,5.0755140999972355,,002000,1058857,-467,valid,102829,SLOW,-938,1790025282.3695152,-471
-23,5.251556999981403,,002000,1058834,-444,valid,102812,SLOW,-938,1790025282.5453916,-494
-30,5.427521599980537,,002000,1058804,-414,valid,1027F4,SLOW,-938,1790025282.7213087,-524
-48,5.603532599983737,,002000,1058756,-366,valid,1027C4,SLOW,-938,1790025282.8972301,-572
-44,5.779465400002664,,002000,1058712,-322,valid,102798,SLOW,-938,1790025283.0731232,-616
-20,6.005351100000553,,002000,1058692,-302,valid,102784,SLOW,-938,1790025283.297021,-636
0,6.179118999978527,,002000,1058692,-302,valid,102784,SLOW,-938,1790025283.472937,-636
0,6.355238599993754,,002000,1058692,-302,valid,102784,SLOW,-938,1790025283.648902,-636
0,6.531238499999745,,002000,1058692,-302,valid,102784,SLOW,-938,1790025283.8247535,-636
0,6.70716699998593,,002000,1058692,-302,valid,102784,SLOW,-938,1790025284.0006654,-636
