axis,direction,error_at_stop_counts,error_at_stop_degrees,final_abs_error_counts,final_abs_error_degrees,final_error_counts,final_error_degrees,final_raw,first_post_stop_coast_counts,first_post_stop_coast_degrees,first_post_stop_raw,first_post_stop_unwrapped,invalid_replies_total,motion_time_to_stop_s,no_progress_detected,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,recovery_attempted,recovery_count,recovery_failure_reason,recovery_payload,recovery_progress_counts,recovery_start_position,recovery_start_unwrapped,recovery_success,requested_degrees,run_status,settled_coast_counts,settled_coast_degrees,settled_outcome,start_raw,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
az,-,-276,-0.09379531174480425,236,0.08020178830352827,-236,-0.08020178830352827,232193,-40,-0.013593523441275979,232193,232193,0,17.74115429999074,True,232233,1,000001,247112,03C548,True,1,,0072F1,91,235585,235585,True,-5,completed,-40,-0.013593523441275979,undershoot,246670,232233,target-or-stop-margin,-14713,231957,18.817929100012407
