after_stop_raw,after_stop_rx_bytes_hex,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
102527,01907F,0,0.17590240002027713,+,10.0,101628,0072F1,899,0.30551443934267764,81449,013E29,89,000059,2356.3008145781755,slope still changing or noisy,alt-gen2-0072f1-long-10s,completed,81449,013E29,yes,not_reached,0.04614573824840443,2975.5670246355576,0.20811704287966049
