command_hex,elapsed_s,event,note
06000000,1.1299998732283711e-05,TX_STOP_1,
06000000,0.05038830000557937,TX_STOP_2,
0600E5E3,0.3275568000099156,TX_FAST,
060072F1,2.4342575000191573,TX_MEDIUM,
06000000,10.525870000012219,TX_STOP_1,
06000000,10.576012800011085,TX_STOP_2,
