delta_counts,elapsed_s,note,payload_hex,raw_position,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,,,8265,-14713,valid-start,002049,START,-6448,1790025324.8597913,8265
-449,0.15015510001103394,,00E5E3,7816,-14264,valid,001E88,FAST,-6448,1790025325.0357008,7816
-726,0.3261248000198975,,00E5E3,7090,-13538,valid,001BB2,FAST,-6448,1790025325.2115917,7090
-802,0.5022643000120297,,00E5E3,6288,-12736,valid,001890,FAST,-6448,1790025325.3875363,6288
-821,0.6779003000119701,,00E5E3,5467,-11915,valid,00155B,FAST,-6448,1790025325.5648086,5467
-855,0.8553216000145767,,00E5E3,4612,-11060,valid,001204,FAST,-6448,1790025325.7393045,4612
-838,1.0300042000017129,,00E5E3,3774,-10222,valid,000EBE,FAST,-6448,1790025325.9151921,3774
-868,1.2055851000186522,,00E5E3,2906,-9354,valid,000B5A,FAST,-6448,1790025326.091078,2906
-897,1.3815783000027295,,00E5E3,2009,-8457,valid,0007D9,FAST,-6448,1790025326.2670336,2009
-836,1.5575981000147294,,00E5E3,1173,-7621,valid,000495,FAST,-6448,1790025326.4429066,1173
-854,1.733515300002182,,00E5E3,319,-6767,valid,00013F,FAST,-6448,1790025326.6188238,319
-759,1.9094067999976687,,0072F1,1058888,-6008,valid,102848,MEDIUM,-6448,1790025326.794719,-440
-571,2.085375099995872,,0072F1,1058317,-5437,valid,10260D,MEDIUM,-6448,1790025326.9706864,-1011
-543,2.2609556000097655,,0072F1,1057774,-4894,valid,1023EE,MEDIUM,-6448,1790025327.146713,-1554
-468,2.437426200020127,,0072F1,1057306,-4426,valid,10221A,MEDIUM,-6448,1790025327.3225126,-2022
-512,2.6132391999999527,,0072F1,1056794,-3914,valid,10201A,MEDIUM,-6448,1790025327.4984024,-2534
-515,2.7887188000022434,,0072F1,1056279,-3399,valid,101E17,MEDIUM,-6448,1790025327.6742907,-3049
-521,2.964663000020664,,0072F1,1055758,-2878,valid,101C0E,MEDIUM,-6448,1790025327.8501787,-3570
-411,3.1405491000041366,,003978,1055347,-2467,valid,101A73,FINE,-6448,1790025328.0260787,-3981
-325,3.316359200020088,,003978,1055022,-2142,valid,10192E,FINE,-6448,1790025328.2020075,-4306
-298,3.492273000010755,,003978,1054724,-1844,valid,101804,FINE,-6448,1790025328.3778853,-4604
-286,3.668314600014128,,003978,1054438,-1558,valid,1016E6,FINE,-6448,1790025328.5537832,-4890
-291,3.8440793000045232,,003978,1054147,-1267,valid,1015C3,FINE,-6448,1790025328.7297742,-5181
-291,4.0203418000019155,,003978,1053856,-976,valid,1014A0,FINE,-6448,1790025328.9056332,-5472
-228,4.196154600009322,,002000,1053628,-748,valid,1013BC,SLOW,-6448,1790025329.0815156,-5700
-106,4.371882500010543,,002000,1053522,-642,valid,101352,SLOW,-6448,1790025329.2575002,-5806
-25,4.547782200010261,,002000,1053497,-617,valid,101339,SLOW,-6448,1790025329.4333494,-5831
-7,4.723610000015469,,002000,1053490,-610,valid,101332,SLOW,-6448,1790025329.609249,-5838
-7,4.899646700010635,,002000,1053483,-603,valid,10132B,SLOW,-6448,1790025329.785147,-5845
-10,5.075521100021433,,002000,1053473,-593,valid,101321,SLOW,-6448,1790025329.9611135,-5855
-12,5.251678000000538,,002000,1053461,-581,valid,101315,SLOW,-6448,1790025330.1369503,-5867
-19,5.427674300008221,,002000,1053442,-562,valid,101302,SLOW,-6448,1790025330.312868,-5886
-40,5.603320299996994,,002000,1053402,-522,valid,1012DA,SLOW,-6448,1790025330.4888103,-5926
-45,5.779173400020227,,002000,1053357,-477,valid,1012AD,SLOW,-6448,1790025330.664694,-5971
-95,5.955475800001295,,002000,1053262,-382,valid,10124E,SLOW,-6448,1790025330.840619,-6066
-143,6.131308700016234,,002000,1053119,-239,valid,1011BF,SLOW,-6448,1790025331.0165257,-6209
-82,6.357434600009583,,002000,1053037,-157,valid,10116D,SLOW,-6448,1790025331.240389,-6291
0,6.530684099998325,,002000,1053037,-157,valid,10116D,SLOW,-6448,1790025331.416334,-6291
0,6.7065883000032045,,002000,1053037,-157,valid,10116D,SLOW,-6448,1790025331.5922294,-6291
0,6.882503100001486,,002000,1053037,-157,valid,10116D,SLOW,-6448,1790025331.7681515,-6291
0,7.058401200018125,,002000,1053037,-157,valid,10116D,SLOW,-6448,1790025331.944055,-6291
