after_stop_raw,after_stop_rx_bytes_hex,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
68517,010BA5,0,1.4072342000145,+,10.0,68275,002000,242,0.08224081681971968,62434,00F3E2,89,000059,595.2901821694221,slope still changing or noisy,alt-gen2-002000-long-10s,completed,62434,00F3E2,yes,not_reached,0.07882567480067654,1259.9758207016264,0.5275384079688683
