axis,direction,error_at_stop_counts,error_at_stop_degrees,final_abs_error_counts,final_abs_error_degrees,final_error_counts,final_error_degrees,final_raw,first_post_stop_coast_counts,first_post_stop_coast_degrees,first_post_stop_raw,first_post_stop_unwrapped,invalid_replies_total,motion_time_to_stop_s,no_progress_detected,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,recovery_attempted,recovery_count,recovery_failure_reason,recovery_payload,recovery_progress_counts,recovery_start_position,recovery_start_unwrapped,recovery_success,requested_degrees,run_status,settled_coast_counts,settled_coast_degrees,settled_outcome,start_raw,stop_margin_counts,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
az,+,178,0.0604911793136781,142,0.04825700821652972,142,0.04825700821652972,12140,36,0.012234171097148382,12140,1071468,0,16.142951499961782,False,1071432,1059285,1029D5,1056616,101F68,False,0,,,,,,,5,completed,36,0.012234171097148382,undershoot,1056897,200,12104,target-or-stop-margin,14713,12282,17.219296999974176
