after_stop_raw,after_stop_rx_bytes_hex,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
162148,027964,0,0.175889800011646,-,15.0,162899,horizontal-start-gravity-assisted-downward,0072F1,-751,-0.2552184026099565,203894,031C76,89,000059,-3250.0453087222654,tail/prior slope agreement and local-slope variation,alt-gen2-0072f1-horizontal-minus-long-15s,completed,203894,031C76,yes,reached,0.0222164103198199,-3489.824908106749,0.06870820333349197
