after_stop_raw,after_stop_rx_bytes_hex,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
175986,02AF72,1,0.17590550001477823,+,10.0,174667,horizontal-start-near-max-gravity-load,00E5E3,1319,0.4482464354760754,137039,02174F,89,000059,4099.810842825102,tail/prior slope agreement and local-slope variation,alt-gen2-00e5e3-horizontal-long-10s,completed,137039,02174F,yes,reached,0.0348713003661763,4771.828353145081,0.14083019349953288
