commanded_progress_counts,comparison_mean_cps_delta,comparison_raw_path,comparison_reference_window_first_cps,comparison_reference_window_last_cps,comparison_reference_window_slope_cps_per_min,comparison_reference_window_stddev_cps,counts_per_s,degrees_per_s,direction,end_raw,first_half_cps,half_rate_ratio,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_progress_counts,reliability_reason,run_label,run_status,sample_seconds,second_half_cps,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,tracking_1m_error_counts,tracking_1m_error_degrees,tracking_1m_sample_s,tracking_3m_error_counts,tracking_3m_error_degrees,tracking_3m_sample_s,tracking_5m_error_counts,tracking_5m_error_degrees,tracking_5m_sample_s,trial_index,trial_reliable,trials_requested,warmup_seconds,window_analysis_whole_cps,window_count,window_cps_max,window_cps_min,window_cps_stddev,window_first_cps,window_last_cps,window_seconds,window_speed_slope_cps_per_min
3560,-0.2858113962344575,nxw436_az_start_sustain_az-postrebuild-sidereal-plus-1e-5min-r1_raw.csv,12.049390693440742,13.020471874306539,-0.05068178179911749,0.5894718900960567,11.90506222723344,0.004045793561393674,+,1054684,11.946365992973265,0.9926585525917869,0,0072F1,0.5,0,1051351,3333,279.9649372999993,20,sustain,300.0,00001E,1,1,1051124,3333,reliable,az-postrebuild-sidereal-plus-1e-5min-r2,completed,0.18,11.858662375316586,1.0,commanded-progress-with-comparable-half-rates,True,1051124,1009F4,12.3,-0.3949377727665606,-17.52085841999292,-0.005954254991086284,59.96104539999942,-78.74813059995313,-0.026761613981678128,179.89822199999617,-110.56872878999138,-0.03757546516697085,279.9649372999993,1,True,1,20.0,11.90506222723344,10,13.225247118823791,11.240056338640814,0.6761818760341286,11.307354977436702,13.225247118823791,30.0,0.13152636432396997
