axis,direction,error_at_stop_counts,error_at_stop_degrees,final_error_counts,final_error_degrees,final_raw,invalid_replies_total,motion_time_to_stop_s,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,requested_degrees,run_status,settled_outcome,start_raw,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
alt,-,-287,-0.09753353069115515,-209,-0.07102615998066698,1058540,0,6.13073199999053,-710,14654,00393E,1058960,102890,-5,completed,undershoot,13716,1058618,target-or-stop-margin,-14713,1058331,7.2076213999825995
