delta_counts,elapsed_s,monotonic_s,no_progress_detected,note,payload_hex,raw_position,recovery_attempted,recovery_count,recovery_failure_reason,recovery_payload,recovery_progress_counts,recovery_start_position,recovery_start_unwrapped,recovery_success,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,282570.040112,False,,,14134,False,0,,,,,,,-14713,valid-start,003736,START,-579,1790096553.056902,14134
-115,0.15023150003980845,282570.203307,False,,00E5E3,14019,False,0,,,,,,,-14598,valid,0036C3,FAST,-579,1790096553.2200966,14019
-298,0.3134778000530787,282570.3667562,False,,00E5E3,13721,False,0,,,,,,,-14300,valid,003599,FAST,-579,1790096553.3835456,13721
-395,0.4768692000070587,282570.5299014,False,,00E5E3,13326,False,0,,,,,,,-13905,valid,00340E,FAST,-579,1790096553.5466907,13326
-341,0.6400701000238769,282570.6930607,False,,00E5E3,12985,False,0,,,,,,,-13564,valid,0032B9,FAST,-579,1790096553.70985,12985
-306,0.8034750000224449,282570.8565184,False,,00E5E3,12679,False,0,,,,,,,-13258,valid,003187,FAST,-579,1790096553.873308,12679
-291,0.9665834000334144,282571.0196462,False,,00E5E3,12388,False,0,,,,,,,-12967,valid,003064,FAST,-579,1790096554.036436,12388
-308,1.129988900036551,282571.1831484,False,,00E5E3,12080,False,0,,,,,,,-12659,valid,002F30,FAST,-579,1790096554.1999378,12080
-298,1.2931036000372842,282571.3463391,False,,00E5E3,11782,False,0,,,,,,,-12361,valid,002E06,FAST,-579,1790096554.363128,11782
-299,1.4567966000176966,282571.5101258,False,,00E5E3,11483,False,0,,,,,,,-12062,valid,002CDB,FAST,-579,1790096554.5269156,11483
-302,1.6201113000279292,282571.6739513,False,,00E5E3,11181,False,0,,,,,,,-11760,valid,002BAD,FAST,-579,1790096554.6907406,11181
-300,1.7840161000494845,282571.837775,False,,00E5E3,10881,False,0,,,,,,,-11460,valid,002A81,FAST,-579,1790096554.8545644,10881
-307,1.9482372000347823,282572.0016103,False,,00E5E3,10574,False,0,,,,,,,-11153,valid,00294E,FAST,-579,1790096555.0184,10574
-305,2.111588900035713,282572.1654377,False,,00E5E3,10269,False,0,,,,,,,-10848,valid,00281D,FAST,-579,1790096555.1822276,10269
-332,2.275757400027942,282572.3292642,False,,00E5E3,9937,False,0,,,,,,,-10516,valid,0026D1,FAST,-579,1790096555.3460534,9937
-348,2.4392332000425085,282572.4917482,False,,00E5E3,9589,False,0,,,,,,,-10168,valid,002575,FAST,-579,1790096555.5085375,9589
-405,2.601720800041221,282572.6542167,False,,00E5E3,9184,False,0,,,,,,,-9763,valid,0023E0,FAST,-579,1790096555.671006,9184
-431,2.7644140000338666,282572.8169952,False,,00E5E3,8753,False,0,,,,,,,-9332,valid,002231,FAST,-579,1790096555.8337846,8753
-448,2.9274537000455894,282572.9797845,False,,00E5E3,8305,False,0,,,,,,,-8884,valid,002071,FAST,-579,1790096555.996574,8305
-443,3.0900384000269696,282573.1422519,False,,00E5E3,7862,False,0,,,,,,,-8441,valid,001EB6,FAST,-579,1790096556.1590412,7862
-451,3.2522197000216693,282573.3053954,False,,00E5E3,7411,False,0,,,,,,,-7990,valid,001CF3,FAST,-579,1790096556.3221853,7411
-448,3.4157488000346348,282573.4682209,False,,00E5E3,6963,False,0,,,,,,,-7542,valid,001B33,FAST,-579,1790096556.4850101,6963
-448,3.578171100001782,282573.6306834,False,,00E5E3,6515,False,0,,,,,,,-7094,valid,001973,FAST,-579,1790096556.6474726,6515
-447,3.740946400037501,282573.7948354,False,,00E5E3,6068,False,0,,,,,,,-6647,valid,0017B4,FAST,-579,1790096556.811625,6068
-458,3.905287600005977,282573.9576677,False,,00E5E3,5610,False,0,,,,,,,-6189,valid,0015EA,FAST,-579,1790096556.974457,5610
-511,4.068021500017494,282574.120796,False,,00E5E3,5099,False,0,,,,,,,-5678,valid,0013EB,FAST,-579,1790096557.1375854,5099
-538,4.230749100039247,282574.2863548,False,,00E5E3,4561,False,0,,,,,,,-5140,valid,0011D1,FAST,-579,1790096557.3031437,4561
-488,4.396375200012699,282574.4487882,False,,00E5E3,4073,False,0,,,,,,,-4652,valid,000FE9,FAST,-579,1790096557.4655774,4073
-366,4.559295400045812,282574.611961,False,,0072F1,3707,False,0,,,,,,,-4286,valid,000E7B,MEDIUM,-579,1790096557.6287496,3707
