delta_counts,elapsed_s,monotonic_s,no_progress_detected,note,payload_hex,raw_position,recovery_attempted,recovery_count,recovery_failure_reason,recovery_payload,recovery_progress_counts,recovery_start_position,recovery_start_unwrapped,recovery_success,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,282537.2683522,False,,,1,False,0,,,,,,,14713,valid-start,000001,START,14714,1790096520.285142,1
105,0.15054990001954138,282537.4314554,False,,00E5E3,106,False,0,,,,,,,14608,valid,00006A,FAST,14714,1790096520.448245,106
276,0.31363940000301227,282537.5942369,False,,00E5E3,382,False,0,,,,,,,14332,valid,00017E,FAST,14714,1790096520.6110268,382
426,0.47624799999175593,282537.7570607,False,,00E5E3,808,False,0,,,,,,,13906,valid,000328,FAST,14714,1790096520.7738504,808
486,0.6387691000127234,282537.9194971,False,,00E5E3,1294,False,0,,,,,,,13420,valid,00050E,FAST,14714,1790096520.9362867,1294
464,0.801422199991066,282538.0819688,False,,00E5E3,1758,False,0,,,,,,,12956,valid,0006DE,FAST,14714,1790096521.0987582,1758
444,0.9637591000064276,282538.2444257,False,,00E5E3,2202,False,0,,,,,,,12512,valid,00089A,FAST,14714,1790096521.2612157,2202
445,1.1261344000231475,282538.4068805,False,,00E5E3,2647,False,0,,,,,,,12067,valid,000A57,FAST,14714,1790096521.4236703,2647
447,1.2886911000241525,282538.569341,False,,00E5E3,3094,False,0,,,,,,,11620,valid,000C16,FAST,14714,1790096521.5861306,3094
449,1.4510508999810554,282538.7318178,False,,00E5E3,3543,False,0,,,,,,,11171,valid,000DD7,FAST,14714,1790096521.7486074,3543
447,1.6135362000204623,282538.8949726,False,,00E5E3,3990,False,0,,,,,,,10724,valid,000F96,FAST,14714,1790096521.9117622,3990
447,1.7767038000165485,282539.0581126,False,,00E5E3,4437,False,0,,,,,,,10277,valid,001155,FAST,14714,1790096522.074902,4437
452,1.9402844000142068,282539.2215972,False,,00E5E3,4889,False,0,,,,,,,9825,valid,001319,FAST,14714,1790096522.2383869,4889
449,2.103501099976711,282539.3850844,False,,00E5E3,5338,False,0,,,,,,,9376,valid,0014DA,FAST,14714,1790096522.4018738,5338
448,2.267091599991545,282539.5485759,False,,00E5E3,5786,False,0,,,,,,,8928,valid,00169A,FAST,14714,1790096522.5653656,5786
452,2.4302866000216454,282539.711712,False,,00E5E3,6238,False,0,,,,,,,8476,valid,00185E,FAST,14714,1790096522.7285016,6238
444,2.593529000005219,282539.8748625,False,,00E5E3,6682,False,0,,,,,,,8032,valid,001A1A,FAST,14714,1790096522.8916523,6682
457,2.756568700016942,282540.0380284,False,,00E5E3,7139,False,0,,,,,,,7575,valid,001BE3,FAST,14714,1790096523.0548182,7139
473,2.9198555999901146,282540.2018102,False,,00E5E3,7612,False,0,,,,,,,7102,valid,001DBC,FAST,14714,1790096523.2186005,7612
472,3.0835241000168025,282540.3653177,False,,00E5E3,8084,False,0,,,,,,,6630,valid,001F94,FAST,14714,1790096523.3821075,8084
454,3.2470429000095464,282540.5278386,False,,00E5E3,8538,False,0,,,,,,,6176,valid,00215A,FAST,14714,1790096523.544628,8538
513,3.4095556000247598,282540.6902505,False,,00E5E3,9051,False,0,,,,,,,5663,valid,00235B,FAST,14714,1790096523.7070403,9051
527,3.5719827999710105,282540.8527195,False,,00E5E3,9578,False,0,,,,,,,5136,valid,00256A,FAST,14714,1790096523.869509,9578
546,3.7344647999852896,282541.0155202,False,,00E5E3,10124,False,0,,,,,,,4590,valid,00278C,FAST,14714,1790096524.03231,10124
419,3.897380799986422,282541.178327,False,,0072F1,10543,False,0,,,,,,,4171,valid,00292F,MEDIUM,14714,1790096524.1951165,10543
230,4.060061500000302,282541.3407967,False,,0072F1,10773,False,0,,,,,,,3941,valid,002A15,MEDIUM,14714,1790096524.357586,10773
106,4.222559400019236,282541.5035824,False,,0072F1,10879,False,0,,,,,,,3835,valid,002A7F,MEDIUM,14714,1790096524.520372,10879
41,4.385328000003938,282541.6660569,False,,0072F1,10920,False,0,,,,,,,3794,valid,002AA8,MEDIUM,14714,1790096524.6828468,10920
48,4.547761599998921,282541.8285304,False,,0072F1,10968,False,0,,,,,,,3746,valid,002AD8,MEDIUM,14714,1790096524.8453202,10968
44,4.710264299996197,282541.9943963,False,,0072F1,11012,False,0,,,,,,,3702,valid,002B04,MEDIUM,14714,1790096525.011186,11012
32,4.8761294999858364,282542.1565128,False,,0072F1,11044,False,0,,,,,,,3670,valid,002B24,MEDIUM,14714,1790096525.1733022,11044
43,5.03870769997593,282542.3193066,False,,0072F1,11087,False,0,,,,,,,3627,valid,002B4F,MEDIUM,14714,1790096525.3360958,11087
61,5.201026500028092,282542.4862292,False,,0072F1,11148,False,0,,,,,,,3566,valid,002B8C,MEDIUM,14714,1790096525.5030189,11148
55,5.367948499973863,282542.6486907,False,,0072F1,11203,False,0,,,,,,,3511,valid,002BC3,MEDIUM,14714,1790096525.6654804,11203
81,5.530654500005767,282542.8111645,False,,0072F1,11284,False,0,,,,,,,3430,valid,002C14,MEDIUM,14714,1790096525.8279538,11284
104,5.692897100001574,282542.9777106,False,,0072F1,11388,False,0,,,,,,,3326,valid,002C7C,MEDIUM,14714,1790096525.9945006,11388
92,5.859448199975304,282543.1401561,False,,0072F1,11480,False,0,,,,,,,3234,valid,002CD8,MEDIUM,14714,1790096526.1569457,11480
95,6.021985100000165,282543.3026395,False,,0072F1,11575,False,0,,,,,,,3139,valid,002D37,MEDIUM,14714,1790096526.3194292,11575
