delta_counts,elapsed_s,note,payload_hex,raw_position,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,,,1054942,14713,valid-start,1018DE,START,1069655,1790025193.062013,1054942
110,0.1506832999875769,,00E5E3,1055052,14603,valid,10194C,FAST,1069655,1790025193.2378879,1055052
271,0.32635129999835044,,00E5E3,1055323,14332,valid,101A5B,FAST,1069655,1790025193.413796,1055323
396,0.5022914999863133,,00E5E3,1055719,13936,valid,101BE7,FAST,1069655,1790025193.5896988,1055719
389,0.6779065000009723,,00E5E3,1056108,13547,valid,101D6C,FAST,1069655,1790025193.765579,1056108
395,0.8537115000071935,,00E5E3,1056503,13152,valid,101EF7,FAST,1069655,1790025193.9415097,1056503
400,1.0297191999852657,,00E5E3,1056903,12752,valid,102087,FAST,1069655,1790025194.117377,1056903
394,1.205421499995282,,00E5E3,1057297,12358,valid,102211,FAST,1069655,1790025194.2932942,1057297
424,1.3814579999889247,,00E5E3,1057721,11934,valid,1023B9,FAST,1069655,1790025194.4691796,1057721
455,1.5574724999896716,,00E5E3,1058176,11479,valid,102580,FAST,1069655,1790025194.6451159,1058176
491,1.7333944999845698,,00E5E3,1058667,10988,valid,10276B,FAST,1069655,1790025194.820996,1058667
488,1.9095083999854978,,00E5E3,1059155,10500,valid,102953,FAST,1069655,1790025194.9969804,1059155
496,2.0855386999901384,,00E5E3,323,10004,valid,000143,FAST,1069655,1790025195.1728437,1059651
480,2.2609021000098437,,00E5E3,803,9524,valid,000323,FAST,1069655,1790025195.3487043,1060131
451,2.43708879998303,,00E5E3,1254,9073,valid,0004E6,FAST,1069655,1790025195.5246296,1060582
465,2.6127373999916017,,00E5E3,1719,8608,valid,0006B7,FAST,1069655,1790025195.700524,1061047
495,2.7890673000074457,,00E5E3,2214,8113,valid,0008A6,FAST,1069655,1790025195.8764288,1061542
523,2.9649043999961577,,00E5E3,2737,7590,valid,000AB1,FAST,1069655,1790025196.0523388,1062065
584,3.1403877999982797,,00E5E3,3321,7006,valid,000CF9,FAST,1069655,1790025196.2282321,1062649
504,3.3166106999851763,,00E5E3,3825,6502,valid,000EF1,FAST,1069655,1790025196.4042056,1063153
561,3.492430799989961,,00E5E3,4386,5941,valid,001122,FAST,1069655,1790025196.5800467,1063714
585,3.6684640999883413,,00E5E3,4971,5356,valid,00136B,FAST,1069655,1790025196.755937,1064299
572,3.8439781999913976,,00E5E3,5543,4784,valid,0015A7,FAST,1069655,1790025196.9319077,1064871
423,4.020367299992358,,0072F1,5966,4361,valid,00174E,MEDIUM,1069655,1790025197.1077623,1065294
235,4.195804199989652,,0072F1,6201,4126,valid,001839,MEDIUM,1069655,1790025197.2837067,1065529
127,4.371957800001837,,0072F1,6328,3999,valid,0018B8,MEDIUM,1069655,1790025197.4595704,1065656
72,4.54761320000398,,0072F1,6400,3927,valid,001900,MEDIUM,1069655,1790025197.6354673,1065728
56,4.723867599997902,,0072F1,6456,3871,valid,001938,MEDIUM,1069655,1790025197.8114004,1065784
49,4.899915299989516,,0072F1,6505,3822,valid,001969,MEDIUM,1069655,1790025197.9873378,1065833
49,5.075443000008818,,0072F1,6554,3773,valid,00199A,MEDIUM,1069655,1790025198.1632273,1065882
62,5.2512568999954965,,0072F1,6616,3711,valid,0019D8,MEDIUM,1069655,1790025198.3391385,1065944
69,5.427185499982443,,0072F1,6685,3642,valid,001A1D,MEDIUM,1069655,1790025198.515026,1066013
78,5.603065500006778,,0072F1,6763,3564,valid,001A6B,MEDIUM,1069655,1790025198.690937,1066091
65,5.778974399989238,,0072F1,6828,3499,valid,001AAC,MEDIUM,1069655,1790025198.8668544,1066156
91,5.9549422999843955,,0072F1,6919,3408,valid,001B07,MEDIUM,1069655,1790025199.0427475,1066247
122,6.131031500000972,,0072F1,7041,3286,valid,001B81,MEDIUM,1069655,1790025199.2186258,1066369
130,6.307135399983963,,0072F1,7171,3156,valid,001C03,MEDIUM,1069655,1790025199.3945963,1066499
163,6.482701900007669,,0072F1,7334,2993,valid,001CA6,MEDIUM,1069655,1790025199.5704648,1066662
170,6.658785699983127,,0072F1,7504,2823,valid,001D50,MEDIUM,1069655,1790025199.7463665,1066832
228,6.834769299981417,,0072F1,7732,2595,valid,001E34,MEDIUM,1069655,1790025199.922259,1067060
229,7.010804199991981,,0072F1,7961,2366,valid,001F19,MEDIUM,1069655,1790025200.0981545,1067289
141,7.186298199987505,,003978,8102,2225,valid,001FA6,FINE,1069655,1790025200.2740784,1067430
5,7.3622672999917995,,003978,8107,2220,valid,001FAB,FINE,1069655,1790025200.4500046,1067435
2,7.538342599989846,,003978,8109,2218,valid,001FAD,FINE,1069655,1790025200.6259067,1067437
1,7.713948199991137,,003978,8110,2217,valid,001FAE,FINE,1069655,1790025200.8018286,1067438
0,7.89037529999041,,003978,8110,2217,valid,001FAE,FINE,1069655,1790025200.9777043,1067438
0,8.066240899992408,,003978,8110,2217,valid,001FAE,FINE,1069655,1790025201.153734,1067438
1,8.242228199989768,,003978,8111,2216,valid,001FAF,FINE,1069655,1790025201.3295183,1067439
3,8.417732800007798,,003978,8114,2213,valid,001FB2,FINE,1069655,1790025201.505443,1067442
4,8.593559800006915,,003978,8118,2209,valid,001FB6,FINE,1069655,1790025201.6813822,1067446
9,8.769469299993943,,003978,8127,2200,valid,001FBF,FINE,1069655,1790025201.857288,1067455
2,8.945638899982441,,003978,8129,2198,valid,001FC1,FINE,1069655,1790025202.0331702,1067457
6,9.121206699986942,,003978,8135,2192,valid,001FC7,FINE,1069655,1790025202.2090693,1067463
20,9.297240699990653,,003978,8155,2172,valid,001FDB,FINE,1069655,1790025202.3849945,1067483
6,9.473157100001117,,003978,8161,2166,valid,001FE1,FINE,1069655,1790025202.56085,1067489
15,9.649022800003877,,003978,8176,2151,valid,001FF0,FINE,1069655,1790025202.736784,1067504
21,9.824886799993692,,003978,8197,2130,valid,002005,FINE,1069655,1790025202.9127283,1067525
4,10.000770799990278,,003978,8201,2126,valid,002009,FINE,1069655,1790025203.0885656,1067529
10,10.176597399986349,,003978,8211,2116,valid,002013,FINE,1069655,1790025203.264481,1067539
19,10.352518300001975,,003978,8230,2097,valid,002026,FINE,1069655,1790025203.440379,1067558
39,10.528430100006517,,003978,8269,2058,valid,00204D,FINE,1069655,1790025203.6163015,1067597
38,10.704336800001329,,003978,8307,2020,valid,002073,FINE,1069655,1790025203.7922113,1067635
45,10.880276099982439,,003978,8352,1975,valid,0020A0,FINE,1069655,1790025203.968115,1067680
51,11.056153599987738,,003978,8403,1924,valid,0020D3,FINE,1069655,1790025204.1439981,1067731
70,11.232287599996198,,003978,8473,1854,valid,002119,FINE,1069655,1790025204.3199482,1067801
88,11.407988499995554,,003978,8561,1766,valid,002171,FINE,1069655,1790025204.495818,1067889
89,11.583855700009735,,003978,8650,1677,valid,0021CA,FINE,1069655,1790025204.6717396,1067978
116,11.759920299984515,,003978,8766,1561,valid,00223E,FINE,1069655,1790025204.8476303,1068094
139,11.935673400002997,,003978,8905,1422,valid,0022C9,FINE,1069655,1790025205.0235221,1068233
156,12.111566200008383,,003978,9061,1266,valid,002365,FINE,1069655,1790025205.1994445,1068389
172,12.287505799991777,,003978,9233,1094,valid,002411,FINE,1069655,1790025205.3753984,1068561
146,12.463604599994142,,003978,9379,948,valid,0024A3,FINE,1069655,1790025205.5512495,1068707
60,12.639411999989534,,002000,9439,888,valid,0024DF,SLOW,1069655,1790025205.7271678,1068767
0,12.815210200002184,,002000,9439,888,valid,0024DF,SLOW,1069655,1790025205.9030757,1068767
0,12.99111410000478,,002000,9439,888,valid,0024DF,SLOW,1069655,1790025206.0789845,1068767
0,13.167047900002217,,002000,9439,888,valid,0024DF,SLOW,1069655,1790025206.2548819,1068767
0,13.342964599985862,,002000,9439,888,valid,0024DF,SLOW,1069655,1790025206.4307952,1068767
0,13.519075099990005,,002000,9439,888,valid,0024DF,SLOW,1069655,1790025206.6067152,1068767
0,13.695081199984998,,002000,9439,888,valid,0024DF,SLOW,1069655,1790025206.7825966,1068767
1,13.870821499993326,,002000,9440,887,valid,0024E0,SLOW,1069655,1790025206.958543,1068768
0,14.046944200003054,,002000,9440,887,valid,0024E0,SLOW,1069655,1790025207.1343877,1068768
3,14.222825700009707,,002000,9443,884,valid,0024E3,SLOW,1069655,1790025207.3103297,1068771
9,14.398575200000778,,002000,9452,875,valid,0024EC,SLOW,1069655,1790025207.4861982,1068780
6,14.574630299990531,,002000,9458,869,valid,0024F2,SLOW,1069655,1790025207.6621177,1068786
2,14.750621799990768,,002000,9460,867,valid,0024F4,SLOW,1069655,1790025207.8380523,1068788
0,14.926302699983353,,002000,9460,867,valid,0024F4,SLOW,1069655,1790025208.0139604,1068788
0,15.1020783999993,,002000,9460,867,valid,0024F4,SLOW,1069655,1790025208.1898618,1068788
