commanded_progress_counts,counts_per_s,degrees_per_s,direction,end_raw,first_half_cps,half_rate_ratio,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_progress_counts,reliability_reason,run_label,run_status,sample_seconds,second_half_cps,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,trial_index,trial_reliable,trials_requested,warmup_seconds
110,-14.336453041088072,-0.004872072761969575,-,11361,12.298498460271913,0.8518903188216359,0,,,0,11471,-110,7.672748600001796,20,start,8.0,000021,1,3,11471,110,reliable,az-postswap-reliable-start-minus-21-confirm-r7,completed,0.18,14.436715840700739,1.0,commanded-progress-with-comparable-half-rates,True,11471,002CCF,,,1,True,2,
112,-14.65904692897668,-0.0049817024513952295,-,11249,18.875756695384588,0.5975142434449581,0,,,0,11361,-112,7.640332999999373,20,start,8.0,000021,1,3,11471,112,reliable,az-postswap-reliable-start-minus-21-confirm-r7,completed,0.18,11.278533481293824,1.0,commanded-progress-with-comparable-half-rates,True,11361,002C61,,,2,True,2,
