after_stop_raw,after_stop_rx_bytes_hex,axis,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
27908,006D04,az,0,0.17588540000724606,+,15.0,27605,gearbox-swap-gen1-free-az-no-tripod-no-cable-wrap,003978,303,0.10297094006766554,121133,01D92D,11095,002B57,1708.3754362631075,tail/prior slope agreement and local-slope variation,gearbox-swap-gen1-az-plus-003978-long-15s,completed,11095,002B57,yes,reached,0.04143028613124779,1904.8912780998594,0.10316380997490712
