commanded_progress_counts,comparison_mean_cps_delta,comparison_raw_path,comparison_reference_window_first_cps,comparison_reference_window_last_cps,comparison_reference_window_slope_cps_per_min,comparison_reference_window_stddev_cps,counts_per_s,degrees_per_s,direction,end_raw,first_half_cps,half_rate_ratio,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_progress_counts,reliability_reason,run_label,run_status,sample_seconds,second_half_cps,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,tracking_1m_error_counts,tracking_1m_error_degrees,tracking_1m_sample_s,tracking_3m_error_counts,tracking_3m_error_degrees,tracking_3m_sample_s,tracking_5m_error_counts,tracking_5m_error_degrees,tracking_5m_sample_s,trial_index,trial_reliable,trials_requested,warmup_seconds,window_analysis_whole_cps,window_count,window_cps_max,window_cps_min,window_cps_stddev,window_first_cps,window_last_cps,window_seconds,window_speed_slope_cps_per_min
3681,-0.10798564301967417,nxw436_az_start_sustain_az-postrebuild-sidereal-minus-1e-5min-r1_raw.csv,14.099385523660764,9.256733907716479,-0.7470114737514161,1.5853028399726303,-12.112446724643648,-0.004116270712066247,-,1046473,12.076805863883685,0.9926659205247468,0,0072F1,0.5,0,1049864,-3391,279.95995169999514,20,sustain,300.0,00001E,1,1,1050154,3391,reliable,az-postrebuild-sidereal-minus-1e-5min-r2,completed,0.18,12.16603251323426,1.0,commanded-progress-with-comparable-half-rates,True,1050154,10062A,12.3,-0.18755327535635224,27.515766060019814,0.009350905273538632,59.95806779999839,-52.50171854998689,-0.01784208354541302,179.87818849999894,-52.507405909940644,-0.017844016326934276,279.95995169999514,1,True,1,20.0,12.112446724643648,10,13.389100633426413,9.735870187579275,1.1870712632534564,13.389100633426413,12.816502381996806,30.0,0.01987925776065901
