delta_counts,elapsed_s,monotonic_s,no_progress_detected,note,payload_hex,raw_position,recovery_attempted,recovery_count,recovery_failure_reason,recovery_payload,recovery_progress_counts,recovery_start_position,recovery_start_unwrapped,recovery_success,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,283918.692549,False,,,11715,False,0,,,,,,,-14713,valid-start,002DC3,START,-2998,1790097901.7093372,11715
-135,0.15038109995657578,283918.868503,False,,00E5E3,11580,False,0,,,,,,,-14578,valid,002D3C,FAST,-2998,1790097901.8852925,11580
-391,0.3263821000000462,283919.0444889,False,,00E5E3,11189,False,0,,,,,,,-14187,valid,002BB5,FAST,-2998,1790097902.061278,11189
-428,0.5022973999730311,283919.220473,False,,00E5E3,10761,False,0,,,,,,,-13759,valid,002A09,FAST,-2998,1790097902.2372625,10761
-412,0.6781235999660566,283919.396461,False,,00E5E3,10349,False,0,,,,,,,-13347,valid,00286D,FAST,-2998,1790097902.413251,10349
-398,0.8541710999561474,283919.5724864,False,,00E5E3,9951,False,0,,,,,,,-12949,valid,0026DF,FAST,-2998,1790097902.5892756,9951
-408,1.0300750999595039,283919.7484623,False,,00E5E3,9543,False,0,,,,,,,-12541,valid,002547,FAST,-2998,1790097902.7652514,9543
-397,1.2061587999924086,283919.9245183,False,,00E5E3,9146,False,0,,,,,,,-12144,valid,0023BA,FAST,-2998,1790097902.941306,9146
-460,1.3821879999595694,283920.1004675,False,,00E5E3,8686,False,0,,,,,,,-11684,valid,0021EE,FAST,-2998,1790097903.117256,8686
-497,1.5580734999966808,283920.2759092,False,,00E5E3,8189,False,0,,,,,,,-11187,valid,001FFD,FAST,-2998,1790097903.2926977,8189
-472,1.7337247999967076,283920.4518668,False,,00E5E3,7717,False,0,,,,,,,-10715,valid,001E25,FAST,-2998,1790097903.4686558,7717
-484,1.9095460000098683,283920.6278467,False,,00E5E3,7233,False,0,,,,,,,-10231,valid,001C41,FAST,-2998,1790097903.644636,7233
-485,2.0853671999648213,283920.8038427,False,,00E5E3,6748,False,0,,,,,,,-9746,valid,001A5C,FAST,-2998,1790097903.820632,6748
-499,2.261490300006699,283920.9798418,False,,00E5E3,6249,False,0,,,,,,,-9247,valid,001869,FAST,-2998,1790097903.9966314,6249
-480,2.437726099975407,283921.1554315,False,,00E5E3,5769,False,0,,,,,,,-8767,valid,001689,FAST,-2998,1790097904.172221,5769
-525,2.6132983999559656,283921.3314195,False,,00E5E3,5244,False,0,,,,,,,-8242,valid,00147C,FAST,-2998,1790097904.3482084,5244
-539,2.7891361999791116,283921.5073979,False,,00E5E3,4705,False,0,,,,,,,-7703,valid,001261,FAST,-2998,1790097904.5241873,4705
-538,2.9652868999983184,283921.6833999,False,,00E5E3,4167,False,0,,,,,,,-7165,valid,001047,FAST,-2998,1790097904.7001894,4167
-524,3.141185999964364,283921.8593974,False,,00E5E3,3643,False,0,,,,,,,-6641,valid,000E3B,FAST,-2998,1790097904.8761868,3643
-511,3.3172598999808542,283922.035388,False,,00E5E3,3132,False,0,,,,,,,-6130,valid,000C3C,FAST,-2998,1790097905.0521774,3132
-561,3.492910099972505,283922.2113817,False,,00E5E3,2571,False,0,,,,,,,-5569,valid,000A0B,FAST,-2998,1790097905.228171,2571
-572,3.6693567999755032,283922.3873932,False,,00E5E3,1999,False,0,,,,,,,-4997,valid,0007CF,FAST,-2998,1790097905.4041827,1999
-402,3.846221899962984,283922.5627943,False,,0072F1,1597,False,0,,,,,,,-4595,valid,00063D,MEDIUM,-2998,1790097905.5795834,1597
-202,4.02034609997645,283922.7388145,False,,0072F1,1395,False,0,,,,,,,-4393,valid,000573,MEDIUM,-2998,1790097905.7556033,1395
-100,4.196736699959729,283922.9148119,False,,0072F1,1295,False,0,,,,,,,-4293,valid,00050F,MEDIUM,-2998,1790097905.9316,1295
-63,4.372652699996252,283923.097654,False,,0072F1,1232,False,0,,,,,,,-4230,valid,0004D0,MEDIUM,-2998,1790097906.1144419,1232
-42,4.55525839998154,283923.2663536,False,,0072F1,1190,False,0,,,,,,,-4188,valid,0004A6,MEDIUM,-2998,1790097906.2831428,1190
-43,4.723895800008904,283923.4423362,False,,0072F1,1147,False,0,,,,,,,-4145,valid,00047B,MEDIUM,-2998,1790097906.4591255,1147
-51,4.900262099981774,283923.6183378,False,,0072F1,1096,False,0,,,,,,,-4094,valid,000448,MEDIUM,-2998,1790097906.6351273,1096
-49,5.076006799994502,283923.7943336,False,,0072F1,1047,False,0,,,,,,,-4045,valid,000417,MEDIUM,-2998,1790097906.811123,1047
-80,5.252359899983276,283923.9703158,False,,0072F1,967,False,0,,,,,,,-3965,valid,0003C7,MEDIUM,-2998,1790097906.9871051,967
-122,5.427969999960624,283924.1463251,False,,0072F1,845,False,0,,,,,,,-3843,valid,00034D,MEDIUM,-2998,1790097907.1631145,845
-106,5.604287799971644,283924.3223103,False,,0072F1,739,False,0,,,,,,,-3737,valid,0002E3,MEDIUM,-2998,1790097907.3391,739
-133,5.779968299961183,283924.4983012,False,,0072F1,606,False,0,,,,,,,-3604,valid,00025E,MEDIUM,-2998,1790097907.5150912,606
-147,5.956237200007308,283924.6742873,False,,0072F1,459,False,0,,,,,,,-3457,valid,0001CB,MEDIUM,-2998,1790097907.6910765,459
-182,6.131826400000136,283924.8497207,False,,0072F1,277,False,0,,,,,,,-3275,valid,000115,MEDIUM,-2998,1790097907.86651,277
-235,6.307247199991252,283925.02571,False,,0072F1,42,False,0,,,,,,,-3040,valid,00002A,MEDIUM,-2998,1790097908.0424993,42
-189,6.483676799980458,283925.2017824,False,,0072F1,1059181,False,0,,,,,,,-2851,valid,10296D,MEDIUM,-2998,1790097908.218571,-147
-264,6.659339999954682,283925.3772722,False,,0072F1,1058917,False,0,,,,,,,-2587,valid,102865,MEDIUM,-2998,1790097908.3940618,-411
-271,6.8348087999620475,283925.553278,False,,0072F1,1058646,False,0,,,,,,,-2316,valid,102756,MEDIUM,-2998,1790097908.5700676,-682
-158,7.010902699956205,283925.7293286,False,,003978,1058488,False,0,,,,,,,-2158,valid,1026B8,FINE,-2998,1790097908.7461166,-840
-5,7.187177599989809,283925.9052892,False,,003978,1058483,False,0,,,,,,,-2153,valid,1026B3,FINE,-2998,1790097908.9220781,-845
-2,7.362846400006674,283926.0812683,False,,003978,1058481,False,0,,,,,,,-2151,valid,1026B1,FINE,-2998,1790097909.0980577,-847
-4,7.538928899972234,283926.2572608,False,,003978,1058477,False,0,,,,,,,-2147,valid,1026AD,FINE,-2998,1790097909.27405,-851
-7,7.714773699990474,283926.4332456,False,,003978,1058470,False,0,,,,,,,-2140,valid,1026A6,FINE,-2998,1790097909.450035,-858
-3,7.891076100000646,283926.6092478,False,,003978,1058467,False,0,,,,,,,-2137,valid,1026A3,FINE,-2998,1790097909.626037,-861
-3,8.067241499957163,283926.7852474,False,,003978,1058464,False,0,,,,,,,-2134,valid,1026A0,FINE,-2998,1790097909.8020368,-864
-8,8.242771699966397,283926.9607198,False,,003978,1058456,False,0,,,,,,,-2126,valid,102698,FINE,-2998,1790097909.977509,-872
-15,8.418241999985185,283927.136643,False,,003978,1058441,False,0,,,,,,,-2111,valid,102689,FINE,-2998,1790097910.1534324,-887
-4,8.594168399984483,283927.3126649,False,,003978,1058437,False,0,,,,,,,-2107,valid,102685,FINE,-2998,1790097910.3294535,-891
-2,8.770487100002356,283927.4886509,False,,003978,1058435,False,0,,,,,,,-2105,valid,102683,FINE,-2998,1790097910.50544,-893
0,8.946520600002259,283927.6646263,False,,003978,1058435,False,0,,,,,,,-2105,valid,102683,FINE,-2998,1790097910.6814158,-893
-3,9.122286800004076,283927.840213,False,,003978,1058432,False,0,,,,,,,-2102,valid,102680,FINE,-2998,1790097910.8570018,-896
-13,9.29785129998345,283928.0162139,False,,003978,1058419,False,0,,,,,,,-2089,valid,102673,FINE,-2998,1790097911.0330033,-909
-3,9.47407449997263,283928.1921911,False,,003978,1058416,False,0,,,,,,,-2086,valid,102670,FINE,-2998,1790097911.2089806,-912
-28,9.649724699964281,283928.3681902,False,,003978,1058388,False,0,,,,,,,-2058,valid,102654,FINE,-2998,1790097911.3849795,-940
-14,9.825704099959694,283928.544192,False,,003978,1058374,False,0,,,,,,,-2044,valid,102646,FINE,-2998,1790097911.5609815,-954
-29,10.00172289996408,283928.7201631,False,,003978,1058345,False,0,,,,,,,-2015,valid,102629,FINE,-2998,1790097911.7369528,-983
-24,10.177667699987069,283928.8961664,False,,003978,1058321,False,0,,,,,,,-1991,valid,102611,FINE,-2998,1790097911.9129553,-1007
-54,10.354050499969162,283929.0721656,False,,003978,1058267,False,0,,,,,,,-1937,valid,1025DB,FINE,-2998,1790097912.088955,-1061
-33,10.529677999962587,283929.2475873,False,,003978,1058234,False,0,,,,,,,-1904,valid,1025BA,FINE,-2998,1790097912.264377,-1094
-52,10.705565199954435,283929.4235668,False,,003978,1058182,False,0,,,,,,,-1852,valid,102586,FINE,-2998,1790097912.4403563,-1146
-54,10.881258699984755,283929.599559,False,,003978,1058128,False,0,,,,,,,-1798,valid,102550,FINE,-2998,1790097912.616349,-1200
-73,11.057062399981078,283929.7755503,False,,003978,1058055,False,0,,,,,,,-1725,valid,102507,FINE,-2998,1790097912.7923403,-1273
-93,11.233314899960533,283929.9515644,False,,003978,1057962,False,0,,,,,,,-1632,valid,1024AA,FINE,-2998,1790097912.9683537,-1366
-135,11.409247000003234,283930.1271272,False,,003978,1057827,False,0,,,,,,,-1497,valid,102423,FINE,-2998,1790097913.1439164,-1501
-142,11.584653800004162,283930.3031276,False,,003978,1057685,False,0,,,,,,,-1355,valid,102395,FINE,-2998,1790097913.3199172,-1643
-140,11.760636599967256,283930.4791295,False,,003978,1057545,False,0,,,,,,,-1215,valid,102309,FINE,-2998,1790097913.4959195,-1783
-150,11.936643699998967,283930.6550985,False,,003978,1057395,False,0,,,,,,,-1065,valid,102273,FINE,-2998,1790097913.6718884,-1933
-175,12.113039399962872,283930.8311013,False,,003978,1057220,False,0,,,,,,,-890,valid,1021C4,FINE,-2998,1790097913.847891,-2108
-61,12.288753799977712,283931.0071095,False,,002000,1057159,False,0,,,,,,,-829,valid,102187,SLOW,-2998,1790097914.0238986,-2169
0,12.465033299988136,283931.1831053,False,,002000,1057159,False,0,,,,,,,-829,valid,102187,SLOW,-2998,1790097914.1998947,-2169
0,12.640614599979017,283931.3590816,False,,002000,1057159,False,0,,,,,,,-829,valid,102187,SLOW,-2998,1790097914.3758714,-2169
0,12.816580199985765,283931.5350744,False,,002000,1057159,False,0,,,,,,,-829,valid,102187,SLOW,-2998,1790097914.5518644,-2169
0,12.992597499978729,283931.7110955,False,,002000,1057159,False,0,,,,,,,-829,valid,102187,SLOW,-2998,1790097914.7278848,-2169
0,13.16861459997017,283931.8865274,False,,002000,1057159,False,0,,,,,,,-829,valid,102187,SLOW,-2998,1790097914.903317,-2169
0,13.344480299972929,283932.0624853,False,,002000,1057159,False,0,,,,,,,-829,valid,102187,SLOW,-2998,1790097915.0792744,-2169
0,13.520444899972063,283932.238485,False,,002000,1057159,False,0,,,,,,,-829,valid,102187,SLOW,-2998,1790097915.255275,-2169
0,13.696475800010376,283932.4144874,False,,002000,1057159,False,0,,,,,,,-829,valid,102187,SLOW,-2998,1790097915.4312768,-2169
0,13.872020000009798,283932.5904906,False,,002000,1057159,False,0,,,,,,,-829,valid,102187,SLOW,-2998,1790097915.6072798,-2169
-2,14.048440399987157,283932.7660406,False,,002000,1057157,False,0,,,,,,,-827,valid,102185,SLOW,-2998,1790097915.78283,-2171
0,14.223843099956866,283932.9420321,False,,002000,1057157,False,0,,,,,,,-827,valid,102185,SLOW,-2998,1790097915.9588218,-2171
0,14.399580999976024,283933.1180375,False,,002000,1057157,False,0,,,,,,,-827,valid,102185,SLOW,-2998,1790097916.1348267,-2171
0,14.575562099984381,283933.2940424,False,,002000,1057157,False,0,,,,,,,-827,valid,102185,SLOW,-2998,1790097916.3108315,-2171
