commanded_progress_counts,counts_per_s,degrees_per_s,direction,end_raw,first_half_cps,half_rate_ratio,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_progress_counts,reliability_reason,run_label,run_status,sample_seconds,second_half_cps,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,trial_index,trial_reliable,trials_requested,warmup_seconds
7,-0.7675827592060992,-0.0002608538557596851,-,12010,1.3541673973533597,0.1877866971616486,0,,,0,12016,-6,7.816746699998475,20,start,8.0,000016,1,3,12017,7,insufficient-commanded-progress,az-postswap-reliable-start-minus-min-confirm-r2,completed,0.18,0.2542946229529732,1.0,half-rate-ratio-below-0.5,False,12017,002EF1,,,1,False,2,
35,-4.561595127778378,-0.0015502037574766417,-,11975,5.101401360325657,0.8349715230091657,0,,,0,12010,-35,7.672754600000189,20,start,8.0,000016,1,3,12017,35,reliable,az-postswap-reliable-start-minus-min-confirm-r2,completed,0.18,4.259524863312143,1.0,commanded-progress-with-comparable-half-rates,True,12010,002EEA,,,2,True,2,
