after_stop_raw,after_stop_rx_bytes_hex,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
222185,0363E9,0,0.5276468000083696,+,15.0,221989,horizontal-start-near-max-gravity-load,002000,196,0.0666082648622523,209908,0333F4,89,000059,1352.2857528183795,tail/prior slope agreement and local-slope variation,alt-gen2-002000-horizontal-long-15s,completed,209908,0333F4,yes,reached,0.06522172380538828,1350.3880665931563,0.0014033174728552125
