delta_counts,elapsed_s,monotonic_s,no_progress_detected,note,payload_hex,raw_position,recovery_attempted,recovery_count,recovery_failure_reason,recovery_payload,recovery_progress_counts,recovery_start_position,recovery_start_unwrapped,recovery_success,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,261188.7663158,False,,,246671,False,0,,,,,,,-14713,valid-start,03C38F,START,231958,1790075171.7831054,246671
-160,0.15018319999217056,261188.9422053,False,,00E5E3,246511,False,0,,,,,,,-14553,valid,03C2EF,FAST,231958,1790075171.9589949,246511
-405,0.326245399977779,261189.1181564,False,,00E5E3,246106,False,0,,,,,,,-14148,valid,03C15A,FAST,231958,1790075172.1349454,246106
-482,0.5022671000042465,261189.2940863,False,,00E5E3,245624,False,0,,,,,,,-13666,valid,03BF78,FAST,231958,1790075172.3108747,245624
-468,0.6781375999853481,261189.4700384,False,,00E5E3,245156,False,0,,,,,,,-13198,valid,03BDA4,FAST,231958,1790075172.4868276,245156
-355,0.8541423999995459,261189.6458332,False,,00E5E3,244801,False,0,,,,,,,-12843,valid,03BC41,FAST,231958,1790075172.6626227,244801
-395,1.0295787999930326,261189.8217962,False,,00E5E3,244406,False,0,,,,,,,-12448,valid,03BAB6,FAST,231958,1790075172.838585,244406
-427,1.2058490999916103,261189.9976587,False,,00E5E3,243979,False,0,,,,,,,-12021,valid,03B90B,FAST,231958,1790075173.0144482,243979
-449,1.3816473000042606,261190.1735826,False,,00E5E3,243530,False,0,,,,,,,-11572,valid,03B74A,FAST,231958,1790075173.1903718,243530
-438,1.5573494999844115,261190.349461,False,,00E5E3,243092,False,0,,,,,,,-11134,valid,03B594,FAST,231958,1790075173.3662503,243092
-501,1.733261899993522,261190.5254209,False,,00E5E3,242591,False,0,,,,,,,-10633,valid,03B39F,FAST,231958,1790075173.5422099,242591
-472,1.9094790999952238,261190.7013361,False,,00E5E3,242119,False,0,,,,,,,-10161,valid,03B1C7,FAST,231958,1790075173.7181246,242119
-498,2.0853995999787003,261190.8771985,False,,00E5E3,241621,False,0,,,,,,,-9663,valid,03AFD5,FAST,231958,1790075173.8939877,241621
-443,2.261300399986794,261191.0531122,False,,00E5E3,241178,False,0,,,,,,,-9220,valid,03AE1A,FAST,231958,1790075174.0699015,241178
-473,2.4373431999993045,261191.2290102,False,,00E5E3,240705,False,0,,,,,,,-8747,valid,03AC41,FAST,231958,1790075174.2457995,240705
-512,2.612754000001587,261191.4049268,False,,00E5E3,240193,False,0,,,,,,,-8235,valid,03AA41,FAST,231958,1790075174.4217162,240193
-508,2.788678099983372,261191.5808434,False,,00E5E3,239685,False,0,,,,,,,-7727,valid,03A845,FAST,231958,1790075174.5976331,239685
-520,2.9646021999942604,261191.7567732,False,,00E5E3,239165,False,0,,,,,,,-7207,valid,03A63D,FAST,231958,1790075174.7735627,239165
-535,3.140534599981038,261191.9326956,False,,00E5E3,238630,False,0,,,,,,,-6672,valid,03A426,FAST,231958,1790075174.949485,238630
-479,3.3165188999846578,261192.108589,False,,00E5E3,238151,False,0,,,,,,,-6193,valid,03A247,FAST,231958,1790075175.1253784,238151
-489,3.4927695999795105,261192.2845058,False,,00E5E3,237662,False,0,,,,,,,-5704,valid,03A05E,FAST,231958,1790075175.301295,237662
-533,3.6684685999935027,261192.4604169,False,,00E5E3,237129,False,0,,,,,,,-5171,valid,039E49,FAST,231958,1790075175.4772065,237129
-548,3.8441821000014897,261192.6363433,False,,00E5E3,236581,False,0,,,,,,,-4623,valid,039C25,FAST,231958,1790075175.6531324,236581
-437,4.020388599979924,261192.8122345,False,,0072F1,236144,False,0,,,,,,,-4186,valid,039A70,MEDIUM,231958,1790075175.829024,236144
-177,4.196404699992854,261192.9881176,False,,0072F1,235967,False,0,,,,,,,-4009,valid,0399BF,MEDIUM,231958,1790075176.004907,235967
-96,4.371882199979154,261193.1640626,False,,0072F1,235871,False,0,,,,,,,-3913,valid,03995F,MEDIUM,231958,1790075176.1808517,235871
-66,4.547835499979556,261193.3399787,False,,0072F1,235805,False,0,,,,,,,-3847,valid,03991D,MEDIUM,231958,1790075176.3567684,235805
-64,4.724214599991683,261193.5158851,False,,0072F1,235741,False,0,,,,,,,-3783,valid,0398DD,MEDIUM,231958,1790075176.5326748,235741
-57,4.899836399999913,261193.6918605,False,,0072F1,235684,False,0,,,,,,,-3726,valid,0398A4,MEDIUM,231958,1790075176.7086504,235684
-69,5.075869299995247,261193.8677047,False,,0072F1,235615,False,0,,,,,,,-3657,valid,03985F,MEDIUM,231958,1790075176.884494,235615
-56,5.2514516999945045,261194.0436103,False,,0072F1,235559,False,0,,,,,,,-3601,valid,039827,MEDIUM,231958,1790075177.0604,235559
-86,5.427397499996005,261194.2195184,False,,0072F1,235473,False,0,,,,,,,-3515,valid,0397D1,MEDIUM,231958,1790075177.2363079,235473
-78,5.603618799999822,261194.3954538,False,,0072F1,235395,False,0,,,,,,,-3437,valid,039783,MEDIUM,231958,1790075177.4122427,235395
-94,5.779767300002277,261194.571341,True,,0072F1,235301,True,1,,0072F1,94,235395,235395,,-3343,valid,039725,MEDIUM,231958,1790075177.5881305,235301
-90,5.9551033999887295,261194.7472692,True,,0072F1,235211,True,1,,0072F1,184,235395,235395,True,-3253,valid,0396CB,MEDIUM,231958,1790075177.7640588,235211
-109,6.1310323999787215,261194.9231678,True,,0072F1,235102,True,1,,0072F1,293,235395,235395,True,-3144,valid,03965E,MEDIUM,231958,1790075177.9399571,235102
-134,6.307263399998192,261195.0990851,True,,0072F1,234968,True,1,,0072F1,427,235395,235395,True,-3010,valid,0395D8,MEDIUM,231958,1790075178.1158743,234968
-160,6.482829899992794,261195.2750101,True,,0072F1,234808,True,1,,0072F1,587,235395,235395,True,-2850,valid,039538,MEDIUM,231958,1790075178.2917995,234808
-140,6.658896899985848,261195.4509019,True,,0072F1,234668,True,1,,0072F1,727,235395,235395,True,-2710,valid,0394AC,MEDIUM,231958,1790075178.4676912,234668
-166,6.835123700002441,261195.626792,True,,0072F1,234502,True,1,,0072F1,893,235395,235395,True,-2544,valid,039406,MEDIUM,231958,1790075178.6435816,234502
-214,7.010546399978921,261195.8028025,True,,0072F1,234288,True,1,,0072F1,1107,235395,235395,True,-2330,valid,039330,MEDIUM,231958,1790075178.8195896,234288
-129,7.18716349999886,261195.9786375,True,,003978,234159,True,1,,0072F1,1236,235395,235395,True,-2201,valid,0392AF,FINE,231958,1790075178.995427,234159
-5,7.362482700002147,261196.1545568,True,,003978,234154,True,1,,0072F1,1241,235395,235395,True,-2196,valid,0392AA,FINE,231958,1790075179.1713462,234154
-5,7.5383053999976255,261196.3304116,True,,003978,234149,True,1,,0072F1,1246,235395,235395,True,-2191,valid,0392A5,FINE,231958,1790075179.3472013,234149
-2,7.714154899993446,261196.5063416,True,,003978,234147,True,1,,0072F1,1248,235395,235395,True,-2189,valid,0392A3,FINE,231958,1790075179.5231311,234147
-3,7.890088299987838,261196.6822985,True,,003978,234144,True,1,,0072F1,1251,235395,235395,True,-2186,valid,0392A0,FINE,231958,1790075179.6990876,234144
-1,8.0660504999978,261196.8581809,True,,003978,234143,True,1,,0072F1,1252,235395,235395,True,-2185,valid,03929F,FINE,231958,1790075179.8749704,234143
0,8.242451700003585,261197.0341034,True,,003978,234143,True,1,,0072F1,1252,235395,235395,True,-2185,valid,03929F,FINE,231958,1790075180.0508928,234143
-2,8.418242799991276,261197.2100283,True,,003978,234141,True,1,,0072F1,1254,235395,235395,True,-2183,valid,03929D,FINE,231958,1790075180.2268176,234141
0,8.59378480000305,261197.3859723,True,,003978,234141,True,1,,0072F1,1254,235395,235395,True,-2183,valid,03929D,FINE,231958,1790075180.402762,234141
-1,8.769953099981649,261197.561836,True,,003978,234140,True,1,,0072F1,1255,235395,235395,True,-2182,valid,03929C,FINE,231958,1790075180.578625,234140
-6,8.945594599994365,261197.7377527,True,,003978,234134,True,1,,0072F1,1261,235395,235395,True,-2176,valid,039296,FINE,231958,1790075180.754542,234134
-9,9.121929399989313,261197.9136515,True,,003978,234125,True,1,,0072F1,1270,235395,235395,True,-2167,valid,03928D,FINE,231958,1790075180.930441,234125
-2,9.297769900003914,261198.0895588,True,,003978,234123,True,1,,0072F1,1272,235395,235395,True,-2165,valid,03928B,FINE,231958,1790075181.106348,234123
-18,9.473745399998734,261198.2655159,True,,003978,234105,True,1,,0072F1,1290,235395,235395,True,-2147,valid,039279,FINE,231958,1790075181.2823052,234105
-20,9.649436199979391,261198.4414235,True,,003978,234085,True,1,,0072F1,1310,235395,235395,True,-2127,valid,039265,FINE,231958,1790075181.4582129,234085
-11,9.825412199978018,261198.6173061,True,,003978,234074,True,1,,0072F1,1321,235395,235395,True,-2116,valid,03925A,FINE,231958,1790075181.634096,234074
-21,10.001241299993126,261198.7932098,True,,003978,234053,True,1,,0072F1,1342,235395,235395,True,-2095,valid,039245,FINE,231958,1790075181.8099997,234053
-10,10.177459300000919,261198.9691414,True,,003978,234043,True,1,,0072F1,1352,235395,235395,True,-2085,valid,03923B,FINE,231958,1790075181.985931,234043
-12,10.352885699976468,261199.1450418,True,,003978,234031,True,1,,0072F1,1364,235395,235395,True,-2073,valid,03922F,FINE,231958,1790075182.1618314,234031
-45,10.528793599980418,261199.3209423,True,,003978,233986,True,1,,0072F1,1409,235395,235395,True,-2028,valid,039202,FINE,231958,1790075182.3377318,233986
-60,10.704882899997756,261199.4968773,True,,003978,233926,True,1,,0072F1,1469,235395,235395,True,-1968,valid,0391C6,FINE,231958,1790075182.513667,233926
