axis,direction,error_at_stop_counts,error_at_stop_degrees,final_error_counts,final_error_degrees,final_raw,invalid_replies_total,motion_time_to_stop_s,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,requested_degrees,run_status,settled_outcome,start_raw,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
az,-,-254,-0.08631887385210246,-236,-0.08020178830352827,1058960,0,22.490870699984953,-350,1,000001,14507,0038AB,-5,completed,undershoot,14109,1058978,target-or-stop-margin,-14713,1058724,23.567153899988625
