cumulative_progress,cycle_elapsed_s,cycle_index,delta_counts,direction,elapsed_s,instant_cps,invalid_reason,monotonic_s,payload_hex,phase,raw_position,rx_bytes_hex,unwrapped_position,valid
9376,6.306979399989359,4,332,+,39.2267611999996,1884.8910651546514,,212559.4307381,0072F1,MEDIUM,174455,02A977,174455,True
9687,6.482665599993197,4,311,+,39.40244740000344,1770.2016435736311,,212559.6064243,0072F1,MEDIUM,174766,02AAAE,174766,True
10025,6.658540200005518,4,338,+,39.57832200001576,1921.8238448094332,,212559.7822989,0072F1,MEDIUM,175104,02AC00,175104,True
10408,6.834815599984722,4,383,+,39.754597399994964,2172.7365250351686,,212559.9585743,0072F1,MEDIUM,175487,02AD7F,175487,True
10809,7.010375299985753,4,401,+,39.930157099995995,2284.123292518982,,212560.134134,0072F1,MEDIUM,175888,02AF10,175888,True
11179,7.186623599991435,4,370,+,40.10640540000168,2099.3110287479203,,212560.3103823,0072F1,MEDIUM,176258,02B082,176258,True
11573,7.362646199995652,4,394,+,40.28242800000589,2238.3489392303127,,212560.4864049,0072F1,MEDIUM,176652,02B20C,176652,True
11943,7.5383554,4,370,+,40.45813720001024,2105.7520038270227,,212560.6621141,0072F1,MEDIUM,177022,02B37E,177022,True
12331,7.714020499988692,4,388,+,40.63380229999893,2208.7483514083196,,212560.8377792,0072F1,MEDIUM,177410,02B502,177410,True
12764,7.889913199993316,4,433,+,40.80969500000356,2461.7280875705274,,212561.0136719,0072F1,MEDIUM,177843,02B6B3,177843,True
13219,8.065791400003945,4,455,+,40.98557320001419,2587.017606346333,,212561.1895501,0072F1,MEDIUM,178298,02B87A,178298,True
13728,8.242221499996958,4,509,+,41.1620033000072,2884.9952475238515,,212561.3659802,0072F1,MEDIUM,178807,02BA77,178807,True
14196,8.417623999994248,4,468,+,41.33740580000449,2668.148971692143,,212561.5413827,0072F1,MEDIUM,179275,02BC4B,179275,True
14678,8.59370779999881,4,482,+,41.51348960000905,2737.3330197753075,,212561.7174665,0072F1,MEDIUM,179757,02BE2D,179757,True
15161,8.769581500004278,4,483,+,41.68936330001452,2746.288956137179,,212561.8933402,0072F1,MEDIUM,180240,02C010,180240,True
15161,8.945305899978848,4,,+,41.86508769998909,,malformed-outside-modulus,212562.0690646,0072F1,MEDIUM,8503795,81C1F3,180240,False
16122,9.117191299999831,4,961,+,42.03697310001007,2764.5940937576984,,212562.24095,0072F1,MEDIUM,181201,02C3D1,181201,True
16596,9.293125600001076,4,474,+,42.21290740001132,2694.187546127422,,212562.4168843,0072F1,MEDIUM,181675,02C5AB,181675,True
17082,9.469457700004568,4,486,+,42.38923950001481,2756.1629447524033,,212562.5932164,0072F1,MEDIUM,182161,02C791,182161,True
17572,9.644946299988078,4,490,+,42.56472809999832,2792.2041662309944,,212562.768705,0072F1,MEDIUM,182651,02C97B,182651,True
18048,9.820802799978992,4,476,+,42.74058459998923,2706.7523806318986,,212562.9445615,0072F1,MEDIUM,183127,02CB57,183127,True
18536,9.996732900006464,4,488,+,42.916514700016705,2773.828923667968,,212563.1204916,0072F1,MEDIUM,183615,02CD3F,183615,True
19019,10.172972900007153,4,483,+,43.092754700017394,2740.5810258630913,,212563.2967316,0072F1,MEDIUM,184098,02CF22,184098,True
101,0.15034819999709725,5,101,+,43.636398800008465,671.7721348912055,,212563.8403757,00E5E3,FAST,184468,02D094,184468,True
370,0.3259656000009272,5,269,+,43.812016200012295,1531.7388823324652,,212564.0159931,00E5E3,FAST,184737,02D1A1,184737,True
776,0.501892999978736,5,406,+,43.9879435999901,2307.7701372907923,,212564.1919205,00E5E3,FAST,185143,02D337,185143,True
1234,0.6782896999793593,5,458,+,44.16434029999073,2596.4204545684916,,212564.3683172,00E5E3,FAST,185601,02D501,185601,True
1723,0.8536908999958541,5,489,+,44.33974150000722,2787.894267279894,,212564.5437184,00E5E3,FAST,186090,02D6EA,186090,True
2201,1.0298937000043225,5,478,+,44.51594430001569,2712.7832246537923,,212564.7199212,00E5E3,FAST,186568,02D8C8,186568,True
2678,1.205476799979806,5,477,+,44.69152739999117,2716.6623670877384,,212564.8955043,00E5E3,FAST,187045,02DAA5,187045,True
3173,1.3816628999775276,5,495,+,44.867713499988895,2809.529242127507,,212565.0716904,00E5E3,FAST,187540,02DC94,187540,True
3647,1.557282199995825,5,474,+,45.04333280000719,2699.0199821466927,,212565.2473097,00E5E3,FAST,188014,02DE6E,188014,True
4144,1.7332061000051908,5,497,+,45.21925670001656,2825.0851645145485,,212565.4232336,00E5E3,FAST,188511,02E05F,188511,True
4668,1.9091765999910422,5,524,+,45.39522720000241,2977.7718426789233,,212565.5992041,00E5E3,FAST,189035,02E26B,189035,True
5211,2.0850283000036143,5,543,+,45.57107890001498,3087.8291194294934,,212565.7750558,00E5E3,FAST,189578,02E48A,189578,True
5582,2.2612217999994755,5,371,+,45.74727240001084,2105.639538397925,,212565.9512493,0072F1,MEDIUM,189949,02E5FD,189949,True
5782,2.436845299991546,5,200,+,45.92289590000291,1138.7997620422657,,212566.1268728,0072F1,MEDIUM,190149,02E6C5,190149,True
5782,2.613002600002801,5,65634,+,46.09905320001417,,implausible-jump,212566.3030301,0072F1,MEDIUM,255783,03E727,190149,False
5917,2.78894460000447,5,135,+,46.27499520001584,383.4145651384278,,212566.4789721,0072F1,MEDIUM,190284,02E74C,190284,True
5934,2.9647936999972444,5,17,+,46.45084430000861,96.67379588919434,,212566.6548212,0072F1,MEDIUM,190301,02E75D,190301,True
5973,3.1406922999885865,5,39,+,46.626742899999954,221.71864927816156,,212566.8307198,0072F1,MEDIUM,190340,02E784,190340,True
6018,3.3165723999845795,5,45,+,46.80262299999595,255.85612016950864,,212567.0065999,0072F1,MEDIUM,190385,02E7B1,190385,True
6075,3.492354799993336,5,57,+,46.9784054000047,324.2645452397995,,212567.1823823,0072F1,MEDIUM,190442,02E7EA,190442,True
6137,3.668248300004052,5,62,+,47.15429890001542,352.48602134941217,,212567.3582758,0072F1,MEDIUM,190504,02E828,190504,True
6227,3.8441193999897223,5,90,+,47.33017000000109,511.7384266507292,,212567.5341469,0072F1,MEDIUM,190594,02E882,190594,True
6330,4.020134599995799,5,103,+,47.50618520000717,585.1767347163418,,212567.7101621,0072F1,MEDIUM,190697,02E8E9,190697,True
6435,4.19632200000342,5,105,+,47.68237260001479,595.9563509959199,,212567.8863495,0072F1,MEDIUM,190802,02E952,190802,True
6560,4.37230119999731,5,125,+,47.85835180000868,710.3112186232246,,212568.0623287,0072F1,MEDIUM,190927,02E9CF,190927,True
6676,4.547750600002473,5,116,+,48.03380120001384,661.1592857917212,,212568.2377781,0072F1,MEDIUM,191043,02EA43,191043,True
6820,4.7236573999980465,5,144,+,48.209708000009414,818.6153122200154,,212568.4136849,0072F1,MEDIUM,191187,02EAD3,191187,True
7011,4.899671299994225,5,191,+,48.38572190000559,1085.1415712290175,,212568.5896988,0072F1,MEDIUM,191378,02EB92,191378,True
7190,5.0754998000047635,5,179,+,48.56155040001613,1018.0374625801338,,212568.7655273,0072F1,MEDIUM,191557,02EC45,191557,True
7409,5.251427199982572,5,219,+,48.73747779999394,1244.8316750410925,,212568.9414547,0072F1,MEDIUM,191776,02ED20,191776,True
7659,5.427315299981274,5,250,+,48.91336589999264,1421.3582385723982,,212569.1173428,0072F1,MEDIUM,192026,02EE1A,192026,True
7846,5.603255900001386,5,187,+,49.08930650001275,1062.858714694751,,212569.2932834,0072F1,MEDIUM,192213,02EED5,192213,True
8071,5.779488300002413,5,225,+,49.26553890001378,1276.7232359015095,,212569.4695158,0072F1,MEDIUM,192438,02EFB6,192438,True
8358,5.95503660000395,5,287,+,49.44108720001532,1634.8776946144537,,212569.6450641,0072F1,MEDIUM,192725,02F0D5,192725,True
8659,6.13091509998776,5,301,+,49.61696569999913,1711.4087283420538,,212569.8209426,0072F1,MEDIUM,193026,02F202,193026,True
9010,6.306858500000089,5,351,+,49.79290910001146,1994.9597425956513,,212569.996886,0072F1,MEDIUM,193377,02F361,193377,True
9295,6.482758600002853,5,285,+,49.96880920001422,1620.237850891057,,212570.1727861,0072F1,MEDIUM,193662,02F47E,193662,True
9628,6.658654300001217,5,333,+,50.144704900012584,1893.1673713632426,,212570.3486818,0072F1,MEDIUM,193995,02F5CB,193995,True
9969,6.8345606999937445,5,341,+,50.32061130000511,1938.530946085451,,212570.5245882,0072F1,MEDIUM,194336,02F720,194336,True
10310,7.010471299989149,5,341,+,50.496521900000516,1938.4846621460465,,212570.7004988,0072F1,MEDIUM,194677,02F875,194677,True
10691,7.186370299983537,5,381,+,50.672420899994904,2166.015725002166,,212570.8763978,0072F1,MEDIUM,195058,02F9F2,195058,True
11055,7.362525000004098,5,364,+,50.848575600015465,2066.3655296027496,,212571.0525525,0072F1,MEDIUM,195422,02FB5E,195422,True
11423,7.53820499998983,5,368,+,51.0242556000012,2094.717668658283,,212571.2282325,0072F1,MEDIUM,195790,02FCCE,195790,True
11793,7.714118000003509,5,370,+,51.20016860001488,2103.312432686773,,212571.4041455,0072F1,MEDIUM,196160,02FE40,196160,True
12207,7.890386699989904,5,414,+,51.37643730000127,2348.6869763716136,,212571.5804142,0072F1,MEDIUM,196574,02FFDE,196574,True
12572,8.065959100000327,5,365,+,51.552009700011695,2078.9144534011607,,212571.7559866,0072F1,MEDIUM,196939,03014B,196939,True
12940,8.241822799987858,5,368,+,51.727873399999226,2092.5296125698046,,212571.9318503,0072F1,MEDIUM,197307,0302BB,197307,True
13313,8.417779599985806,5,373,+,51.903830199997174,2119.838505839784,,212572.1078071,0072F1,MEDIUM,197680,030430,197680,True
13730,8.593974899995374,5,417,+,52.08002550000674,2366.6919604402456,,212572.2840024,0072F1,MEDIUM,198097,0305D1,198097,True
14158,8.76957819997915,5,428,+,52.25562879999052,2437.3118275085963,,212572.4596057,0072F1,MEDIUM,198525,03077D,198525,True
14550,8.945461099996464,5,392,+,52.43151170000783,2228.7556093367352,,212572.6354886,0072F1,MEDIUM,198917,030905,198917,True
14937,9.121367199986707,5,387,+,52.607417799998075,2200.037406442787,,212572.8113947,0072F1,MEDIUM,199304,030A88,199304,True
15335,9.297464799979934,5,398,+,52.7835153999913,2260.110302555558,,212572.9874923,0072F1,MEDIUM,199702,030C16,199702,True
15744,9.473414199979743,5,409,+,52.95946479999111,2324.531939298714,,212573.1634417,0072F1,MEDIUM,200111,030DAF,200111,True
16164,9.649424899980659,5,420,+,53.135475499992026,2386.2185651089108,,212573.3394524,0072F1,MEDIUM,200531,030F53,200531,True
16538,9.825080399983563,5,374,+,53.31113099999493,2129.1676035980495,,212573.5151079,0072F1,MEDIUM,200905,0310C9,200905,True
16977,10.001005500002066,5,439,+,53.48705610001343,2495.3801359432373,,212573.691033,0072F1,MEDIUM,201344,031280,201344,True
17475,10.177193599985912,5,498,+,53.66324419999728,2826.524606631535,,212573.8672211,0072F1,MEDIUM,201842,031472,201842,True
95,0.1502799000008963,6,95,+,54.20680829999037,632.1520519715893,,212574.4107852,00E5E3,FAST,202198,0315D6,202198,True
321,0.32601050002267584,6,226,+,54.38253890001215,1286.0594567593248,,212574.5865158,00E5E3,FAST,202424,0316B8,202424,True
321,0.5019874000281561,6,8515,+,54.55851580001763,,implausible-jump,212574.7624927,00E5E3,FAST,210939,0337FB,202424,False
1076,0.6777766000013798,6,755,+,54.734304999990854,2146.3125640751277,,212574.9382819,00E5E3,FAST,203179,0319AB,203179,True
1531,0.8541305000253487,6,455,+,54.91065890001482,2580.039340996481,,212575.1146358,00E5E3,FAST,203634,031B72,203634,True
2040,1.0295815000135917,6,509,+,55.086109900003066,2901.094892785497,,212575.2900868,00E5E3,FAST,204143,031D6F,204143,True
2507,1.20595420000609,6,467,+,55.262482599995565,2647.8020692537043,,212575.4664595,00E5E3,FAST,204610,031F42,204610,True
3016,1.3817875000240747,6,509,+,55.43831590001355,2894.7872783365747,,212575.6422928,00E5E3,FAST,205119,03213F,205119,True
3537,1.5573645000113174,6,521,+,55.61389290000079,2967.3590506607093,,212575.8178698,00E5E3,FAST,205640,032348,205640,True
4060,1.73327030002838,6,523,+,55.789798700017855,2973.1822370227123,,212575.9937756,00E5E3,FAST,206163,032553,206163,True
4557,1.9094966000120621,6,497,+,55.96602500000154,2820.237388210615,,212576.1700019,00E5E3,FAST,206660,032744,206660,True
5076,2.0850517000071704,6,519,+,56.141580099996645,2956.3367855132747,,212576.345557,00E5E3,FAST,207179,03294B,207179,True
5372,2.261225300026126,6,296,+,56.3177537000156,1680.1609319906686,,212576.5217306,0072F1,MEDIUM,207475,032A73,207475,True
5376,2.436889400007203,6,4,+,56.49341779999668,22.770731187709327,,212576.6973947,0072F1,MEDIUM,207479,032A77,207479,True
5376,2.6127982000180054,6,0,+,56.66932660000748,0.0,,212576.8733035,0072F1,MEDIUM,207479,032A77,207479,True
5376,2.788721800025087,6,,+,56.84525020001456,,malformed-outside-modulus,212577.0492271,0072F1,MEDIUM,1256055,132A77,207479,False
5376,2.964611400006106,6,0,+,57.02113979999558,0.0,,212577.2251167,0072F1,MEDIUM,207479,032A77,207479,True
5376,3.1405418000067584,6,0,+,57.19707019999623,0.0,,212577.4010471,0072F1,MEDIUM,207479,032A77,207479,True
5376,3.3168991000275128,6,0,+,57.37342750001699,0.0,,212577.5774044,0072F1,MEDIUM,207479,032A77,207479,True
5376,3.4923706000263337,6,0,+,57.54889900001581,0.0,,212577.7528759,0072F1,MEDIUM,207479,032A77,207479,True
5376,3.6686837000015657,6,0,+,57.72521209999104,0.0,,212577.929189,0072F1,MEDIUM,207479,032A77,207479,True
5376,3.844180400017649,6,0,+,57.90070880000712,0.0,,212578.1046857,0072F1,MEDIUM,207479,032A77,207479,True
5376,4.020077200024389,6,0,+,58.07660560001386,0.0,,212578.2805825,0072F1,MEDIUM,207479,032A77,207479,True
5376,4.195983700017678,6,0,+,58.25251210000715,0.0,,212578.456489,0072F1,MEDIUM,207479,032A77,207479,True
5376,4.371890800015535,6,0,+,58.42841920000501,0.0,,212578.6323961,0072F1,MEDIUM,207479,032A77,207479,True
5376,4.5480310000129975,6,0,+,58.60455940000247,0.0,,212578.8085363,0072F1,MEDIUM,207479,032A77,207479,True
5376,4.723714100022335,6,0,+,58.78024250001181,0.0,,212578.9842194,0072F1,MEDIUM,207479,032A77,207479,True
5376,4.899952100007795,6,0,+,58.95648049999727,0.0,,212579.1604574,0072F1,MEDIUM,207479,032A77,207479,True
5376,5.0755183000001125,6,0,+,59.13204669998959,0.0,,212579.3360236,0072F1,MEDIUM,207479,032A77,207479,True
5376,5.2515866000030655,6,0,+,59.30811499999254,0.0,,212579.5120919,0072F1,MEDIUM,207479,032A77,207479,True
5376,5.427361200010637,6,0,+,59.48388960000011,0.0,,212579.6878665,0072F1,MEDIUM,207479,032A77,207479,True
5376,5.603764100000262,6,0,+,59.66029249998974,0.0,,212579.8642694,0072F1,MEDIUM,207479,032A77,207479,True
5376,5.779610900004627,6,0,+,59.8361392999941,0.0,,212580.0401162,0072F1,MEDIUM,207479,032A77,207479,True
5376,5.9551107000152115,6,0,+,60.011639100004686,0.0,,212580.215616,0072F1,MEDIUM,207479,032A77,207479,True
5376,6.1309734000242315,6,0,+,60.187501800013706,0.0,,212580.3914787,0072F1,MEDIUM,207479,032A77,207479,True
5376,6.3072605000052135,6,0,+,60.36378889999469,0.0,,212580.5677658,0072F1,MEDIUM,207479,032A77,207479,True
5376,6.482797400007257,6,0,+,60.53932579999673,0.0,,212580.7433027,0072F1,MEDIUM,207479,032A77,207479,True
5376,6.659219500026666,6,0,+,60.71574790001614,0.0,,212580.9197248,0072F1,MEDIUM,207479,032A77,207479,True
5376,6.835005600005388,6,0,+,60.89153399999486,0.0,,212581.0955109,0072F1,MEDIUM,207479,032A77,207479,True
5376,7.010536600020714,6,0,+,61.06706500001019,0.0,,212581.2710419,0072F1,MEDIUM,207479,032A77,207479,True
5376,7.186466700019082,6,,+,61.24299510000856,,malformed-outside-modulus,212581.446972,0072F1,MEDIUM,2304631,232A77,207479,False
5376,7.362503200012725,6,0,+,61.4190316000022,0.0,,212581.6230085,0072F1,MEDIUM,207479,032A77,207479,True
5376,7.538297400024021,6,0,+,61.594825800013496,0.0,,212581.7988027,0072F1,MEDIUM,207479,032A77,207479,True
5376,7.7143241000012495,6,0,+,61.770852499990724,0.0,,212581.9748294,0072F1,MEDIUM,207479,032A77,207479,True
5376,7.8901996000204235,6,0,+,61.9467280000099,0.0,,212582.1507049,0072F1,MEDIUM,207479,032A77,207479,True
5376,8.06600220000837,6,0,+,62.122530599997845,0.0,,212582.3265075,0072F1,MEDIUM,207479,032A77,207479,True
5376,8.24223350000102,6,0,+,62.298761899990495,0.0,,212582.5027388,0072F1,MEDIUM,207479,032A77,207479,True
5376,8.418309500004398,6,0,+,62.47483789999387,0.0,,212582.6788148,0072F1,MEDIUM,207479,032A77,207479,True
5376,8.594013500027359,6,0,+,62.65054190001683,0.0,,212582.8545188,0072F1,MEDIUM,207479,032A77,207479,True
5376,8.770057600020664,6,0,+,62.82658600001014,0.0,,212583.0305629,0072F1,MEDIUM,207479,032A77,207479,True
5376,8.946269100008067,6,0,+,63.00279749999754,0.0,,212583.2067744,0072F1,MEDIUM,207479,032A77,207479,True
5376,9.121494999999413,6,0,+,63.17802339998889,0.0,,212583.3820003,0072F1,MEDIUM,207479,032A77,207479,True
5376,9.29741020000074,6,0,+,63.353938599990215,0.0,,212583.5579155,0072F1,MEDIUM,207479,032A77,207479,True
5376,9.47334480000427,6,0,+,63.529873199993744,0.0,,212583.7338501,0072F1,MEDIUM,207479,032A77,207479,True
5376,9.649204800021835,6,0,+,63.70573320001131,0.0,,212583.9097101,0072F1,MEDIUM,207479,032A77,207479,True
5376,9.825142000016058,6,0,+,63.88167040000553,0.0,,212584.0856473,0072F1,MEDIUM,207479,032A77,207479,True
5376,10.00149340002099,6,0,+,64.05802180001047,0.0,,212584.2619987,0072F1,MEDIUM,207479,032A77,207479,True
5376,10.176943600003142,6,0,+,64.23347199999262,0.0,,212584.4374489,0072F1,MEDIUM,207479,032A77,207479,True
93,0.15012950001982972,7,93,+,64.77723030000925,619.4631319748653,,212584.9812072,00E5E3,FAST,207572,032AD4,207572,True
371,0.3261546000139788,7,278,+,64.9532554000034,1579.3202219981156,,212585.1572323,00E5E3,FAST,207850,032BEA,207850,True
750,0.5018079000001308,7,379,+,65.12890869998955,2157.6594349771926,,212585.3328856,00E5E3,FAST,208229,032D65,208229,True
1172,0.677902900002664,7,422,+,65.30500369999208,2396.4337431155304,,212585.5089806,00E5E3,FAST,208651,032F0B,208651,True
1661,0.8537249000219163,7,489,+,65.48082570001134,2781.22191731669,,212585.6848026,00E5E3,FAST,209140,0330F4,209140,True
2157,1.0295805000059772,7,496,+,65.6566812999954,2820.4959071246863,,212585.8606582,00E5E3,FAST,209636,0332E4,209636,True
2650,1.2057974000053946,7,493,+,65.83289819999482,2797.6885304509956,,212586.0368751,00E5E3,FAST,210129,0334D1,210129,True
3105,1.3817657000035979,7,455,+,66.00886649999302,2585.6929913208555,,212586.2128434,00E5E3,FAST,210584,033698,210584,True
3609,1.5572986000042874,7,504,+,66.18439939999371,2871.2566134213025,,212586.3883763,00E5E3,FAST,211088,033890,211088,True
4140,1.7336803000071086,7,531,+,66.36078109999653,3010.516397061072,,212586.564758,00E5E3,FAST,211619,033AA3,211619,True
4674,1.9093603000219446,7,534,+,66.53646110001137,3039.6174860821056,,212586.740438,00E5E3,FAST,212153,033CB9,212153,True
5158,2.0853911000012886,7,484,+,66.71249189999071,2749.518834526651,,212586.9164688,00E5E3,FAST,212637,033E9D,212637,True
5546,2.2612586000177544,7,388,+,66.88835940000718,2206.2063767533687,,212587.0923363,0072F1,MEDIUM,213025,034021,213025,True
5723,2.437211300013587,7,177,+,67.06431210000301,1005.9521678507479,,212587.268289,0072F1,MEDIUM,213202,0340D2,213202,True
5800,2.613118700013729,7,77,+,67.24021950000315,437.73030583101036,,212587.4441964,0072F1,MEDIUM,213279,03411F,213279,True
5835,2.7886873000243213,7,35,+,67.41578810001374,199.35227596442851,,212587.619765,0072F1,MEDIUM,213314,034142,213314,True
5858,2.9646503000112716,7,23,+,67.59175110000069,130.70929685050672,,212587.795728,0072F1,MEDIUM,213337,034159,213337,True
5905,3.1407679000112694,7,47,+,67.76786870000069,266.867138775458,,212587.9718456,0072F1,MEDIUM,213384,034188,213384,True
5942,3.3167880000255536,7,37,+,67.94388880001497,210.20326654170407,,212588.1478657,0072F1,MEDIUM,213421,0341AD,213421,True
5985,3.4922383000084665,7,43,+,68.11933909999789,245.08365049354595,,212588.323316,0072F1,MEDIUM,213464,0341D8,213464,True
6048,3.668300100020133,7,63,+,68.29540090000955,357.8288986925352,,212588.4993778,0072F1,MEDIUM,213527,034217,213527,True
6124,3.8444769000052474,7,76,+,68.47157769999467,431.3848361783242,,212588.6755546,0072F1,MEDIUM,213603,034263,213603,True
6209,4.0199330000032205,7,85,+,68.64703379999264,484.4516662628541,,212588.8510107,0072F1,MEDIUM,213688,0342B8,213688,True
6313,4.195928900007857,7,104,+,68.82302969999728,590.9228567100722,,212589.0270066,0072F1,MEDIUM,213792,034320,213792,True
6419,4.3717918000184,7,106,+,68.99889260000782,602.7422497504892,,212589.2028695,0072F1,MEDIUM,213898,03438A,213898,True
6544,4.547657200018875,7,125,+,69.1747580000083,710.7708508874522,,212589.3787349,0072F1,MEDIUM,214023,034407,214023,True
6651,4.723600400000578,7,107,+,69.35070119999,608.150812370854,,212589.5546781,0072F1,MEDIUM,214130,034472,214130,True
6814,4.899448000011034,7,163,+,69.52654880000046,926.9390084954667,,212589.7305257,0072F1,MEDIUM,214293,034515,214293,True
7018,5.07573810001486,7,204,+,69.70283890000428,1157.1835287153006,,212589.9068158,0072F1,MEDIUM,214497,0345E1,214497,True
7227,5.251281900011236,7,209,+,69.87838270000066,1190.5860531919363,,212590.0823596,0072F1,MEDIUM,214706,0346B2,214706,True
7457,5.427179100021021,7,230,+,70.05427990001044,1307.581928462787,,212590.2582568,0072F1,MEDIUM,214936,034798,214936,True
7728,5.603098999999929,7,271,+,70.23019979998935,1540.4738180984186,,212590.4341767,0072F1,MEDIUM,215207,0348A7,215207,True
7965,5.779207600018708,7,237,+,70.40630840000813,1345.7605135395331,,212590.6102853,0072F1,MEDIUM,215444,034994,215444,True
8210,5.955153600021731,7,245,+,70.58225440001115,1392.4726904606553,,212590.7862313,0072F1,MEDIUM,215689,034A89,215689,True
8437,6.130815200012876,7,227,+,70.7579160000023,1292.2573858569172,,212590.9618929,0072F1,MEDIUM,215916,034B6C,215916,True
8731,6.306694600003539,7,294,+,70.93379539999296,1671.5999714327422,,212591.1377723,0072F1,MEDIUM,216210,034C92,216210,True
9075,6.482977900013793,7,344,+,71.11007870000321,1951.4043586657904,,212591.3140556,0072F1,MEDIUM,216554,034DEA,216554,True
9380,6.658995900012087,7,305,+,71.28609670000151,1732.777329608088,,212591.4900736,0072F1,MEDIUM,216859,034F1B,216859,True
9729,6.834438600024441,7,349,+,71.46153940001386,1989.2534712212273,,212591.6655163,0072F1,MEDIUM,217208,035078,217208,True
10115,7.010472200025106,7,386,+,71.63757300001453,2192.763199744496,,212591.8415499,0072F1,MEDIUM,217594,0351FA,217594,True
10535,7.186662400024943,7,420,+,71.81376320001436,2383.7875205339915,,212592.0177401,0072F1,MEDIUM,218014,03539E,218014,True
10926,7.36265930000809,7,391,+,71.98976009999751,2221.630040287305,,212592.193737,0072F1,MEDIUM,218405,035525,218405,True
11337,7.538070400012657,7,411,+,72.16517120000208,2343.067228865788,,212592.3691481,0072F1,MEDIUM,218816,0356C0,218816,True
11738,7.714504300005501,7,401,+,72.34160509999492,2272.805849761661,,212592.545582,0072F1,MEDIUM,219217,035851,219217,True
12137,7.889867000019876,7,399,+,72.5169678000093,2275.284310559158,,212592.7209447,0072F1,MEDIUM,219616,0359E0,219616,True
12534,8.06578270002501,7,397,+,72.69288350001443,2256.7627561861304,,212592.8968604,0072F1,MEDIUM,220013,035B6D,220013,True
12958,8.242128200014122,7,424,+,72.86922900000354,2404.3709651007894,,212593.0732059,0072F1,MEDIUM,220437,035D15,220437,True
13383,8.417808300000615,7,425,+,73.04490909999004,2419.1698435547014,,212593.248886,0072F1,MEDIUM,220862,035EBE,220862,True
13825,8.594011800014414,7,442,+,73.22111260000383,2508.463225562415,,212593.4250895,0072F1,MEDIUM,221304,036078,221304,True
14242,8.76951640000334,7,417,+,73.39661719999276,2376.0060991353585,,212593.6005941,0072F1,MEDIUM,221721,036219,221721,True
14699,8.945364700019127,7,457,+,73.57246550000855,2598.8309239212044,,212593.7764424,0072F1,MEDIUM,222178,0363E2,222178,True
15136,9.121247500006575,7,437,+,73.748348299996,2484.6090693984056,,212593.9523252,0072F1,MEDIUM,222615,036597,222615,True
15574,9.297196500003338,7,438,+,73.92429729999276,2489.3577116554156,,212594.1282742,0072F1,MEDIUM,223053,03674D,223053,True
16072,9.473206700000446,7,498,+,74.10030749998987,2829.3814790744023,,212594.3042844,0072F1,MEDIUM,223551,03693F,223551,True
16544,9.649016500014113,7,472,+,74.27611730000353,2684.719509170183,,212594.4800942,0072F1,MEDIUM,224023,036B17,224023,True
17044,9.824898500024574,7,500,+,74.451999300014,2842.815069025042,,212594.6559762,0072F1,MEDIUM,224523,036D0B,224523,True
17479,10.000771800026996,7,435,+,74.62787260001642,2473.371455439848,,212594.8318495,0072F1,MEDIUM,224958,036EBE,224958,True
17957,10.17701010001474,7,478,+,74.80411090000416,2712.2367841339806,,212595.0080878,0072F1,MEDIUM,225436,03709C,225436,True
103,0.15029669998330064,8,103,+,75.34773639999912,685.3088414743261,,212595.5517133,00E5E3,FAST,225854,03723E,225854,True
386,0.3259840999962762,8,283,+,75.5234238000121,1610.8155734509064,,212595.7274007,00E5E3,FAST,226137,037359,226137,True
788,0.5018814999784809,8,402,+,75.6993211999943,2285.4232071688944,,212595.9032981,00E5E3,FAST,226539,0374EB,226539,True
1192,0.678215399995679,8,404,+,75.8756551000115,2291.1079489570475,,212596.079632,00E5E3,FAST,226943,03767F,226943,True
1615,0.8537011999869719,8,423,+,76.05114090000279,2410.4514440540947,,212596.2551178,00E5E3,FAST,227366,037826,227366,True
2112,1.0296230999811087,8,497,+,76.22706279999693,2825.117282251751,,212596.4310397,00E5E3,FAST,227863,037A17,227863,True
2590,1.205549299978884,8,478,+,76.4029889999947,2717.0483987379066,,212596.6069659,00E5E3,FAST,228341,037BF5,228341,True
3074,1.381436499999836,8,484,+,76.57887620001566,2751.763629998912,,212596.7828531,00E5E3,FAST,228825,037DD9,228825,True
3563,1.5573530999827199,8,489,+,76.75479279999854,2779.7263023931705,,212596.9587697,00E5E3,FAST,229314,037FC2,229314,True
4064,1.733702199999243,8,501,+,76.93114190001506,2840.955808411035,,212597.1351188,00E5E3,FAST,229815,0381B7,229815,True
4591,1.9095556999964174,8,527,+,77.10699540001224,2996.8126878820603,,212597.3109723,00E5E3,FAST,230342,0383C6,230342,True
5110,2.0853195999807213,8,519,+,77.28275929999654,2952.8247839650116,,212597.4867362,00E5E3,FAST,230861,0385CD,230861,True
5510,2.261484399990877,8,400,+,77.4589241000067,2270.601164233377,,212597.662901,0072F1,MEDIUM,231261,03875D,231261,True
5739,2.4372825999744236,8,229,+,77.63472229999024,1302.6299474137552,,212597.8386992,0072F1,MEDIUM,231490,038842,231490,True
5852,2.613271199981682,8,113,+,77.8107108999975,642.0870442479769,,212598.0146878,0072F1,MEDIUM,231603,0388B3,231603,True
5906,2.789072399988072,8,54,+,77.98651210000389,307.1651387933485,,212598.190489,0072F1,MEDIUM,231657,0388E9,231657,True
5949,2.9646034999750555,8,43,+,78.16204319999088,244.97083424640232,,212598.3660201,0072F1,MEDIUM,231700,038914,231700,True
