cumulative_progress,cycle_elapsed_s,cycle_index,delta_counts,direction,elapsed_s,instant_cps,invalid_reason,monotonic_s,payload_hex,phase,raw_position,rx_bytes_hex,unwrapped_position,valid
6563,4.371910799993202,2,90,+,17.3448958999943,512.0522884781634,,260368.0280281,0072F1,MEDIUM,178676,02B9F4,178676,True
6696,4.548034999985248,2,133,+,17.521020099986345,755.1489233507186,,260368.2041523,0072F1,MEDIUM,178809,02BA79,178809,True
6875,4.724072399985744,2,179,+,17.69705749998684,1016.8293782997011,,260368.3801897,0072F1,MEDIUM,178988,02BB2C,178988,True
7027,4.899650899984408,2,152,+,17.872635999985505,865.7096398542884,,260368.5557682,0072F1,MEDIUM,179140,02BBC4,179140,True
7189,5.0758969000016805,2,162,+,18.048882000002777,919.1697966712652,,260368.7320142,0072F1,MEDIUM,179302,02BC66,179302,True
7373,5.251417799998308,2,184,+,18.224402899999404,1048.3082071909146,,260368.9075351,0072F1,MEDIUM,179486,02BD1E,179486,True
7624,5.4276626999781,2,251,+,18.400647799979197,1424.1546849229599,,260369.08378,0072F1,MEDIUM,179737,02BE19,179737,True
7915,5.603250199987087,2,291,+,18.576235299988184,1657.2933721654758,,260369.2593675,0072F1,MEDIUM,180028,02BF3C,180028,True
8198,5.779188099986641,2,283,+,18.752173199987737,1608.5220978579287,,260369.4353054,0072F1,MEDIUM,180311,02C057,180311,True
8470,5.955124500003876,2,272,+,18.928109600004973,1546.013218261564,,260369.6112418,0072F1,MEDIUM,180583,02C167,180583,True
8731,6.130985600000713,2,261,+,19.10397070000181,1484.1258243278048,,260369.7871029,0072F1,MEDIUM,180844,02C26C,180844,True
9025,6.30691630000365,2,294,+,19.279901400004746,1671.1125459916464,,260369.9630336,0072F1,MEDIUM,181138,02C392,181138,True
9319,6.482862699980615,2,294,+,19.45584779998171,1670.9634299905572,,260370.13898,0072F1,MEDIUM,181432,02C4B8,181432,True
9647,6.658724299981259,2,328,+,19.631709399982356,1865.1030128168895,,260370.3148416,0072F1,MEDIUM,181760,02C600,181760,True
9963,6.8346084999793675,2,316,+,19.807593599980464,1796.6366507247271,,260370.4907258,0072F1,MEDIUM,182076,02C73C,182076,True
10310,7.0105057999899145,2,347,+,19.98349089999101,1972.7420487932072,,260370.6666231,0072F1,MEDIUM,182423,02C897,182423,True
10683,7.186427999986336,2,373,+,20.159413099987432,2120.255431137106,,260370.8425453,0072F1,MEDIUM,182796,02CA0C,182796,True
11030,7.362355099990964,2,347,+,20.33534019999206,1972.4078893523006,,260371.0184724,0072F1,MEDIUM,183143,02CB67,183143,True
11340,7.538247399992542,2,310,+,20.51123249999364,1762.44213076535,,260371.1943647,0072F1,MEDIUM,183453,02CC9D,183453,True
11679,7.714164699980756,2,339,+,20.687149799981853,1927.0418544549755,,260371.370282,0072F1,MEDIUM,183792,02CDF0,183792,True
12044,7.890111999993678,2,365,+,20.863097099994775,2074.484802967671,,260371.5462293,0072F1,MEDIUM,184157,02CF5D,184157,True
12454,8.066433800006052,2,410,+,21.03941890000715,2325.2938659384495,,260371.7225511,0072F1,MEDIUM,184567,02D0F7,184567,True
12816,8.241887099982705,2,362,+,21.2148721999838,2063.2270812128995,,260371.8980044,0072F1,MEDIUM,184929,02D261,184929,True
13219,8.417780699994182,2,403,+,21.39076579999528,2291.157836178825,,260372.073898,0072F1,MEDIUM,185332,02D3F4,185332,True
13631,8.593702399986796,2,412,+,21.566687499987893,2341.950993068496,,260372.2498197,0072F1,MEDIUM,185744,02D590,185744,True
14036,8.769633299991256,2,405,+,21.742618399992352,2302.040175942566,,260372.4257506,0072F1,MEDIUM,186149,02D725,186149,True
14468,8.94568750000326,2,432,+,21.918672600004356,2453.7897986560088,,260372.6018048,0072F1,MEDIUM,186581,02D8D5,186581,True
14905,9.121695199981332,2,437,+,22.09468029998243,2482.8459212548278,,260372.7778125,0072F1,MEDIUM,187018,02DA8A,187018,True
15351,9.29740710000624,2,446,+,22.270392200007336,2538.245844116296,,260372.9535244,0072F1,MEDIUM,187464,02DC48,187464,True
15772,9.47334850000334,2,421,+,22.446333600004436,2392.8421622593582,,260373.1294658,0072F1,MEDIUM,187885,02DDED,187885,True
16213,9.649665599979926,2,441,+,22.622650699981023,2501.1754393564893,,260373.3057829,0072F1,MEDIUM,188326,02DFA6,188326,True
16666,9.82542619999731,2,453,+,22.798411299998406,2577.369444319124,,260373.4815435,0072F1,MEDIUM,188779,02E16B,188779,True
17139,10.001155899983132,2,473,+,22.97414099998423,2691.633799170887,,260373.6572732,0072F1,MEDIUM,189252,02E344,189252,True
17621,10.176947100000689,2,482,+,23.149932200001786,2741.889241053374,,260373.8330644,0072F1,MEDIUM,189734,02E526,189734,True
131,0.15015780000248924,3,131,+,23.693733499996597,872.4126471497538,,260374.3768657,00E5E3,FAST,190178,02E6E2,190178,True
385,0.3262576000124682,3,254,+,23.869833300006576,1442.3639321884905,,260374.5529655,00E5E3,FAST,190432,02E7E0,190432,True
721,0.5020329999970272,3,336,+,24.045608699991135,1911.5302825623828,,260374.7287409,00E5E3,FAST,190768,02E930,190768,True
1136,0.6782601999875624,3,415,+,24.22183589998167,2354.9145649609645,,260374.9049681,00E5E3,FAST,191183,02EACF,191183,True
1589,0.8537226000044029,3,453,+,24.39729829999851,2581.7497079518002,,260375.0804305,00E5E3,FAST,191636,02EC94,191636,True
2020,1.0297325999999885,3,431,+,24.573308299994096,2448.724504350945,,260375.2564405,00E5E3,FAST,192067,02EE43,192067,True
2517,1.205920000007609,3,497,+,24.749495700001717,2820.8600613806875,,260375.4326279,00E5E3,FAST,192564,02F034,192564,True
2995,1.3818188000004739,3,478,+,24.92539449999458,2717.4716372106536,,260375.6085267,00E5E3,FAST,193042,02F212,193042,True
3470,1.5574883999943268,3,475,+,25.101064099988434,2703.9396686542314,,260375.7841963,00E5E3,FAST,193517,02F3ED,193517,True
3958,1.7332437000004575,3,488,+,25.276819399994565,2776.587676064264,,260375.9599516,00E5E3,FAST,194005,02F5D5,194005,True
4439,1.9093952999974135,3,481,+,25.45297099999152,2730.602503799635,,260376.1361032,00E5E3,FAST,194486,02F7B6,194486,True
4939,2.085234500002116,3,500,+,25.628810199996224,2843.507022248899,,260376.3119424,00E5E3,FAST,194986,02F9AA,194986,True
5286,2.261674100009259,3,347,+,25.805249800003367,1966.678682030294,,260376.488382,0072F1,MEDIUM,195333,02FB05,195333,True
5489,2.4373141000105534,3,203,+,25.98088980000466,1155.7731723895686,,260376.664022,0072F1,MEDIUM,195536,02FBD0,195536,True
5591,2.6130048999912106,3,102,+,26.15658059998532,580.5654024640435,,260376.8397128,0072F1,MEDIUM,195638,02FC36,195638,True
5662,2.7889049999939743,3,71,+,26.332480699988082,403.63820145005275,,260377.0156129,0072F1,MEDIUM,195709,02FC7D,195709,True
5692,2.9647136999992654,3,30,+,26.508289399993373,170.64001951608276,,260377.1914216,0072F1,MEDIUM,195739,02FC9B,195739,True
5749,3.140854199999012,3,57,+,26.68442989999312,323.6053037210748,,260377.3675621,0072F1,MEDIUM,195796,02FCD4,195796,True
5812,3.316826599999331,3,63,+,26.86040229999344,358.01068803906657,,260377.5435345,0072F1,MEDIUM,195859,02FD13,195859,True
5863,3.4925029999867547,3,51,+,27.036078699980862,290.30649537246296,,260377.7192109,0072F1,MEDIUM,195910,02FD46,195910,True
5914,3.6684306999959517,3,51,+,27.21200639999006,289.8918134968732,,260377.8951386,0072F1,MEDIUM,195961,02FD79,195961,True
5986,3.8445272000099067,3,72,+,27.388102900004014,408.8667292893061,,260378.0712351,0072F1,MEDIUM,196033,02FDC1,196033,True
6097,4.02044679998653,3,111,+,27.564022499980638,630.9700568597809,,260378.2471547,0072F1,MEDIUM,196144,02FE30,196144,True
6230,4.196043500007363,3,133,+,27.73961920000147,757.4174229027127,,260378.4227514,0072F1,MEDIUM,196277,02FEB5,196277,True
6354,4.371946500003105,3,124,+,27.915522199997213,704.9339693069568,,260378.5986544,0072F1,MEDIUM,196401,02FF31,196401,True
6485,4.548152900009882,3,131,+,28.09172860000399,743.4463220119242,,260378.7748608,0072F1,MEDIUM,196532,02FFB4,196532,True
6618,4.7241505999991205,3,133,+,28.267726299993228,755.6916937444761,,260378.9508585,0072F1,MEDIUM,196665,030039,196665,True
6793,4.899899000010919,3,175,+,28.443474700005027,995.7416396863464,,260379.1266069,0072F1,MEDIUM,196840,0300E8,196840,True
6987,5.075656300003175,3,194,+,28.619231999997282,1103.7948353129455,,260379.3023642,0072F1,MEDIUM,197034,0301AA,197034,True
