commanded_progress_counts,counts_per_s,degrees_per_s,direction,end_raw,first_half_cps,half_rate_ratio,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_progress_counts,reliability_reason,run_label,run_status,sample_seconds,second_half_cps,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,trial_index,trial_reliable,trials_requested,warmup_seconds
90,-11.779601920392308,-0.004003157370843809,-,11837,6.4716990040804,0.37817738174619825,0,,,0,11927,-90,7.640326100001403,20,start,8.0,00001F,1,3,11927,90,motion-not-stable,az-postswap-reliable-start-minus-1f-confirm-r4,completed,0.18,17.112866386133256,1.0,half-rate-ratio-below-0.5,False,11927,002E97,,,1,False,2,
98,-12.256222145658498,-0.004165131075962364,-,11739,6.498980161080953,0.4563066852030756,0,,,0,11835,-96,7.832756200001313,20,start,8.0,00001F,1,3,11927,98,motion-not-stable,az-postswap-reliable-start-minus-1f-confirm-r4,completed,0.18,14.242570560167522,1.0,half-rate-ratio-below-0.5,False,11837,002E3D,,,2,False,2,
