timestamp,elapsed_s,rx_bytes_hex,reply_kind,raw_position,unwrapped_position,delta_counts,instant_cps,window_slope_cps,commanded_payload,motion_state,valid_position,note
194676.7314978,3.694042100018123,014D5B,valid,85339,85339,328,1864.5050535592554,1859.3090510167247,0072F1,moving-transient,True,
194676.9074172,3.8699615000223275,014E98,valid,85656,85656,317,1801.961580089654,1853.1041939670547,0072F1,moving-transient,True,
194677.0833214,4.045865699998103,014FDB,valid,85979,85979,323,1836.2267645939187,1834.7696908897392,0072F1,moving-transient,True,
194677.2592423,4.221786600013729,015123,valid,86307,86307,328,1864.474317553318,1820.1226272817535,0072F1,moving-transient,True,
194677.4351786,4.397722900001099,015283,valid,86659,86659,352,2000.7241258641272,1862.3937880927047,0072F1,moving-transient,True,
194677.6110218,4.573566100007156,015402,valid,87042,87042,383,2178.0768320117486,1925.014863353751,0072F1,moving-transient,True,
194677.7869236,4.749467900022864,0155A4,valid,87460,87460,418,2376.3258816150355,2040.2543226693188,0072F1,moving-transient,True,
194677.9628344,4.925378700019792,015737,valid,87863,87863,403,2290.9338142231127,2154.159283516197,0072F1,moving-transient,True,
194678.1387552,5.1012995000055525,0158D2,valid,88274,88274,411,2336.2785982855166,2252.116168517382,0072F1,moving-transient,True,
194678.3146596,5.277203900011955,015A65,valid,88677,88677,403,2291.0171660591336,2304.713867579215,0072F1,moving-transient,True,
194678.4905425,5.453086800000165,015BF3,valid,89075,89075,398,2262.869215976537,2310.8040219421614,0072F1,moving-transient,True,
194678.666467,5.629011300014099,015D7F,valid,89471,89471,396,2250.9656129114137,2289.196587535445,0072F1,moving-transient,True,
194678.8423839,5.804928199999267,015F48,valid,89928,89928,457,2597.817492455418,2324.92281977969,0072F1,moving-transient,True,
194679.0183257,5.980869999999413,016109,valid,90377,90377,449,2551.98025710563,2381.702094820985,0072F1,moving-transient,True,
194679.1941993,6.15674360000412,0162D1,valid,90833,90833,456,2592.7711719541594,2459.4918046968824,0072F1,moving-transient,True,
194679.3701563,6.332700600003591,016496,valid,91286,91286,453,2574.492631730263,2531.9914964584245,0072F1,moving-transient,True,
194679.5460068,6.5085511000070255,016684,valid,91780,91780,494,2809.2044093724567,2610.893988021658,0072F1,moving-transient,True,
194679.7219319,6.684476200025529,016879,valid,92281,92281,501,2847.802843069617,2668.1305342775277,0072F1,moving-transient,True,
194679.8978623,6.860406599997077,016A4F,valid,92751,92751,470,2671.511007057385,2713.7772025122426,0072F1,moving-transient,True,
194680.0737701,7.036314400000265,016C2A,valid,93226,93226,475,2700.278213879045,2738.5533579327916,0072F1,moving-transient,True,
194680.2496944,7.212238700012676,016E11,valid,93713,93713,487,2768.236110450017,2751.8659206316693,0072F1,moving-transient,True,
194680.4255942,7.388138500013156,016FF6,valid,94198,94198,485,2757.2515716258804,2738.4501895657463,0072F1,moving-transient,True,
194680.6015059,7.564050200016936,0171DD,valid,94685,94685,487,2768.434390603548,2736.401710830162,0072F1,moving-transient,True,
194680.7773998,7.739944100001594,0173D7,valid,95191,95191,506,2876.7342133191405,2771.246776381946,0072F1,moving-transient,True,
194680.953316,7.915860300010536,0175E5,valid,95717,95717,526,2990.0600397988555,2822.2646653030515,0072F1,moving-transient,True,
194681.1292376,8.091781900002388,0177F9,valid,96249,96249,532,3024.0743605369603,2881.866855224271,0072F1,moving-transient,True,
194681.3051326,8.267676900024526,0179F3,valid,96755,96755,506,2876.716222384471,2924.0829058902623,0072F1,moving-transient,True,
194681.4810694,8.443613700015703,017C01,valid,97281,97281,526,2989.7099414470254,2956.6652094459073,0072F1,moving-transient,True,
194681.6569385,8.619482800015248,017E1C,valid,97820,97820,539,3064.7794297087667,2979.283558138035,0072F1,moving-transient,True,
194681.8328687,8.795413000014378,01803C,valid,98364,98364,544,3092.135403715178,3000.583091000509,0072F1,moving-transient,True,
194682.0087607,8.971305000013672,018247,valid,98887,98887,523,2973.415504980892,3013.955684790121,0072F1,moving-transient,True,
194682.1846731,9.147217400022782,018477,valid,99447,99447,560,3183.4026479713616,3057.1539345785277,0072F1,moving-transient,True,
194682.3605699,9.323114200000418,01867F,valid,99967,99967,520,2956.278909372509,3059.1571236551817,0072F1,moving-transient,True,
194682.5364707,9.499015000008512,018892,valid,100498,100498,531,3018.7469299489626,3046.9363180206424,0072F1,moving-transient,True,
194682.7123847,9.674929000000702,018ABE,valid,101054,101054,556,3160.635310576104,3054.1178482862397,0072F1,moving-transient,True,
194682.8882738,9.850818100007018,018CFC,valid,101628,101628,574,3263.4199616655533,3095.3766923694375,0072F1,moving-transient,True,
