timestamp,elapsed_s,rx_bytes_hex,reply_kind,raw_position,unwrapped_position,delta_counts,instant_cps,window_slope_cps,commanded_payload,motion_state,valid_position,note
194673.0374557,0.0,013E29,valid-start,81449,81449,0,,,0072F1,waiting-for-breakaway,True,start
194673.2133581,0.17590240002027713,013E53,valid,81491,81491,42,238.76809308543795,,0072F1,moving-transient,True,
194673.3893242,0.35186850000172853,013E8E,valid,81550,81550,59,335.29185454595626,287.0419624155905,0072F1,moving-transient,True,
194673.5651872,0.5277315000130329,013EB9,valid,81593,81593,43,244.50850944903692,279.11210116586494,0072F1,moving-transient,True,
194673.7411009,0.7036452000029385,013EFA,valid,81658,81658,65,369.4993624926875,295.6029011728118,0072F1,moving-transient,True,
194673.9169881,0.8795324000238907,013F41,valid,81729,81729,71,403.66780522711315,315.75038010407974,0072F1,moving-transient,True,
194674.0928893,1.0554336000059266,013F95,valid,81813,81813,84,477.54080136223394,359.2910634103543,0072F1,moving-transient,True,
194674.2687994,1.2313436999975238,013FF6,valid,81910,81910,97,551.4180254836615,411.12046743917523,0072F1,moving-transient,True,
194674.4446973,1.4072416000126395,014064,valid,82020,82020,110,625.3627814234688,483.2255438491667,0072F1,moving-transient,True,
194674.6206229,1.583167200005846,0140DB,valid,82139,82139,119,676.4223058190237,548.1892733275674,0072F1,moving-transient,True,
194674.7965264,1.7590707000053953,014187,valid,82311,82311,172,977.808855426076,649.364983376717,0072F1,moving-transient,True,
194674.9724402,1.9349845000251662,014262,valid,82530,82530,219,1244.9279134177461,796.9975626859037,0072F1,moving-transient,True,
194675.1483521,2.1108964000013657,014348,valid,82760,82760,230,1307.4726612077893,966.7212284081301,0072F1,moving-transient,True,
194675.3242738,2.2868181000230834,014429,valid,82985,82985,225,1278.9780906631959,1121.815277387859,0072F1,moving-transient,True,
194675.500161,2.4627053000149317,01450A,valid,83210,83210,225,1279.2289604384393,1235.5356317687967,0072F1,moving-transient,True,
194675.6760833,2.6386276000121143,0145E9,valid,83433,83433,223,1267.6050733964448,1279.0592844173182,0072F1,moving-transient,True,
194675.8519909,2.814535200013779,014700,valid,83712,83712,279,1586.0599541882186,1324.3819457119857,0072F1,moving-transient,True,
194676.0278705,2.990414800005965,01483A,valid,84026,84026,314,1785.3122250332087,1418.622694451325,0072F1,moving-transient,True,
194676.2037936,3.166337900009239,014981,valid,84353,84353,327,1858.7666997336569,1553.9328051142782,0072F1,moving-transient,True,
194676.3797248,3.342269100015983,014AE6,valid,84710,84710,357,2029.2023244672648,1717.443637882045,0072F1,moving-transient,True,
194676.5555798,3.518124100024579,014C13,valid,85011,85011,301,1711.637428479637,1820.972135768224,0072F1,moving-transient,True,
