axis,direction,error_at_stop_counts,error_at_stop_degrees,final_abs_error_counts,final_abs_error_degrees,final_error_counts,final_error_degrees,final_raw,first_post_stop_coast_counts,first_post_stop_coast_degrees,first_post_stop_raw,first_post_stop_unwrapped,invalid_replies_total,motion_time_to_stop_s,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,requested_degrees,run_status,settled_coast_counts,settled_coast_degrees,settled_outcome,start_raw,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
alt,-,-239,-0.08122130256162398,157,0.05335457950700822,-157,-0.05335457950700822,1053037,-82,-0.027866723054615756,1053037,-6291,0,6.131308700016234,-6209,9203,0023F3,1058958,10288E,-5,completed,-82,-0.027866723054615756,undershoot,8265,1053119,target-or-stop-margin,-14713,1052880,7.207333400001517
