commanded_progress_counts,counts_per_s,degrees_per_s,direction,end_raw,first_half_cps,half_rate_ratio,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_progress_counts,reliability_reason,run_label,run_status,sample_seconds,second_half_cps,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,trial_index,trial_reliable,trials_requested,warmup_seconds
229,-11.452116009593775,-0.0038918651857156226,-,2781,3.243837404039909,0.173202294800269,0,0072F1,0.5,0,2835,-54,4.715285800000856,20,sustain,15.0,00002E,1,3,3010,54,motion-not-stable,az-postswap-reliable-sustain-minus-2e-screen-r28,completed,0.18,18.728605228819816,1.0,half-rate-ratio-below-0.5,False,3010,000BC2,12.3,-0.8478839904062259,1,False,1,10.0
