delta_counts,elapsed_s,note,payload_hex,raw_position,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
-125,7.71432040000218,,0072F1,2928,-3591,valid,000B70,MEDIUM,-663,1790025110.3874147,2928
-125,7.890369600005215,,0072F1,2803,-3466,valid,000AF3,MEDIUM,-663,1790025110.56336,2803
-169,8.066224399983184,,0072F1,2634,-3297,valid,000A4A,MEDIUM,-663,1790025110.7392063,2634
-130,8.241853899991838,,0072F1,2504,-3167,valid,0009C8,MEDIUM,-663,1790025110.9151652,2504
-156,8.418096999987029,,0072F1,2348,-3011,valid,00092C,MEDIUM,-663,1790025111.0909982,2348
-200,8.5935632000037,,0072F1,2148,-2811,valid,000864,MEDIUM,-663,1790025111.2669435,2148
-209,8.769904799992219,,0072F1,1939,-2602,valid,000793,MEDIUM,-663,1790025111.4428673,1939
-249,8.945894000004046,,0072F1,1690,-2353,valid,00069A,MEDIUM,-663,1790025111.6187592,1690
-125,9.121644600003492,,003978,1565,-2228,valid,00061D,FINE,-663,1790025111.7946646,1565
-2,9.29722710000351,,003978,1563,-2226,valid,00061B,FINE,-663,1790025111.9705613,1563
-1,9.47320020000916,,003978,1562,-2225,valid,00061A,FINE,-663,1790025112.1464803,1562
0,9.649382200004766,,003978,1562,-2225,valid,00061A,FINE,-663,1790025112.3223915,1562
0,9.824964100000216,,003978,1562,-2225,valid,00061A,FINE,-663,1790025112.4983358,1562
0,10.001346600009128,,003978,1562,-2225,valid,00061A,FINE,-663,1790025112.674204,1562
0,10.17703600000823,,003978,1562,-2225,valid,00061A,FINE,-663,1790025112.850099,1562
0,10.352852599986363,,003978,1562,-2225,valid,00061A,FINE,-663,1790025113.0259953,1562
0,10.528550699993502,,003978,1562,-2225,valid,00061A,FINE,-663,1790025113.2019079,1562
-2,10.704794699995546,,003978,1560,-2223,valid,000618,FINE,-663,1790025113.3778536,1560
0,10.880789899994852,,003978,1560,-2223,valid,000618,FINE,-663,1790025113.5537052,1560
0,11.056257699994603,,003978,1560,-2223,valid,000618,FINE,-663,1790025113.7296195,1560
0,11.232174000004306,,003978,1560,-2223,valid,000618,FINE,-663,1790025113.9055285,1560
0,11.40844470000593,,003978,1560,-2223,valid,000618,FINE,-663,1790025114.0814116,1560
-1,11.584063999995124,,003978,1559,-2222,valid,000617,FINE,-663,1790025114.25734,1559
-4,11.760257699992508,,003978,1555,-2218,valid,000613,FINE,-663,1790025114.4332814,1555
-11,11.936074900004314,,003978,1544,-2207,valid,000608,FINE,-663,1790025114.6091456,1544
-2,12.111708099982934,,003978,1542,-2205,valid,000606,FINE,-663,1790025114.7850723,1542
-24,12.287928500009002,,003978,1518,-2181,valid,0005EE,FINE,-663,1790025114.9610035,1518
-16,12.463543399993796,,003978,1502,-2165,valid,0005DE,FINE,-663,1790025115.1368763,1502
-14,12.639457799989032,,003978,1488,-2151,valid,0005D0,FINE,-663,1790025115.3128014,1488
-17,12.815676500002155,,003978,1471,-2134,valid,0005BF,FINE,-663,1790025115.4887307,1471
-3,12.991283699986525,,003978,1468,-2131,valid,0005BC,FINE,-663,1790025115.6646016,1468
-16,13.167445700004464,,003978,1452,-2115,valid,0005AC,FINE,-663,1790025115.840537,1452
-14,13.34348469998804,,003978,1438,-2101,valid,00059E,FINE,-663,1790025116.0164692,1438
-31,13.51933330000611,,003978,1407,-2070,valid,00057F,FINE,-663,1790025116.192348,1407
-42,13.69511319999583,,003978,1365,-2028,valid,000555,FINE,-663,1790025116.3682473,1365
-47,13.870788700005505,,003978,1318,-1981,valid,000526,FINE,-663,1790025116.544209,1318
-51,14.046922499983339,,003978,1267,-1930,valid,0004F3,FINE,-663,1790025116.7200637,1267
-50,14.222599000000628,,003978,1217,-1880,valid,0004C1,FINE,-663,1790025116.8959768,1217
-71,14.398511000006692,,003978,1146,-1809,valid,00047A,FINE,-663,1790025117.0718656,1146
-92,14.574909399991157,,003978,1054,-1717,valid,00041E,FINE,-663,1790025117.2477973,1054
-115,14.75081150000915,,003978,939,-1602,valid,0003AB,FINE,-663,1790025117.4237263,939
-83,14.926371899986407,,003978,856,-1519,valid,000358,FINE,-663,1790025117.5995939,856
-119,15.10214149998501,,003978,737,-1400,valid,0002E1,FINE,-663,1790025117.7755313,737
-145,15.278150700003607,,003978,592,-1255,valid,000250,FINE,-663,1790025117.9514296,592
-186,15.454214700002922,,003978,406,-1069,valid,000196,FINE,-663,1790025118.1273391,406
-175,15.630109599995194,,003978,231,-894,valid,0000E7,FINE,-663,1790025118.303233,231
-80,15.806044900004053,,002000,151,-814,valid,000097,SLOW,-663,1790025118.4791505,151
0,15.98210160000599,,002000,151,-814,valid,000097,SLOW,-663,1790025118.655053,151
-1,16.1578509999963,,002000,150,-813,valid,000096,SLOW,-663,1790025118.8309531,150
0,16.33349369998905,,002000,150,-813,valid,000096,SLOW,-663,1790025119.006912,150
0,16.509448700002395,,002000,150,-813,valid,000096,SLOW,-663,1790025119.1827781,150
0,16.685309899999993,,002000,150,-813,valid,000096,SLOW,-663,1790025119.3586857,150
0,16.86124060000293,,002000,150,-813,valid,000096,SLOW,-663,1790025119.5346048,150
-1,17.03751100000227,,002000,149,-812,valid,000095,SLOW,-663,1790025119.7105122,149
-2,17.213047500001267,,002000,147,-810,valid,000093,SLOW,-663,1790025119.8864243,147
-2,17.389114099991275,,002000,145,-808,valid,000091,SLOW,-663,1790025120.062309,145
-5,17.565065100003267,,002000,140,-803,valid,00008C,SLOW,-663,1790025120.2382202,140
-5,17.741184599988628,,002000,135,-798,valid,000087,SLOW,-663,1790025120.4142492,135
-4,17.917053099983605,,002000,131,-794,valid,000083,SLOW,-663,1790025120.5900834,131
-5,18.092641700000968,,002000,126,-789,valid,00007E,SLOW,-663,1790025120.7659514,126
-1,18.26848769999924,,002000,125,-788,valid,00007D,SLOW,-663,1790025120.9418747,125
-3,18.444423399982043,,002000,122,-785,valid,00007A,SLOW,-663,1790025121.1177974,122
0,18.620660499989754,,002000,122,-785,valid,00007A,SLOW,-663,1790025121.2936876,122
0,18.796226799982833,,002000,122,-785,valid,00007A,SLOW,-663,1790025121.4696064,122
-2,18.972146799991606,,002000,120,-783,valid,000078,SLOW,-663,1790025121.6455343,120
0,19.148329799994826,,002000,120,-783,valid,000078,SLOW,-663,1790025121.821418,120
0,19.323955400002887,,002000,120,-783,valid,000078,SLOW,-663,1790025121.997336,120
0,19.500230300007388,,002000,120,-783,valid,000078,SLOW,-663,1790025122.1732595,120
-1,19.675815499998862,,002000,119,-782,valid,000077,SLOW,-663,1790025122.3491466,119
-14,19.85171950000222,,002000,105,-768,valid,000069,SLOW,-663,1790025122.5250902,105
-2,20.02764409998781,,002000,103,-766,valid,000067,SLOW,-663,1790025122.7010138,103
-21,20.20355639999616,,002000,82,-745,valid,000052,SLOW,-663,1790025122.8768802,82
-18,20.379858100001,,002000,64,-727,valid,000040,SLOW,-663,1790025123.0527775,64
-12,20.55532419998781,,002000,52,-715,valid,000034,SLOW,-663,1790025123.2287037,52
-20,20.731625399988843,,002000,32,-695,valid,000020,SLOW,-663,1790025123.4046395,32
-2,20.907510599994566,,002000,30,-693,valid,00001E,SLOW,-663,1790025123.5805125,30
-17,21.083407300000545,,002000,13,-676,valid,00000D,SLOW,-663,1790025123.7564065,13
-22,21.25893320000614,,002000,1059319,-654,valid,1029F7,SLOW,-663,1790025123.9323344,-9
-27,21.434867300005862,,002000,1059292,-627,valid,1029DC,SLOW,-663,1790025124.1082213,-36
-18,21.610756000009133,,002000,1059274,-609,valid,1029CA,SLOW,-663,1790025124.2841337,-54
-23,21.786729099985678,,002000,1059251,-586,valid,1029B3,SLOW,-663,1790025124.4600675,-77
-59,21.963095199986128,,002000,1059192,-527,valid,102978,SLOW,-663,1790025124.635956,-136
-58,22.138493799982825,,002000,1059134,-469,valid,10293E,SLOW,-663,1790025124.8118725,-194
-68,22.314405599987367,,002000,1059066,-401,valid,1028FA,SLOW,-663,1790025124.9877703,-262
-88,22.49029899999732,,002000,1058978,-313,valid,1028A2,SLOW,-663,1790025125.16367,-350
-96,22.66622919999645,,002000,1058882,-217,valid,102842,SLOW,-663,1790025125.3395514,-446
-18,22.892471500003012,,002000,1058864,-199,valid,102830,SLOW,-663,1790025125.563453,-464
0,23.06600580000668,,002000,1058864,-199,valid,102830,SLOW,-663,1790025125.7393415,-464
0,23.241875000006985,,002000,1058864,-199,valid,102830,SLOW,-663,1790025125.9152415,-464
0,23.418132299993886,,002000,1058864,-199,valid,102830,SLOW,-663,1790025126.0911689,-464
0,23.59423250000691,,002000,1058864,-199,valid,102830,SLOW,-663,1790025126.2670562,-464
