delta_counts,elapsed_s,note,payload_hex,raw_position,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
,0.0,,,14050,-14713,valid-start,0036E2,START,-663,1790025102.6475112,14050
-175,0.1504064000037033,,00E5E3,13875,-14538,valid,003633,FAST,-663,1790025102.8233974,13875
-415,0.3260299999965355,,00E5E3,13460,-14123,valid,003494,FAST,-663,1790025102.999299,13460
-438,0.5022716000094078,,00E5E3,13022,-13685,valid,0032DE,FAST,-663,1790025103.1751983,13022
-414,0.6780220000073314,,00E5E3,12608,-13271,valid,003140,FAST,-663,1790025103.351094,12608
-318,0.8537473999895155,,00E5E3,12290,-12953,valid,003002,FAST,-663,1790025103.5269938,12290
-342,1.0297159999900032,,00E5E3,11948,-12611,valid,002EAC,FAST,-663,1790025103.7029445,11948
-359,1.2059561999922153,,00E5E3,11589,-12252,valid,002D45,FAST,-663,1790025103.878822,11589
-361,1.381779799994547,,00E5E3,11228,-11891,valid,002BDC,FAST,-663,1790025104.0547514,11228
-330,1.5573185999819543,,00E5E3,10898,-11561,valid,002A92,FAST,-663,1790025104.2306063,10898
-372,1.7331612999842037,,00E5E3,10526,-11189,valid,00291E,FAST,-663,1790025104.4065304,10526
-419,1.9090730999887455,,00E5E3,10107,-10770,valid,00277B,FAST,-663,1790025104.5824947,10107
-395,2.085336299991468,,00E5E3,9712,-10375,valid,0025F0,FAST,-663,1790025104.7583628,9712
-413,2.2609126000024844,,00E5E3,9299,-9962,valid,002453,FAST,-663,1790025104.9342577,9299
-403,2.4367932000022847,,00E5E3,8896,-9559,valid,0022C0,FAST,-663,1790025105.110147,8896
-405,2.6126826999825425,,00E5E3,8491,-9154,valid,00212B,FAST,-663,1790025105.2860882,8491
-400,2.788914999982808,,00E5E3,8091,-8754,valid,001F9B,FAST,-663,1790025105.4619608,8091
-461,2.9649521999817807,,00E5E3,7630,-8293,valid,001DCE,FAST,-663,1790025105.637884,7630
-509,3.140526100003626,,00E5E3,7121,-7784,valid,001BD1,FAST,-663,1790025105.8138082,7121
-446,3.31638119998388,,00E5E3,6675,-7338,valid,001A13,FAST,-663,1790025105.9896827,6675
-454,3.492448799981503,,00E5E3,6221,-6884,valid,00184D,FAST,-663,1790025106.1656244,6221
-490,3.6682573999860324,,00E5E3,5731,-6394,valid,001663,FAST,-663,1790025106.3415442,5731
-480,3.8445394999871496,,00E5E3,5251,-5914,valid,001483,FAST,-663,1790025106.5173957,5251
-510,4.020238800003426,,00E5E3,4741,-5404,valid,001285,FAST,-663,1790025106.693344,4741
-460,4.195939099998213,,00E5E3,4281,-4944,valid,0010B9,FAST,-663,1790025106.8692596,4281
-336,4.372210900008213,,0072F1,3945,-4608,valid,000F69,MEDIUM,-663,1790025107.0451312,3945
-108,4.547680599993328,,0072F1,3837,-4500,valid,000EFD,MEDIUM,-663,1790025107.221062,3837
-24,4.723875900002895,,0072F1,3813,-4476,valid,000EE5,MEDIUM,-663,1790025107.3969634,3813
-2,4.899505100009264,,0072F1,3811,-4474,valid,000EE3,MEDIUM,-663,1790025107.5728626,3811
-9,5.075444999994943,,0072F1,3802,-4465,valid,000EDA,MEDIUM,-663,1790025107.7487826,3802
-10,5.2518097999854945,,0072F1,3792,-4455,valid,000ED0,MEDIUM,-663,1790025107.9247594,3792
-20,5.427690299984533,,0072F1,3772,-4435,valid,000EBC,MEDIUM,-663,1790025108.100604,3772
-23,5.603273699991405,,0072F1,3749,-4412,valid,000EA5,MEDIUM,-663,1790025108.276507,3749
-32,5.779323499999009,,0072F1,3717,-4380,valid,000E85,MEDIUM,-663,1790025108.4524662,3717
-20,5.955024800001411,,0072F1,3697,-4360,valid,000E71,MEDIUM,-663,1790025108.6283228,3697
-43,6.131101699982537,,0072F1,3654,-4317,valid,000E46,MEDIUM,-663,1790025108.8042395,3654
-43,6.306933599989861,,0072F1,3611,-4274,valid,000E1B,MEDIUM,-663,1790025108.9801338,3611
-47,6.482677899999544,,0072F1,3564,-4227,valid,000DEC,MEDIUM,-663,1790025109.156025,3564
-44,6.6585863000073005,,0072F1,3520,-4183,valid,000DC0,MEDIUM,-663,1790025109.3319666,3520
-54,6.83454250000068,,0072F1,3466,-4129,valid,000D8A,MEDIUM,-663,1790025109.5078728,3466
-73,7.010412300005555,,0072F1,3393,-4056,valid,000D41,MEDIUM,-663,1790025109.6837811,3393
-116,7.186789900006261,,0072F1,3277,-3940,valid,000CCD,MEDIUM,-663,1790025109.8596628,3277
-125,7.362305099988589,,0072F1,3152,-3815,valid,000C50,MEDIUM,-663,1790025110.0356002,3152
-99,7.538582499983022,,0072F1,3053,-3716,valid,000BED,MEDIUM,-663,1790025110.211526,3053
