after_stop_raw,after_stop_rx_bytes_hex,axis,bad_samples_total,breakaway_latency_s,direction,duration_requested_s,last_before_stop_raw,load_context,payload_hex,post_stop_coast_counts,post_stop_coast_degrees,preflight_alt,preflight_alt_rx_bytes_hex,preflight_az,preflight_az_rx_bytes_hex,prior_slope_cps,reason,run_label,run_status,start_raw,start_rx_bytes_hex,starts_from_rest,steady_state,tail_local_slope_cv,tail_slope_cps,tail_vs_prior_fraction
18644,0048D4,az,4,0.1759085999801755,+,15.0,18390,free-az-no-tripod-no-cable-wrap,002000,254,0.08631887385210246,1,000001,2,000002,1348.5499410211976,tail/prior slope agreement and local-slope variation,az-gen1-002000-plus-long-15s,completed,2,000002,yes,reached,0.06937707934830528,1319.9534338795756,0.021205374952570955
