abort_reason,direction,kick_payload_hex,kick_seconds,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,run_label,run_status,sample_seconds,settle_seconds,target_cps,trial_index,trials_requested,warmup_seconds
three consecutive invalid AZ samples,-,0072F1,0.5,20,sustain,300.0,000020,1,1,1075,az-postservice-sidereal-minus-20-5min-r1,aborted,0.18,1.0,12.3,1,1,20.0
