axis,distinct_reply_patterns,invalid_outside_modulus,modal_valid_count,modal_valid_raw_position,modal_valid_rx_bytes_hex,nonmodal_reply_count,queries,timeouts,valid_replies
az,1,0,200,1058829,10280D,0,200,0,200
