command_hex,elapsed_s,event,note
06000000,1.0599993402138352e-05,TX_STOP_1,
06000000,0.05070910000358708,TX_STOP_2,
0600E5E3,0.3266983999928925,TX_FAST,
060072F1,2.4376556999923196,TX_MEDIUM,
06000000,10.529440599988448,TX_STOP_1,
06000000,10.57957639999222,TX_STOP_2,
